name_1,name_2,region,country,year,type,producer,volume,price_sek,price_pr_litre_sek,apk,alcohol,product_num,score
Dilé,d Rosso,NA,Italy,2013,Red wine,Santero,750,99,132,0.10606060606060606,14,79207,NaN
Dilé,d Rosa,NA,Italy,NA,Rosé wine,Santero,750,99,132,0.0946969696969697,12.5,75122,NaN
Le Sassine,Valpolicella Ripasso,Venetien,Italy,2013,Red wine,Le Ragose,750,277,369.33,0.0379064793003547,14,75235,NaN
Del Pedregal Seleccion,Tannat,Canelones,uruguay,2015,Red wine,Antigua Bodega Stagnari,750,199,265.33,0.05088003618135906,13.5,74453,NaN
Prima Donna,Crianza En Roble Tannat,Canelones,uruguay,2011,Red wine,Antigua Bodega Stagnari,750,249,332,0.04066265060240964,13.5,70828,87
Muratie,Laurens Campher,Western Cape,South Africa,2014,White wine,Muratie,750,195,260,0.05576923076923077,14.5,71679,87
Muratie,George Paul Canitz Pinot Noir,Western Cape,South Africa,2015,Red wine,Muratie,750,195,260,0.051923076923076926,13.5,74635,87
Skövde Röd,Symphonic d'Oc,Languedoc-Roussillon,France,2014,Red wine,Fontesole,750,92,122.67,0.10597538110377436,13,71416,NaN
El Coto,Crianza,Rioja,Spain,2015,Red wine,Bodegas El Coto,750,89,118.67,0.1137608494143423,13.5,12670,87.06666666666666
Domaine des Pasquiers,Plan de Dieu,Rhonedalen,France,2018,Red wine,Domaine des Pasquiers,750,119,158.67,0.08823344047393963,14,2298,87
Recioto della Valpolicella Classico,Mizzon,Venetien,Italy,2014,Red wine,Azienda Agricola Mizzon di Perusi Nicola,500,299,598,0.0225752508361204,13.5,75912,88.23076923076923
TSW Reserve,Sauvignon Blanc Semillon 2016,Western Cape,South Africa,2016,White wine,Trizanne Signature Wines,750,199,265.33,0.04899559039686428,13,96156,NaN
Hirsch Reserve,Pinot Noir,Kalifornien,US,2015,Red wine,Hirsch Vineyards,750,739,985.33,0.01319354936924685,13,95498,NaN
Hirsch Chardonnay,NA,Kalifornien,US,2016,White wine,Hirsch Vineyards,750,629,838.67,0.015500733303921686,13,96157,NaN
Château La Garde Collection,NA,Bordeaux,France,NA,Red wine,Vins et Vignobles Dourthe,2250,1002,445.33,0.03143736105809175,14,84973,NaN
Meursault 1er cru,Poruzot-Dessus,Bourgogne,France,2015,White wine,Domaine Rémi Jobard,750,759,1012,0.0133399209486166,13.5,96159,NaN
Villa Calcinaia,Casara,Toscana,Italy,2014,Red wine,Fattoria di Calcinaia,750,249,332,0.043674698795180725,14.5,95537,88.25
Barbaresco Serraboella,Fratelli Cigliuti,Piemonte,Italy,2014,Red wine,Fratelli Cigliuti,750,449,598.67,0.024220355120517147,14.5,95539,NaN
Contino,Graciano,Rioja,Spain,2014,Red wine,Viñedos del Contino,750,719,958.67,0.013560453545015491,13,95541,90.28571428571429
Bourgogne Chardonnay,J M Brocard,Bourgogne,France,2016,White wine,J M Brocard,750,129,172,0.07267441860465117,12.5,76083,87
Capello,Terra Antica,Piemonte,Italy,2011,Red wine,Famiglia Bottinelli,750,59,78.67,0.17160289818228042,13.5,75735,NaN
Craven,Cinaut,Western Cape,South Africa,2017,Red wine,Craven Wines,750,224,298.67,0.04185221147085412,12.5,73443,NaN
Craven,Clairette Blanche,Western Cape,South Africa,2017,White wine,Craven Wines,750,199,265.33,0.04334225304337994,11.5,70410,NaN
Craven,Syrah The Firs Vineyard,Western Cape,South Africa,2017,Red wine,Craven Wines,750,229,305.33,0.040939311564536736,12.5,72752,NaN
Artadi,El Pison,Rioja,Spain,2015,Red wine,Artadi,750,2199,2932,0.004945429740791269,14.5,95224,87
Quinta dos Castelares,NA,Douro,Portugal,2017,Red wine,Casa Agricola Manuel Joaquim Caldeira,750,98,130.67,0.10714012397642918,14,2030,NaN
Frei Joao,Vinho Tinto,Bairrada,Portugal,2015,Red wine,Caves São João – Sociedade dos Vinhos Irmãos,750,109,145.33,0.08945159292644327,13,2401,NaN
Bründlmayer,Langenloiser Steinmassel 1ÖTW Riesling,Niederösterreich,Austria,2016,White wine,Weingut Bründlmayer,750,199,265.33,0.0471111446123695,12.5,2439,91.52475247524752
Cono Sur,Ocio,Aconcagua,Chile,2015,Red wine,Cono Sur Winery,750,399,532,0.02631578947368421,14,95590,86.53731343283582
Amorini,NA,Venetien,Italy,2013,Red wine,Cantine Vitevis SCA,750,99,132,0.10984848484848485,14.5,71343,NaN
Mazy-Chambertin,Grand Cru,Bourgogne,France,2017,Red wine,Frédéric Esmonin,750,1099,1465.33,0.009212941794681063,13.5,95597,NaN
Loimer,Zweigelt,Niederösterreich,Austria,2018,Red wine,Weingut Fred Loimer,750,119,158.67,0.08193105186865823,13,3036,90.95
Levante,Colombard Chardonnay,NA,South Africa,NA,White wine,Nordic Sea Winery,3000,169,56.33,0.22190662169359135,12.5,70160,85.33333333333333
Terra Organic Reserve,Mavrud Cabernet Franc Merlot,Trakien,Bulgaria,2016,Red wine,Terra Tangra,750,79,105.33,0.13291559859489224,14,2556,NaN
Barolo,Manzone Gramolere,Piemonte,Italy,2013,Red wine,Giovanni Manzone,750,497,662.67,0.02112665429248344,14,72692,88.33333333333333
Château Macquin,Saint-Georges Saint-Émilion,Bordeaux,France,2015,Red wine,Sovex Woltner,750,145,193.33,0.07241504163864894,14,75703,87
Cune,Crianza,Rioja,Spain,2015,Red wine,Compañia Vinicola del Norte de España( Cune),750,125,166.67,0.08099838003239936,13.5,73871,86.63636363636364
Cune,Reserva,Rioja,Spain,2014,Red wine,Compañia Vinicola del Norte de España( Cune),750,175,233.33,0.05785796939956285,13.5,75588,86.63636363636364
Virgin Earth,Sauvignon Blanc Semillon,Western Cape,South Africa,2014,White wine,Virgin Earth,750,99,132,0.0946969696969697,12.5,75795,NaN
Virgin Earth,Five,Western Cape,South Africa,2015,Red wine,Virgin Earth,750,119,158.67,0.09138463477658033,14.5,74260,NaN
El Copero,NA,Valencia,Spain,2016,Red wine,Bodegas Murviedro,750,69,92,0.13043478260869565,12,71085,NaN
Châteauneuf-du-Pape,Château Sixtine,Rhonedalen,France,2015,Red wine,Cuvée du Vatican,750,379,505.33,0.02968357311064057,15,76195,90.41304347826087
Antolini,Amarone della Valpolicella Classico Moròpio,Venetien,Italy,2013,Red wine,Antolini Pier Paolo e Stefano,750,475,633.33,0.025263290859425573,16,73119,89.42857142857143
Bertoldi Manuele,Casale Veneto,Venetien,Italy,2011,Red wine,Azienda Agricola Bertoldi Manuele,750,259,345.33,0.04054093186227666,14,70708,NaN
Bertoldi Manuele,Lugana,Lombardiet,Italy,2016,White wine,Azienda Agricola Bertoldi Manuele,750,212,282.67,0.045990023702550675,13,76644,NaN
Gustave Lorentz,Evidence Riesling,Alsace,France,2016,White wine,Gustave Lorentz,750,129,172,0.07267441860465117,12.5,75875,86.725
Domäne Wachau,Grüner Veltliner,Niederösterreich,Austria,2015,White wine,Domäne Wachau,750,169,225.33,0.057693161141437,13,75577,86.34426229508196
Gustave Lorentz,Riesling Lieu dit Burg,Alsace,France,2016,White wine,Gustave Lorentz,750,179,238.67,0.0523735702015335,12.5,75756,86.725
Gustave Lorentz,Pinot Gris Lieu dit Schofweg,Alsace,France,2013,White wine,Gustave Lorentz,750,189,252,0.051587301587301584,13,74073,86.725
Rust en Vrede Estate,Syrah,Western Cape,South Africa,2015,Red wine,Rust en Vrede Estate,750,269,358.67,0.040427133576825494,14.5,72129,NaN
Piemonte,Barbera,Piemonte,Italy,2018,Red wine,San Silvestro,750,119,158.67,0.08508224617129893,13.5,72782,87
Les Tourelles de Longueville,NA,Bordeaux,France,2013,Red wine,Château Pichon-Longueville-Baron,750,529,705.33,0.01843108899380432,13,76546,92
Allegrini,Palazzo della Torre,Venetien,Italy,2015,Red wine,Allegrini,750,169,225.33,0.05991212887764612,13.5,74997,87
Louis Jadot,Coteaux Bourguignons Blanc,Bourgogne,France,2017,White wine,Maison Louis Jadot,750,119,158.67,0.07877985756601753,12.5,71808,91.625
Graševina,Kutjevo,Kontinentalna,Croatia,2018,White wine,Kutjevo,750,79,105.33,0.11867464160258236,12.5,6405,87
Espelt,Terres Negres,Katalonien,Spain,2015,Red wine,Espelt Viticultors,750,149,198.67,0.07298535259475512,14.5,4656,NaN
Antolini,Corvina Veronese,Venetien,Italy,2014,Red wine,Antolini Pier Paolo e Stefano,750,198,264,0.04924242424242424,13,74529,89.42857142857143
Antolini,Valpolicella Ripasso Classico Superiore,Venetien,Italy,2015,Red wine,Antolini Pier Paolo e Stefano,750,245,326.67,0.042856705543820976,14,73675,89.42857142857143
Virgin Earth,Chenin Blanc,Western Cape,South Africa,2010,White wine,Virgin Earth,750,139,185.33,0.06744725624561593,12.5,72826,NaN
I Crinali,Appassimento,Apulien,Italy,2014,Red wine,Torrevento,750,49,65.33,0.198989744374713,13,75436,NaN
Amarone della Valpolicella,Provolo,Venetien,Italy,2010,Red wine,Provolo Società Agricola Semplice di Provolo Marco & C.,750,525,700,0.02214285714285714,15.5,72051,90.01967213114754
Valpolicella Ripasso Superiore,Provolo Campotorbian,Venetien,Italy,NA,Red wine,Provolo Società Agricola Semplice di Provolo Marco & C.,750,249,332,0.04216867469879518,14,74545,87
Entis,Rosso Veronese,Venetien,Italy,2010,Red wine,Provolo Società Agricola Semplice di Provolo Marco & C.,750,478,637.33,0.022751165016553433,14.5,76082,NaN
Valpolicella Ripasso Classico Superiore,Le Marognole,Venetien,Italy,2014,Red wine,Le Marognole,750,278,370.67,0.039118353252218956,14.5,74724,NaN
Gato Negro,Sauvignon Blanc,Valle Central,Chile,2018,White wine,Viña San Pedro,750,62,82.67,0.1451554372807548,12,7623,82
Penfolds Koonunga Hill,Chardonnay,South Australia,Australia,2018,White wine,Penfolds,750,89,118.67,0.10954748462121851,13,6463,NaN
Calvet Reserve,Sauvignon Blanc,Bordeaux,France,2015,White wine,Calvet,750,139,185.33,0.06205147574596665,11.5,74725,NaN
Dolcetto d'Alba,NA,Piemonte,Italy,2017,Red wine,Fratelli Cigliuti,750,189,252,0.05357142857142857,13.5,74262,86.6590909090909
Fojaneghe,NA,Trentino-Alto Adige,Italy,2011,Red wine,Masi Agricola,750,219,292,0.046232876712328765,13.5,72529,NaN
Therra,NA,Toscana,Italy,2011,Red wine,Podernuovo a Palazzone,750,197,262.67,0.05139528686184185,13.5,72009,89
Rinforzo,Primitivo,Apulien,Italy,2014,Red wine,MGM Mondo del Vino,750,119,158.67,0.09453582907922103,15,70510,NaN
Trifula,NA,Piemonte,Italy,2014,Red wine,MGM Mondo del Vino,750,83,110.67,0.12198427758200055,13.5,70210,NaN
Corte Adami,Soave Vigna della Corte,Venetien,Italy,2017,White wine,Azienda Vitivinicola CORTE ADAMI s.a. di Adami Andrea e Viviani Luigina,750,119,158.67,0.08508224617129893,13.5,71134,87.3076923076923
Las Ocho,Vino de Pago,NA,Spain,2014,Red wine,Bodega Chozas Carrascal S.L.,750,199,265.33,0.05276448196585384,14,75050,80
Mustache Vineyards,Zinfandel,Kalifornien,US,2013,Red wine,Mustache Vineyards,750,155,206.67,0.06774084288963082,14,75681,87
Catch & Release,by Huntyard Sauvignon Blanc,NA,France,2017,White wine,Les Domaines Auriol,750,79,105.33,0.10443368461027248,11,75586,NaN
Chablis,Bouchard Aîné & Fils,Bourgogne,France,2016,White wine,Bouchard Aîné et Fils,750,149,198.67,0.06291840740927165,12.5,75131,90.33614864864865
Baby Bad Boy,NA,Bordeaux,France,2015,White wine,Thunevin,750,99,132,0.09848484848484848,13,76469,NaN
