name_1,name_2,region,country,year,type,producer,volume,price_sek,price_pr_litre_sek,apk,alcohol,product_num,score
Chateauneuf-du-Pape Chaupin,Chaupin,Rhonedalen,France,2017,Red wine,Domaine de la Janasse,750,599,798.67,0.018781223784541803,15,75975,NaN
Lillian,Gold Series No. 3,Oregon,US,2013,Red wine,Lillian,750,999,1332,0.010885885885885885,14.5,75250,87
Tre Marchetti,Amarone Della Valpolicella,Venetien,Italy,2016,Red wine,Carovin AB,750,159,212,0.07075471698113207,15,72828,NaN
Zenso,Appassimento Rosso,Apulien,Italy,2015,Red wine,Mediterranea del Vino,750,89,118.67,0.12218757900058987,14.5,79067,NaN
Pompette No. 26,NA,Bourgogne,France,NA,Red wine,Château Thivin,4500,1494,332,0.04066265060240964,13.5,79088,NaN
Château La-Croix-Bouey,NA,Bordeaux,France,1999,White wine,Vignobles Bouey,750,238,317.33,0.045693757287366465,14.5,81307,NaN
MontGras,Reserva Cabernet Sauvignon,Valle Central,Chile,2017,Red wine,MontGras,750,99,132,0.10227272727272728,13.5,82514,86.82857142857142
Domaine Biblia Chora,White,Makedonien,Greece,2016,White wine,Estate Biblia Chora,750,169,225.33,0.05991212887764612,13.5,82584,NaN
Puy Chéri,Syrah Rosé,Languedoc-Roussillon,France,2018,Rosé wine,Foncalieu,750,75,100,0.125,12.5,2209,NaN
Det Vita Spanien,NA,NA,Spain,NA,White wine,Flera producenter,4500,990,220,0.05909090909090909,13,71061,NaN
Hungry Wines,Elsie,Pannon,Hungary,2016,Red wine,Heimann,750,199,265.33,0.05088003618135906,13.5,71199,NaN
Baumann Zirgel,Riesling,Alsace,France,2017,White wine,Baumann Zirgel,750,189,252,0.047619047619047616,12,79282,NaN
Schlossberg,Cuvée Amélie Grand Cru Riesling,Alsace,France,2016,White wine,Baumann Zirgel,750,269,358.67,0.03624501631025734,13,71794,91.32394366197182
Pinot Noir Pièce de Chêne,NA,Alsace,France,2016,Red wine,Baumann Zirgel,750,269,358.67,0.03624501631025734,13,70396,NaN
Trediberri,Langhe Rosato,Piemonte,Italy,2018,Rosé wine,Societá Agricola Trediberri di Nicola Oberto & C. S.S.,750,119,158.67,0.07877985756601753,12.5,95770,NaN
La Spinetta,Il Rosé di Casanova,Toscana,Italy,2018,Rosé wine,La Spinetta,750,139,185.33,0.06744725624561593,12.5,90076,87
Nervi Conterno,Il Rosato,NA,Italy,2018,Rosé wine,Azienda Vitivinicola Nervi,750,249,332,0.04066265060240964,13.5,71911,NaN
Sun Gate,Zinfandel,Kalifornien,US,2017,Red wine,Les Grands Chais de France,750,69,92,0.15217391304347827,14,71924,NaN
Las Moras,Gran Syrah,Cuyo,Argentina,2013,Red wine,Finca Las Moras,750,199,265.33,0.05464892775034862,14.5,72907,87
Ravazzol,Amarone della Valpolicella Classico,Venetien,Italy,2013,Red wine,Ca' La Bionda,750,600,800,0.02,16,72085,92
Malavoglia,Valpolicella Ripasso Classico Superiore,Venetien,Italy,2016,Red wine,Ca' La Bionda,750,288,384,0.036458333333333336,14,79126,NaN
CasalVegri,Valpolicella Classico Superiore,Venetien,Italy,2016,Red wine,Ca' La Bionda,750,266,354.67,0.03806355203428539,13.5,79450,NaN
Marion,Valpolicella Superiore,Venetien,Italy,2015,Red wine,Azienda Agricola Marion,750,349,465.33,0.031160681666774118,14.5,76587,88.5
Chateau L'afrique,N°2,Provence,France,2018,Rosé wine,Famille Sumeire,750,199,265.33,0.04899559039686428,13,72431,NaN
Felton Road,Calvert Pinot Noir,Central Otago,New Zealand,2017,Red wine,Felton Road Wines,750,639,852,0.01643192488262911,14,76646,90.70588235294117
Lacrimarosa,Mastroberardino,Kampanien,Italy,2018,Rosé wine,Mastroberardino,750,139,185.33,0.06744725624561593,12.5,95402,87
Blanc de Blancs,NA,Balearerna,Spain,2017,White wine,Bodegas Can Vidalet,750,232,309.33,0.03879352148191252,12,70837,90.0109409190372
Castelmondo,Amarone della Valpolicella,Venetien,Italy,2015,Red wine,Winepartners Nordic AB,750,159,212,0.07075471698113207,15,73028,NaN
Castelmondo,Valpolicella Ripasso Superiore,Venetien,Italy,2017,Red wine,Winepartners Nordic AB,750,79,105.33,0.12816861293078896,13.5,73186,NaN
Gran Lerma,Tempranillo,Kastilien-León,Spain,2014,Red wine,Bodega Balbás,750,478,637.33,0.022751165016553433,14.5,70142,NaN
Marques de Riscal,Sauvignon Blanc,Kastilien-León,Spain,2018,White wine,Marques de Riscal,750,119,158.67,0.07877985756601753,12.5,75612,NaN
Nabal,Tempranillo,Kastilien-León,Spain,2015,Red wine,Bodegas Navarro,750,450,600,0.024166666666666666,14.5,76428,NaN
Nabal,Crianza,Kastilien-León,Spain,2014,Red wine,Bodegas Navarro,750,377,502.67,0.027851274195794456,14,74771,NaN
Valle de Nabal,Tempranillo,Kastilien-León,Spain,2016,Red wine,Bodegas Navarro,750,289,385.33,0.036332494225728595,14,70732,NaN
Barbera d'Alba Volupta,Bosco Agostino,Piemonte,Italy,2016,Red wine,Bosco Agostino,750,219,292,0.05136986301369863,15,72937,NaN
Barolo,La Serra,Piemonte,Italy,2013,Red wine,Bosco Agostino,750,413,550.67,0.02633155973632121,14.5,76635,90.7838669950739
Barolo,Neirane,Piemonte,Italy,2013,Red wine,Bosco Agostino,750,362,482.67,0.030041228997037314,14.5,74911,90.7838669950739
Langhe,Nebbiolo,Piemonte,Italy,2016,Red wine,Bosco Agostino,750,217,289.33,0.04838765423564788,14,70894,88.56896551724138
Severus,Marcampo,Toscana,Italy,2015,Red wine,Podere Marcampo,750,239,318.67,0.04393259484733423,14,74202,NaN
Genuino,NA,Toscana,Italy,2016,Red wine,Podere Marcampo,750,153,204,0.0661764705882353,13.5,77062,NaN
Giusto Alle Balze,NA,Toscana,Italy,2015,Red wine,Podere Marcampo,750,399,532,0.02631578947368421,14,72395,NaN
Masi Brolo Campofiorin Oro,NA,Venetien,Italy,2015,Red wine,Masi,750,209,278.67,0.050238633509168545,14,32361,NaN
Rocca di Montemassi,Sangiovese,Toscana,Italy,2017,Red wine,Rocca di Montemassi,3000,249,83,0.1566265060240964,13,4586,87
il Conte,Montepulciano d'Abruzzo,Abruzzerna,Italy,2017,Red wine,Nordic Sea Winery,750,69,92,0.15217391304347827,14,2322,NaN
Valle Reale,Montepulciano d'Abruzzo,Abruzzerna,Italy,2016,Red wine,Valle Reale,750,109,145.33,0.09289203880822954,13.5,2355,87
Åkesson Oz Rozz,Rosé,South Australia,Australia,NA,Rosé wine,Åkesson Vin,1000,69,69,0.18115942028985507,12.5,6492,NaN
Domìni Veneti,Recioto della Valpolicella Classico,Venetien,Italy,2016,Red wine,Cantina Valpolicella Negrar,375,159,424,0.0294811320754717,12.5,2304,88
Cloudy Bay,Sauvignon Blanc,Marlborough,New Zealand,2017,White wine,Cloudy Bay,750,275,366.67,0.035454223143425966,13,82623,87
Cape Mentelle,Shiraz,Western Australia,Australia,2016,Red wine,Cape Mentelle,750,289,385.33,0.03763008330521891,14.5,82660,87
Terrazas de los Andes,Malbec,Cuyo,Argentina,2017,Red wine,Terrazas Vineyards,750,165,220,0.06818181818181818,15,82679,NaN
Terrazas Single Vineyard,Malbec,Cuyo,Argentina,2013,Red wine,Terrazas Vineyards,750,397,529.33,0.0283377099352011,15,82677,NaN
Terrazas de los Andes,Reserva Cabernet Sauvignon,Cuyo,Argentina,2016,Red wine,Terrazas Vineyards,750,165,220,0.05909090909090909,13,82662,NaN
Terrazas de los Andes,Reserva Chardonnay,Cuyo,Argentina,2016,White wine,Terrazas Vineyards,750,165,220,0.06363636363636363,14,82618,NaN
G.D. Vajra,Rosabella Rosato,NA,Italy,2018,Rosé wine,G.D. Vajra,750,109,145.33,0.0825707011628707,12,90351,NaN
Oliver Zeters Rieslinglåda,NA,Pfalz,Germany,2017,White wine,Oliver Zeter,2250,630,280,0.044642857142857144,12.5,72333,NaN
Mas du Novi,Lou rosat,Languedoc-Roussillon,France,2017,Rosé wine,Mas du Novi,750,139,185.33,0.07554092699508984,14,74929,NaN
Comte de M,NA,Bekaa,Lebanon,2013,Red wine,Château Kefraya,750,399,532,0.02725563909774436,14.5,82251,NaN
Guillot-Broux,Blandlåda,NA,France,NA,Red wine,Domaine Guillot-Broux,4500,1380,306.67,0.0423908435777872,13,72016,87
Le Tende,Bardolino Superiore Classico,Venetien,Italy,2017,Red wine,Agricola Le Tende,750,265,353.33,0.036792799932074835,13,70480,NaN
Munda,Alfrocheiro,Dão,Portugal,2012,Red wine,Quinta do Mondego,750,299,398.67,0.0326084230064966,13,70168,91.33333333333333
Domaine de La Tour du Bon,Rosé,Provence,France,2018,Rosé wine,Domaine de La Tour du Bon,750,185,246.67,0.05270199051364171,13,72378,NaN
La Campagne,Cinsault Rosé,Languedoc-Roussillon,France,2017,Rosé wine,Producteurs Réunis Ruoms,750,79,105.33,0.11392765593847906,12,71496,NaN
Coriole,Mollys Garden,South Australia,Australia,2017,Red wine,Coriole Wines,750,169,225.33,0.06435006435006435,14.5,70358,88
Coriole,Nero,South Australia,Australia,2017,Red wine,Coriole Wines,750,199,265.33,0.05088003618135906,13.5,74933,88
Coriole,Dancing Fig,South Australia,Australia,2017,Red wine,Coriole Wines,750,189,252,0.057539682539682536,14.5,77800,88
Corton Grand Cru Monopole,Clos des Meix,Bourgogne,France,2014,Red wine,Domaine du Comte Senard,750,499,665.33,0.01953917604797619,13,5726,NaN
Castaño,Organic Monastrell,Murcia,Spain,2017,Red wine,Bodegas Castaño,3000,209,69.67,0.20094732309458876,14,2050,89.5
Nipozzano Chianti Rúfina,Riserva,Toscana,Italy,2015,Red wine,Marchesi Frescobaldi,750,189,252,0.051587301587301584,13,2969,NaN
Abbotts & Delaunay,Carignan Vieilles Vignes,Languedoc-Roussillon,France,2017,Red wine,Abbotts & Delaunay,750,89,118.67,0.10954748462121851,13,2257,NaN
Jacob's Creek,Shiraz Rosé,South Eastern Australia,Australia,2018,Rosé wine,Orlando,750,79,105.33,0.11582645020412038,12.2,6401,87.02702702702703
Bellingham,Ancient Earth Chenin Blanc,Western Cape,South Africa,2016,White wine,Douglas Green Bellingham,750,82,109.33,0.11890606420927467,13,2085,88.64285714285714
Bellingham,Ancient Earth Chenin Blanc,Western Cape,South Africa,2016,White wine,Douglas Green Bellingham,375,49,130.67,0.09948725797811281,13,2085,88.64285714285714
Catena,Chardonnay,Cuyo,Argentina,2017,White wine,Bodega Catena Zapata,750,139,185.33,0.0728430367452652,13.5,6612,86.46
Museum,Real Reserva,Kastilien-León,Spain,2012,Red wine,Finca Museum,750,199,265.33,0.05464892775034862,14.5,82762,90.63636363636364
Gamla,Cabernet Sauvignon,"Galileen, israelisk bosättning",Other origins,2015,Red wine,Golan Heights Winery,750,189,252,0.057539682539682536,14.5,70808,85.5
Chateau des Annibals,Rosé,Provence,France,2018,Rosé wine,Domaine des Annibals,750,145,193.33,0.06724253866445973,13,74690,NaN
Cuvee des Annibals,Rosé,Provence,France,2018,Rosé wine,Domaine des Annibals,750,139,185.33,0.06744725624561593,12.5,71604,NaN
Blankbottle,Nothing to Declare,Western Cape,South Africa,2018,White wine,Blankbottle Winery,750,249,332,0.04066265060240964,13.5,73104,NaN
Château des Annibals,La Jouvencelle Blanc,Provence,France,2018,White wine,Domaine des Annibals,750,155,206.67,0.06290221125465718,13,74026,84
Jim's Creek,Chardonnay,South Eastern Australia,Australia,2018,White wine,Globus Wine,3000,219,73,0.1780821917808219,13,74809,NaN
BIG,Cabernet Sauvignon,Western Cape,South Africa,2017,Red wine,Blankbottle Winery,750,369,492,0.029471544715447155,14.5,73115,NaN
Domaine de la Tour du Bon,Blanc,Provence,France,2018,White wine,Domaine de la Tour du Bon,750,217,289.33,0.04493139321881589,13,74560,87
Marion,Teroldego,Venetien,Italy,2015,Red wine,Azienda Agricola Marion,750,379,505.33,0.02869412067361922,14.5,72075,88.5
Marion,Cabarnet Sauvignon,Venetien,Italy,2015,Red wine,Azienda Agricola Marion,750,379,505.33,0.02869412067361922,14.5,77050,88.5
Château Pech-Latt,Le Charlemagne,Languedoc-Roussillon,France,2015,Red wine,Château Pech-Latt,750,169,225.33,0.062131096613855234,14,79455,NaN
Finca Las Moras,Sauvignon Blanc,NA,Argentina,2018,White wine,Finca Las Moras,750,85,113.33,0.11470925615459278,13,75694,87
Philipp Kuhns Utvalda Vita,NA,Pfalz,Germany,NA,White wine,Philipp Kuhn,4500,1056,234.67,0.05326628883112456,12.5,75826,NaN
Garmón,NA,Kastilien-León,Spain,2015,Red wine,Bodegas Garmón Continental,750,399,532,0.02725563909774436,14.5,77960,93
Domaine de Janasse,Châteauneuf-de-Pape,Rhonedalen,France,2014,Red wine,Domaine de la Janasse,750,359,478.67,0.03029226815969248,14.5,76232,NaN
Barbaresco,Bordini,Piemonte,Italy,2016,Red wine,Azienda Agricola Elvio Cogno,750,419,558.67,0.025954499078167794,14.5,73985,89.70100502512562
Carlisle,Rosella´s Vineyard Syrah,Kalifornien,US,2015,Red wine,Carlisle Winery,750,479,638.67,0.023486307482737567,15,76234,92.23333333333333
Argentiera,NA,Toscana,Italy,2016,Red wine,Tenuta Argentiera,750,695,926.67,0.01564742572868443,14.5,72846,86.88888888888889
The Mira,Cabernet Sauvignon,Western Cape,South Africa,2016,Red wine,Uva Mira,750,245,326.67,0.042856705543820976,14,76443,NaN
Centenariae Vineae,NA,Dão,Portugal,2013,Red wine,Palwines,750,329,438.67,0.03077484213645793,13.5,79509,NaN
Nuits-St Georges Premier Cru,Les Vaucrains,Bourgogne,France,2014,Red wine,Lucien Le Moine,750,975,1300,0.010384615384615384,13.5,76446,NaN
Chambolle-Musigny Premier Cru,Les Baudes,Bourgogne,France,2014,Red wine,Lucien Le Moine,750,1185,1580,0.008544303797468355,13.5,79439,NaN
Mazis-Chambertin,Grand Cru,Bourgogne,France,2014,Red wine,Lucien Le Moine,750,2655,3540,0.0038135593220338985,13.5,79209,93.875
Volnay Premier Cru,Les Caillerets,Bourgogne,France,2014,Red wine,Lucien Le Moine,750,995,1326.67,0.01017585382951299,13.5,76201,NaN
Barracuda,Vino Bianco,NA,Italy,2016,White wine,Yeasteria,750,275,366.67,0.03272697520931628,12,75847,NaN
Barolo,Cascina Nuova,Piemonte,Italy,2015,Red wine,Elvio Cogno,750,439,585.33,0.02477235063981002,14.5,71920,88.3157894736842
Dolcetto d'Alba,Mandorlo,Piemonte,Italy,2018,Red wine,Azienda Agricola Elvio Cogno,750,198,264,0.04924242424242424,13,77513,86.6590909090909
Indigeno,Bianco,NA,Italy,NA,White wine,Cantina Indigeno,750,149,198.67,0.0528514622237882,10.5,79082,89
At,Refosco,Friuli-Venezia-Giulia,Italy,2014,White wine,Aquila del Torre,750,212,282.67,0.045990023702550675,13,74676,88.27737226277372
Cascina Rabaglio,Dolcetto d'Alba,Piemonte,Italy,2018,Red wine,Cascina Rabaglio,750,120,160,0.08125,13,74564,87
Morey-St Denis Premier Cru,Clos des Ormes,Bourgogne,France,2014,Red wine,Lucien Le Moine,750,795,1060,0.012735849056603774,13.5,75599,NaN
Volnay Premier Cru,Santenots,Bourgogne,France,2014,Red wine,Lucien Le Moine,750,849,1132,0.011925795053003533,13.5,77194,NaN
Pommard Premier Cru,La Chanière,Bourgogne,France,2014,Red wine,Lucien Le Moine,750,895,1193.33,0.011312880762236766,13.5,72995,NaN
Pommard Premier Cru,Les Rugiens,Bourgogne,France,2014,Red wine,Lucien Le Moine,750,925,1233.33,0.010945975529663594,13.5,79042,NaN
Gevrey-Chambertin Premier Cru,Lavaut Saint Jacques,Bourgogne,France,2014,Red wine,Lucien Le Moine,750,995,1326.67,0.01017585382951299,13.5,79308,NaN
Gevrey-Chambertin Premier Cru,Les Cazetiers,Bourgogne,France,2014,Red wine,Lucien Le Moine,750,999,1332,0.010135135135135136,13.5,74669,NaN
Chambolle-Musigny Premier Cru,Les Haut Doix,Bourgogne,France,2014,Red wine,Lucien Le Moine,750,1185,1580,0.008544303797468355,13.5,77922,NaN
Vosne-Romanée Premier Cru,Les Suchots,Bourgogne,France,2014,Red wine,Lucien Le Moine,750,1425,1900,0.007105263157894737,13.5,72629,NaN
Clos Saint-Denis,Grand Cru,Bourgogne,France,2014,Red wine,Lucien Le Moine,750,1945,2593.33,0.0052056622180748306,13.5,74157,94.4
Clos de la Roche,Grand Cru,Bourgogne,France,2014,Red wine,Lucien Le Moine,750,1975,2633.33,0.005126588767833884,13.5,73544,94.77777777777777
Charmes-Chambertin,Grand Cru,Bourgogne,France,2014,Red wine,Lucien Le Moine,750,2049,2732,0.004758418740849195,13,75594,94.52941176470588
Griotte-Chambertin,Grand Cru,Bourgogne,France,2014,Red wine,Lucien Le Moine,750,2695,3593.33,0.0036178141167106837,13,79014,NaN
Bonnes-Mares,Grand Cru,Bourgogne,France,2014,Red wine,Lucien Le Moine,750,2745,3660,0.0036885245901639345,13.5,75949,94.5
Poggio ai Ginepri,Rosso,Toscana,Italy,2016,Red wine,Tenuta Argentiera,750,247,329.33,0.039474083745786905,13,79123,87
Villa Donoratico,NA,Toscana,Italy,2016,Red wine,Tenuta Argentiera,750,339,452,0.032079646017699116,14.5,74030,87
Pieropan,Calvarino,Venetien,Italy,2016,White wine,Pieropan,750,219,292,0.04280821917808219,12.5,75741,87
Ruberpan,Valpolicella Superiore,Venetien,Italy,2016,Red wine,Pieropan,750,199,265.33,0.05088003618135906,13.5,77149,NaN
Raats,Old vine Chenin Blanc,Western Cape,South Africa,2017,White wine,Raats Family Wines,750,259,345.33,0.039093041438623924,13.5,71798,89.70588235294117
Lobita Loca,Sauvignon Blanc Verdejo,Kastilien-La Mancha,Spain,2018,White wine,Bodegas Parra Jimenez,750,69,92,0.13043478260869565,12,6493,NaN
Leth,Grüner Veltliner,Niederösterreich,Austria,2018,White wine,Weingut Leth,750,89,118.67,0.10533411982809472,12.5,4200,89.85
Bourgogne Hautes Côtes de Nuits,Les Dames de Vergy,Bourgogne,France,2017,Red wine,Domaine Guyon,750,189,252,0.0496031746031746,12.5,5460,86.3
Château Belgrave,NA,Bordeaux,France,2012,Red wine,Vins et Vignobles Dourthe,750,389,518.67,0.025064106271810594,13,3925,91
Mauro,Primitivo Alberello,Apulien,Italy,2018,Red wine,Nordic Sea Winery,750,74,98.67,0.13681970203709334,13.5,32364,89.6
Canaletto,Zinfandel,Apulien,Italy,2015,Red wine,Casa Girelli,750,79,105.33,0.12816861293078896,13.5,32367,87
Cape Mentelle,Semillon Sauvignon Blanc,Western Australia,Australia,2017,White wine,Cape Mentelle,750,179,238.67,0.050278627393472164,12,89256,87
Petit Chablis,Isabelle et Denis Pommier,Bourgogne,France,2015,White wine,Isabelle et Denis Pommier,750,179,238.67,0.0523735702015335,12.5,74476,85.48275862068965
Saint Clair,Vicar's Choice Barrel Fermented chardonnay,Marlborough,New Zealand,2016,White wine,Saint Clair Family Estate,375,59,157.33,0.08262886925570456,13,75698,88.3953488372093
Lynx,Black Label Petite Sirah,Kalifornien,US,2017,Red wine,House of Big Wines,750,109,145.33,0.09289203880822954,13.5,72387,NaN
Guigal,Tavel Rosé,Rhonedalen,France,2016,Rosé wine,E Guigal,750,169,225.33,0.05991212887764612,13.5,72365,91.23809523809524
Le Riche,Cabernet Sauvignon Reserve,Western Cape,South Africa,2015,Red wine,Le Riche Wines,750,395,526.67,0.027531471319801777,14.5,71295,89
Cline,Ancient Vines Zinfandel,Kalifornien,US,2016,Red wine,Cline Cellars,750,149,198.67,0.07550208889112599,15,77280,87.34545454545454
Cline,Ancient Vines Carignane,Kalifornien,US,2016,Red wine,Cline Cellars,750,149,198.67,0.07550208889112599,15,77287,87.34545454545454
Groppello di Revò,NA,Trentino-Alto Adige,Italy,2015,Red wine,Cantina Rotalina Di Mezzolombardo scarl,750,209,278.67,0.04665015968708508,13,78350,NaN
Stefan Meyer,Grauer Burgunder Trocken,Pfalz,Germany,2018,White wine,Weingut Stefan Meyer,750,138,184,0.06793478260869565,12.5,77754,NaN
Planeta Eruzione 1614,Bianco,Sicilien,Italy,2014,White wine,Azienda Agricole Planeta s.s,750,269,358.67,0.03763905539911339,13.5,70782,NaN
Planeta Eruzione 1614,Rosso,Sicilien,Italy,2016,Red wine,Azienda Agricole Planeta s.s,750,269,358.67,0.03763905539911339,13.5,72045,NaN
Domaine Jean-Louis Chave,Hermitage Blanc,Rhonedalen,France,2015,White wine,Domaine Jean-Louis Chave,750,1900,2533.33,0.00572369174169966,14.5,80172,NaN
Domaine Jean-Louis Chave,Hermitage Farconnet,Rhonedalen,France,2013,Red wine,Domaine Jean-Louis Chave,750,429,572,0.024475524475524476,14,77958,NaN
Domaine Cristia,Vacqueyras,Rhonedalen,France,2015,Red wine,Domaine de Cristia,750,199,265.33,0.05276448196585384,14,79293,NaN
Domaine de Cristia,Châteauneuf-du-Pape,Rhonedalen,France,2016,Red wine,Domaine de Cristia,750,339,452,0.033185840707964605,15,72589,87
Dog Point,Pinot Noir,Marlborough,New Zealand,2015,Red wine,Dog Point Vineyards,750,369,492,0.027439024390243903,13.5,76879,89.15384615384616
Dog Point,Section 94,Marlborough,New Zealand,2014,White wine,Dog Point Vineyards,750,289,385.33,0.036332494225728595,14,77798,89.15384615384616
Chateau Pech-Latt,La Sauvage,Languedoc-Roussillon,France,2017,Red wine,Château Pech-Latt,750,169,225.33,0.062131096613855234,14,79762,NaN
Côte de Beaune-Villages,Maison Louis Jadot,Bourgogne,France,2014,Red wine,Maison Louis Jadot,750,229,305.33,0.040939311564536736,12.5,74172,88.42857142857143
Alzinger Dürnstein,Grüner Veltliner Federspiel,Niederösterreich,Austria,2017,White wine,Alzinger,750,189,252,0.0496031746031746,12.5,74131,NaN
Lambrusco,Amabile,Emilia-Romagna,Italy,NA,Red wine,Cleto Chiarli,750,105,140,0.05714285714285714,8,80177,86.55555555555556
Lambrusco,Secco,Emilia-Romagna,Italy,NA,Red wine,Cleto Chiarli,750,104,138.67,0.0793250162255715,11,73233,86.55555555555556
Campo Eliseo,NA,Kastilien-León,Spain,2014,White wine,Bodega Burdigala,750,339,452,0.029867256637168143,13.5,74041,95
Künstler,Hochheimer Reichestal Spätburgunder Grosses Gewächs,Rheingau,Germany,2014,Red wine,Künstler,750,529,705.33,0.01913997703202756,13.5,73350,87
Künstler,Rüdesheim Berg Rottland Riesling Grosses Gewächs,Rheingau,Germany,2017,White wine,Künstler,750,389,518.67,0.024100102184433266,12.5,73377,87
Colle Reale,Cerasuolo Rosé,Abruzzerna,Italy,2018,Rosé wine,Valle Reale,750,89,118.67,0.10533411982809472,12.5,2242,NaN
Candidato Ecologico,Tempranillo,Kastilien-La Mancha,Spain,2018,Red wine,Cosecheros y Criadores,3000,189,63,0.20634920634920634,13,22335,NaN
Raats Family,Cabernet Franc,Western Cape,South Africa,2016,Red wine,Raats Family Wines,750,439,585.33,0.02477235063981002,14.5,74746,88.25
Cecchi,Chianti,Toscana,Italy,2017,Red wine,Cecchi,750,109,145.33,0.08945159292644327,13,76596,86.87878787878788
La Mora,Morellino di Scansano Riserva,Toscana,Italy,2015,Red wine,Cecchi,750,159,212,0.0660377358490566,14,77350,87
Mezzacorona,Pinot Grigio,Trentino-Alto Adige,Italy,2018,White wine,Mezzacorona,750,89,118.67,0.10533411982809472,12.5,77868,87
Carlisle Vineyard,Zinfandel,Kalifornien,US,2015,Red wine,Carlisle Winery,750,499,665.33,0.02254520313228022,15,77777,90
Mock,Sauvignon,Trentino-Alto Adige,Italy,2018,White wine,Bolzano,750,169,225.33,0.062131096613855234,14,70280,87
Lagrein,Perl,Trentino-Alto Adige,Italy,2018,Red wine,Bolzano,750,169,225.33,0.05991212887764612,13.5,79538,86
Le Filigare,Chianti Classico,Toscana,Italy,2017,Red wine,Del Conte Srl Soc Agr.,750,190,253.33,0.055263885051119094,14,73997,87
Weissburgunder,Dellago Alto Adige,Trentino-Alto Adige,Italy,2018,White wine,Cantina Produttori Bolzano Soc. Agric. coop.,750,169,225.33,0.062131096613855234,14,79628,89.38461538461539
Mar de Envero,Sobre Lías,Galicien,Spain,2017,White wine,Mar de Envero SL,750,178,237.33,0.05477605022542451,13,79230,87
Matua,Regional Rosé Dry,NA,New Zealand,2018,Rosé wine,Matua Valley Wines,750,109,145.33,0.09289203880822954,13.5,78298,85.85714285714286
Hillside Valley,Zinfandel Black Label,Kalifornien,US,NA,Red wine,Taster Wines,750,89,118.67,0.1137608494143423,13.5,75952,NaN
Verus Vineyards,Furmint,NA,Slovenia,2017,White wine,Verus Vinogradi d.o.o,750,119,158.67,0.08193105186865823,13,76225,85
Sorì dij But,NA,Piemonte,Italy,2017,Red wine,Anna Maria Abbona,750,178,237.33,0.05688282138794084,13.5,75366,NaN
Gevrey-Chambertin,Les Corvées,Bourgogne,France,2017,Red wine,Domaine Tortochot,750,484,645.33,0.02014473215254211,13,75985,91.29787234042553
Finca Antigua,Organic,Kastilien-La Mancha,Spain,NA,Red wine,Cosecheros y Criadores,3000,219,73,0.18493150684931506,13.5,22349,84.16666666666667
Château Bouscassé,NA,Frankrike sydväst,France,2014,Red wine,Alain Brumont,750,159,212,0.06367924528301887,13.5,2204,87
Stoneleigh,Riesling,Marlborough,New Zealand,2018,White wine,Stoneleigh Vineyards,750,99,132,0.08333333333333333,11,6498,86.66666666666667
Pouilly-Fumé,Les Deux Cailloux,Loiredalen,France,2017,White wine,Fournier Père & Fils,750,169,225.33,0.055474193405227884,12.5,2227,89.59477124183006
Alain Graillot,Crozes Hermitage La Guiraude,Rhonedalen,France,2015,Red wine,Alain Graillot,750,359,478.67,0.027158585246620844,13,76794,87
Alain Graillot,Crozes Hermitage,Rhonedalen,France,2016,Red wine,Alain Graillot,1500,499,332.67,0.03907776475185619,13,79443,87
Gardo & Morris,Organic Hawkes Bay Syrah,Hawke's Bay,New Zealand,2016,Red wine,Gardo Morris Wines,750,179,238.67,0.05446851300959484,13,78210,NaN
Schuster,Roter Veltliner Ried Altweingarten,Niederösterreich,Austria,2018,White wine,Weingut Familie Schuster,750,169,225.33,0.05991212887764612,13.5,73275,NaN
Schuster,Grüner Veltlner Alte Reben,Niederösterreich,Austria,2018,White wine,Weingut Familie Schuster,750,169,225.33,0.05991212887764612,13.5,79748,NaN
Gran Via,NA,NA,Spain,NA,White wine,Nordic Sea Winery,3000,149,49.67,0.23152808536339842,11.5,73806,NaN
Via del Campo,NA,NA,Spain,NA,Red wine,Nordic Sea Winery,3000,149,49.67,0.24159452385745922,12,72667,NaN
Whispering Angel,NA,Provence,France,2018,Rosé wine,Caves d'Esclans,1500,449,299.33,0.043430327731934656,13,74095,87.54545454545455
Rock Angel,NA,Provence,France,2018,Rosé wine,Caves d'Esclans,750,289,385.33,0.03503490514623829,13.5,76256,90.66666666666667
Rock Angel,NA,Provence,France,2018,Red wine,Caves d'Esclans,1500,599,399.33,0.03380662609871535,13.5,76256,90.66666666666667
Monchiero,Barolo,Piemonte,Italy,2014,Red wine,Monchiero F.Lli Remo E Vittorio,750,331,441.33,0.03172229397503002,14,78160,88.8695652173913
Monchiero,Langhe Nebbiolo,Piemonte,Italy,2016,Red wine,Monchiero F.Lli Remo E Vittorio,750,183,244,0.05737704918032787,14,78161,88.8695652173913
Carm,SO2 Free,Douro,Portugal,2017,Red wine,CARM - Casa Agricola Roboredo Madeira SA,750,189,252,0.05357142857142857,13.5,74848,86.93244626407369
Château du Coing,Comte de Saint Hubert,Loiredalen,France,2010,White wine,Vérinique Gûnther-Chereau,750,199,265.33,0.04522669882787472,12,75861,89.125
Batuta,NA,Douro,Portugal,2016,Red wine,Niepoort Vinhos,750,599,798.67,0.015024979027633441,12,77879,94
Mixlåda Chenin Blanc 1,NA,NA,South Africa,NA,White wine,Flera producenter,2250,897,398.67,0.0326084230064966,13,73030,NaN
