name_1,name_2,region,country,year,type,producer,volume,price_sek,price_pr_litre_sek,apk,alcohol,product_num,score,taste_body,taste_freshness,taste_tanins,taste_bitternes,taste_sweetnes,url
Nuviana,Chardonnay,Aragonien,Spain,2013,White wine,Bodega Nuviana,750,79,105.33,0.128168613,13.5,86143,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=86143
Nuviana,Tempranillo Cabernet Sauvignon,Aragonien,Spain,2013,Red wine,Bodega Nuviana,750,79,105.33,0.128168613,13.5,86144,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=86144
Stoneleigh,Pinot Noir,Marlborough,New Zealand,2017,Red wine,Stoneleigh Vineyards,750,119,158.67,0.085082246,13.5,16394,NA,6,9,0,0,2,https://www.systembolaget.se/sok-dryck/?searchquery=16394
McManis,Petite Sirah,Kalifornien,US,2017,Red wine,McManis Family Vineyards,750,109,145.33,0.092892039,13.5,6520,NA,9,9,5,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=6520
Castelmare,Valpolicella Ripasso,Venetien,Italy,2017,Red wine,Cantina Valpolicella Negrar,750,92,122.67,0.110051357,13.5,75630,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75630
Kleine Zalze,Vineyard Selection Shiraz Mourvèdre Viognier,Western Cape,South Africa,2017,Red wine,Kleine Zalze,375,49,130.67,0.110966557,14.5,2034,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=2034
Cameleon,Selection Cabernet Sauvignon,Cuyo,Argentina,2018,Red wine,Domaine Bousquet,750,79,105.33,0.128168613,13.5,6518,NA,8,8,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=6518
Tierra Salvaje,Chardonnay,Valle Central,Chile,2016,White wine,Bodegas y Viñedos Korta,750,109,145.33,0.092892039,13.5,6275,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=6275
Premier Cru Vaulignot,Vaulignot,Bourgogne,France,2014,White wine,Domaine Louis Moreau,750,239,318.67,0.039225531,12.5,86150,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=86150
Tokaji Furmint,Dry,Tokaj,Hungary,2016,White wine,Evinor Bt,750,89,118.67,0.113760849,13.5,6214,NA,9,9,0,0,8,https://www.systembolaget.se/sok-dryck/?searchquery=6214
Château de Parenchère,Blanc,Bordeaux,France,2018,White wine,Bordeauxslott,750,119,158.67,0.081931052,13,73048,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=73048
Moulin Touchais,NA,Loiredalen,France,1991,White wine,Touchais,750,319,425.33,0.031740061,13.5,75951,NA,8,8,0,0,7,https://www.systembolaget.se/sok-dryck/?searchquery=75951
Moulin Touchais,NA,Loiredalen,France,1992,White wine,Touchais,750,319,425.33,0.031740061,13.5,75034,NA,8,8,0,0,7,https://www.systembolaget.se/sok-dryck/?searchquery=75034
Moulin Touchais,NA,Loiredalen,France,1996,White wine,Touchais,750,319,425.33,0.031740061,13.5,73051,NA,8,8,0,0,7,https://www.systembolaget.se/sok-dryck/?searchquery=73051
Mauro,Chardonnay,Apulien,Italy,2017,White wine,Nordic Sea Winery,750,89,118.67,0.113760849,13.5,32008,NA,9,0,9,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=32008
Tahbilk,ESP Cabernet Sauvignon,Victoria,Australia,2004,Red wine,Tahbilk,750,439,585.33,0.024772351,14.5,74464,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74464
Chinon,Les Délices,Loiredalen,France,2012,Red wine,Baptiste Dutheil,750,149,198.67,0.065435144,13,73082,NA,8,7,7,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=73082
Raccolto,Nero d'Avola Cabernet Sauvignon Organic,Sicilien,Italy,2018,Red wine,Nordic Sea Winery,750,99,132,0.109848485,14.5,32452,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=32452
Ca' Maggiore,Langhe Rosso,Piemonte,Italy,2013,Red wine,Orlando Abrigo,750,118,157.33,0.085806903,13.5,73096,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=73096
Lirac,Les Chenaies,Rhonedalen,France,2018,Red wine,Ogier,750,119,158.67,0.091384635,14.5,2214,NA,8,7,7,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=2214
50°,Riesling Trocken,Rheingau,Germany,2017,White wine,G H von Mumm,750,97,129.33,0.092785897,12,5824,NA,6,10,0,0,2,https://www.systembolaget.se/sok-dryck/?searchquery=5824
Blason de Bourgogne Mâcon-Villages,Chardonnay,Bourgogne,France,2017,White wine,Vignerons des Grandes Vignes,750,99,132,0.09469697,12.5,2295,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=2295
Appasanto,Castillo de Anna,Valencia,Spain,2017,Red wine,Anecoop,3000,189,63,0.214285714,13.5,22297,NA,4,7,5,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=22297
Engel,Pinot Gris Reserve,Alsace,France,2016,White wine,Engel Fernand et Fils,750,149,198.67,0.06795188,13.5,86224,NA,7,6,0,0,3,https://www.systembolaget.se/sok-dryck/?searchquery=86224
Engel,Riesling Reserve,Alsace,France,2014,White wine,Engel Fernand et Fils,750,145,193.33,0.062070036,12,86226,NA,7,6,0,0,3,https://www.systembolaget.se/sok-dryck/?searchquery=86226
Engel,Pinot Blanc Reserve,Alsace,France,2015,White wine,Engel Fernand et Fils,750,135,180,0.069444444,12.5,86228,NA,7,6,0,0,3,https://www.systembolaget.se/sok-dryck/?searchquery=86228
Arinto,by Quinta de Chocapalha,Lisboa,Portugal,2016,White wine,Quinta de Chocapalha,750,119,158.67,0.078779858,12.5,73109,NA,6,10,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=73109
Alamos,Malbec,Cuyo,Argentina,2017,Red wine,Bodega Catena Zapata,750,99,132,0.098484848,13,6670,NA,8,8,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=6670
Barbaresco,Livio Pavese,Piemonte,Italy,2014,Red wine,Livio Pavese,750,179,238.67,0.058658399,14,5337,NA,8,8,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=5337
Tr3 Apor,Halvtorrt vitt vin,NA,Germany,2018,White wine,Enjoy Wine & Spirits,3000,169,56.33,0.150896503,8.5,5921,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=5921
Il Segreto,Sangiovese,Marche,Italy,2017,Red wine,Poggio Fiore,750,109,145.33,0.092892039,13.5,73684,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=73684
Barbaresco,Azienda Agricola Falleto,Piemonte,Italy,2014,Red wine,Azienda Agricola Falleto,750,1250,1666.67,0.008699983,14.5,90273,NA,8,8,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=90273
Gagliole,Biancolo,Toscana,Italy,2016,White wine,Gagliole,750,140,186.67,0.072320137,13.5,70346,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=70346
Rubiolo,Chianti Classico,Toscana,Italy,2015,Red wine,Gagliole,750,171,228,0.061403509,14,74623,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74623
Château La Serre,Grand Cru Classé,Bordeaux,France,2005,Red wine,Château La Serre,750,499,665.33,0.02104219,14,73449,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=73449
Château Corbin,Grand Cru,Bordeaux,France,2010,Red wine,Château Corbin,750,459,612,0.024509804,15,72046,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=72046
Rusel,Langhe Nebbiolo,Piemonte,Italy,2016,Red wine,AZIENDA AGRICOLA RUSEL DI MARCO ROSSELLI,750,159,212,0.066037736,14,72505,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=72505
Silwervis Chenin Blanc,Silwervis Chenin Blanc,Western Cape,South Africa,2016,White wine,Avant Garde Wines (pty) Ltd,750,311,414.67,0.032556008,13.5,73205,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=73205
Gran Bodega,Tempranillo,NA,Spain,2018,Red wine,Iconic Wines,1000,89,89,0.146067416,13,73201,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=73201
Vivaldi,Valpolicella ai Colli,Venetien,Italy,2018,Red wine,Vivaldi Wines,750,89,118.67,0.101120755,12,74871,NA,6,6,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=74871
Rainer Sauer,Riesling Trocken Grosse Lage Escherndorf Am Lumpen 1655,Franken,Germany,2015,White wine,Weingut Rainer Sauer,750,399,532,0.02537594,13.5,78850,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=78850
Il Roncal,Cabernet Franc,Friuli-Venezia-Giulia,Italy,2014,Red wine,Azienda Agricola IL Roncal,750,199,265.33,0.04899559,13,75335,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75335
Il Roncal,Ploe di Stelis,Friuli-Venezia-Giulia,Italy,2014,White wine,Azienda Agricola IL Roncal,750,199,265.33,0.04899559,13,72504,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=72504
Il Roncal,Sauvignon Blanc,Friuli-Venezia-Giulia,Italy,2015,White wine,Azienda Agricola IL Roncal,750,187,249.33,0.052139734,13,73688,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=73688
Il Roncal,Friulano,Friuli-Venezia-Giulia,Italy,2016,White wine,Azienda Agricola IL Roncal,750,187,249.33,0.052139734,13,70394,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=70394
Il Roncal,Pignolo,Friuli-Venezia-Giulia,Italy,2009,Red wine,Azienda Agricola IL Roncal,750,325,433.33,0.032307941,14,70300,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=70300
Il Roncal,Schioppettino,Friuli-Venezia-Giulia,Italy,2015,Red wine,Azienda Agricola IL Roncal,750,221,294.67,0.044117148,13,76099,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=76099
The Stump Jump,Grenache Shiraz Mourvèdre,South Australia,Australia,2014,Red wine,d'Arenberg,750,105,140,0.102142857,14.3,86252,NA,9,0,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=86252
Chablis,Domaine Nathalie & Gilles Fèvre,Bourgogne,France,2016,White wine,Domaine Nathalie & Gilles Fèvre,750,189,252,0.049603175,12.5,73121,NA,5,8,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=73121
Erath,Pinot Noir,Oregon,US,2016,Red wine,Erath Vineyards,750,199,265.33,0.050880036,13.5,3992,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=3992
Plan B!,Shiraz,Western Australia,Australia,2017,Red wine,Plan B Wines,750,109,145.33,0.099772931,14.5,4501,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=4501
Navarro Correas,Reserve Malbec,Cuyo,Argentina,2017,Red wine,Navarro Correas,750,99,132,0.102272727,13.5,2170,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=2170
Navarro Correas,Reserve Malbec,Cuyo,Argentina,2017,Red wine,Navarro Correas,375,59,157.33,0.085806903,13.5,2170,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=2170
1865 Pinot Noir,Viña San Pedro,Coquimbo,Chile,2016,Red wine,Viña San Pedro,750,149,198.67,0.06795188,13.5,2103,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=2103
Spottswoode,Cabernet Sauvignon,Kalifornien,US,2014,Red wine,Spottswoode,750,1499,1998.67,0.007004658,14,73716,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=73716
Küdaw Nativo,Cinsault,Région del Sur,Chile,2016,Red wine,Vintae,750,129,172,0.084302326,14.5,5380,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=5380
Il Roncal,Civon,Friuli-Venezia-Giulia,Italy,2009,Red wine,Azienda Agricola IL Roncal,750,250,333.33,0.040500405,13.5,79796,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=79796
Il Roncal,Refosco dal Peduncolo Rosso,Friuli-Venezia-Giulia,Italy,2014,Red wine,Azienda Agricola IL Roncal,750,206,274.67,0.047329523,13,73944,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=73944
Il Roncal,Merlot,Friuli-Venezia-Giulia,Italy,2013,Red wine,Azienda Agricola IL Roncal,750,197,262.67,0.051395287,13.5,74718,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74718
Burckel-Jung,Riesling Nature,Alsace,France,2015,White wine,Domaine Burckel-Jung,750,239,318.67,0.03765651,12,79334,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=79334
Zik Zak,Douro White,Douro,Portugal,2017,White wine,Lavradores de Feitora,750,119,158.67,0.078779858,12.5,76938,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=76938
Zik Zak,Douro Red,Douro,Portugal,2014,Red wine,Lavradores de Feitora,750,149,198.67,0.070468616,14,78486,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=78486
Antico Monastero,Rosso,Piemonte,Italy,2016,Red wine,Agricola Bosio srl,750,149,198.67,0.065435144,13,73724,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=73724
Montes Alpha,Cabernet Sauvignon,Valle Central,Chile,2015,Red wine,Montes,750,149,198.67,0.072985353,14.5,78686,NA,7,0,5,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=78686
Quinta do Ameal,Escolha,Vinho Verde,Portugal,2015,White wine,Quinta do Ameal,750,229,305.33,0.037664167,11.5,78260,NA,6,7,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=78260
Otello,Nero di Lambrusco,Emilia-Romagna,Italy,NA,Red wine,Cantine CECI S.P.A,750,189,252,0.043650794,11,71461,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=71461
Pago Casa Gran,Falcata White,Valencia,Spain,2018,White wine,Pago Casa Gran,750,139,185.33,0.064749366,12,74500,NA,9,6,5,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=74500
Pago Casa Gran,Falcata Red,Valencia,Spain,2017,Red wine,Pago Casa Gran,750,139,185.33,0.075540927,14,79122,NA,9,6,5,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=79122
Dão,Rótulo,Dão,Portugal,2015,Red wine,Niepoort Vinhos,750,135,180,0.069444444,12.5,73529,NA,8,8,7,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=73529
Beaune du Château Blanc,Premier Cru,Bourgogne,France,2016,White wine,Bouchard Père & Fils,750,379,505.33,0.026715216,13.5,86272,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=86272
Biferno Rosso Riserva,Zengarello,Molise,Italy,2011,Red wine,Zengarello,750,129,172,0.081395349,14,75840,NA,10,9,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=75840
Mulderbosch,Faithful Hound,Western Cape,South Africa,2015,Red wine,Mulderbosch Vineyards,750,159,212,0.068396226,14.5,73031,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=73031
Poeira,NA,Douro,Portugal,2014,Red wine,Quinta do Poeira,750,349,465.33,0.029011669,13.5,75903,NA,9,7,9,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=75903
Mulderbosch,Sauvignon Blanc,Western Cape,South Africa,2017,White wine,Mulderbosch Vineyards,750,119,158.67,0.085082246,13.5,75391,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75391
FALUN,Mauro Marengo,NA,Italy,NA,Red wine,Mauro Marengo,750,99,132,0.098484848,13,78946,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=78946
Barbera d'Alba,Mauro Marengo,Piemonte,Italy,2015,Red wine,Mauro Marengo,750,181,241.33,0.062155555,15,76840,NA,7,8,4,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=76840
Barolo,Mauro Marengo,Piemonte,Italy,2013,Red wine,Mauro Marengo,750,334,445.33,0.030314598,13.5,78784,NA,9,8,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=78784
Kékfrankos,Újra Együtt,North Transdanubia,Hungary,2016,Red wine,Pfneiszl Hungarian Vineyards,750,159,212,0.061320755,13,74969,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74969
Kékfrankos,Premium Selection,North Transdanubia,Hungary,2015,Red wine,Pfneiszl Hungarian Vineyards,750,219,292,0.047945205,14,79682,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=79682
Game of Thrones,Paso Robles Red Blend,Kalifornien,US,2016,Red wine,Vintage Wine Estates,750,179,238.67,0.058658399,14,74934,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=74934
Game of Thrones,Chardonnay,Kalifornien,US,2016,White wine,Vintage Wine Estates,750,179,238.67,0.058658399,14,70690,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=70690
Domaine Lalande Réserve,Merlot,Languedoc-Roussillon,France,2017,Red wine,Domaine Lalande,750,79,105.33,0.118674642,12.5,22299,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=22299
Graffigna Centenario,Pinot Grigio,Cuyo,Argentina,2017,White wine,Santiago Graffigna,750,89,118.67,0.109547485,13,73140,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=73140
Graffigna Centenario,Malbec Reserve,Cuyo,Argentina,2016,Red wine,Santiago Graffigna,750,89,118.67,0.109547485,13,73141,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=73141
Le Busche,Umani Ronchi,Marche,Italy,2015,White wine,Umani Ronchi,750,195,260,0.053846154,14,73146,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=73146
Allesverloren,Shiraz,Western Cape,South Africa,2017,Red wine,Allesverloren Wine Estate,375,70,186.67,0.074998661,14,29002,NA,6,8,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=29002
Domaine Duseigneur Côtes-du-Rhône-Villages Odyssée,NA,Rhonedalen,France,2016,Red wine,Domaine Duseigneur,750,135,180,0.080555556,14.5,73162,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=73162
Domaine Duseigneur,Antarès,Rhonedalen,France,2013,Red wine,Domaine Duseigneur,750,189,252,0.05952381,15,73163,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=73163
Ruffino,Vinsanto Serelle,Toscana,Italy,2013,White wine,Ruffino,375,159,424,0.036556604,15.5,8119,NA,6,7,6,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=8119
Nivole,NA,Piemonte,Italy,2018,White wine,Michele Chiarlo,375,82,218.67,0.022865505,5,7787,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=7787
Piccini,Chianti,Toscana,Italy,2016,Red wine,Gestioni Piccini,750,89,118.67,0.109547485,13,22467,NA,7,7,6,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=22467
Abadia de San Campio,Albariño,Galicien,Spain,2016,White wine,Terras Gauda,750,159,212,0.058962264,12.5,75386,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75386
McPherson,Shiraz,South Eastern Australia,Australia,2016,Red wine,McPherson Wines,750,99,132,0.109848485,14.5,16476,NA,8,0,7,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=16476
Domaine Ostertag,Riesling Vignobles d'E,Alsace,France,2014,White wine,Domaine Ostertag,750,189,252,0.049603175,12.5,73188,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=73188
Isole e Olena,Chianti Classico,Toscana,Italy,2014,Red wine,Isole e Olena,750,219,292,0.047945205,14,73190,NA,7,6,6,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=73190
CHILL OUT,Shiraz Rosé California,Kalifornien,US,2017,Rosé wine,Altia,3000,219,73,0.164383562,12,3105,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=3105
Maculan Palazzotto,Cabernet Sauvignon,Venetien,Italy,2014,Red wine,Maculan,750,329,438.67,0.031914651,14,73234,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=73234
Jacob's Creek,Johann Shiraz Cabernet,South Australia,Australia,2010,Red wine,Orlando,750,459,612,0.022875817,14,73239,NA,8,8,7,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=73239
Rive,Barbera,Piemonte,Italy,2015,Red wine,Araldica Vini Piemontesi,750,129,172,0.084302326,14.5,73240,NA,8,6,6,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=73240
Langhe,Rosso,Piemonte,Italy,2016,Red wine,G.D. Vajra,750,119,158.67,0.085082246,13.5,73279,NA,8,7,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=73279
Petit Chablis Domaine Sainte Claire,J M Brocard,Bourgogne,France,2018,White wine,J M Brocard,375,89,237.33,0.050562508,12,5588,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=5588
Zenato,Merlot,Venetien,Italy,2015,Red wine,Zenato,750,149,198.67,0.06795188,13.5,32224,NA,10,7,6,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=32224
Mille e una Notte,NA,Sicilien,Italy,2015,Red wine,Donnafugata,750,669,892,0.015134529,13.5,86792,NA,10,4,9,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=86792
Rioja Bordón,Gran Reserva,Rioja,Spain,2007,Red wine,Bodegas Franco-Españolas,750,179,238.67,0.058658399,14,86815,NA,7,6,6,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=86815
Kloster Eberbach,Riesling Kabinett,Rheingau,Germany,2017,White wine,Kloster Eberbach,750,109,145.33,0.051606688,7.5,5810,NA,6,7,0,0,7,https://www.systembolaget.se/sok-dryck/?searchquery=5810
Castello di Fonterutoli,NA,Toscana,Italy,2015,Red wine,Marchesi Mazzei,375,169,450.67,0.031064859,14,32130,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=32130
Les Granits Blanc,M.Chapoutier,Rhonedalen,France,2014,White wine,M.Chapoutier,750,549,732,0.018442623,13.5,90414,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=90414
Tommolo Organic,Montepulciano,Abruzzerna,Italy,2016,Red wine,Chiusa Grande,750,89,118.67,0.109547485,13,79167,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=79167
Tommolo Organic,Chardonnay,Abruzzerna,Italy,2016,White wine,Chiusa Grande,750,79,105.33,0.118674642,12.5,76937,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=76937
Ben Ryé,Passito di Pantelleria,Sicilien,Italy,2014,White wine,Donnafugata,375,349,930.67,0.015580173,14.5,86883,NA,10,8,0,0,11,https://www.systembolaget.se/sok-dryck/?searchquery=86883
Bourgogne Blanc,Terroir Noble,Bourgogne,France,2015,White wine,Vincent Girardin,750,199,265.33,0.04899559,13,86890,NA,7,7,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=86890
Sancerre,Domaine de la Villaudière,Loiredalen,France,2018,White wine,J M Reverdy,750,179,238.67,0.054468513,13,5338,NA,7,9,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=5338
