name_1,name_2,region,country,year,type,producer,volume,price_sek,price_pr_litre_sek,apk,alcohol,product_num,score,taste_body,taste_freshness,taste_tanins,taste_bitternes,taste_sweetnes,url
Kuentz-Bas,Riesling Collection,Alsace,France,2014,White wine,Kuentz-Bas,750,169,225.33,0.057693161,13,85388,NA,10,9,0,0,2,https://www.systembolaget.se/sok-dryck/?searchquery=85388
Domaines des Granges de Mirabel,NA,Rhonedalen,France,2012,White wine,Chapoutier,750,159,212,0.068396226,14.5,75150,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75150
Pouilly Fumé,Grande Cuvée Fournier,Loiredalen,France,2014,White wine,Fournier Père & Fils,750,275,366.67,0.034090599,12.5,75155,NA,8,8,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=75155
Fort Ross,Chardonnay,Kalifornien,US,2006,White wine,Fort Ross Vineyards,750,202,269.33,0.051980841,14,75200,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75200
Robertson,Chardonnay,Western Cape,South Africa,2018,White wine,Robertson Winery,3000,199,66.33,0.195989748,13,12094,NA,7,9,0,0,2,https://www.systembolaget.se/sok-dryck/?searchquery=12094
Famille Perrin,Les Sinards Châteauneuf-du-Pape,Rhonedalen,France,2017,Red wine,Famille Perrin,750,299,398.67,0.036370933,14.5,75207,NA,7,3,4,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=75207
Casas Patronales,Chardonnay Sauvignon Blanc,Valle Central,Chile,2017,White wine,Casas Patronales,3000,199,66.33,0.188451681,12.5,6895,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=6895
Casas Patronales,Rosé Cabernet Sauvignon Merlot,Valle Central,Chile,2018,Rosé wine,Casas Patronales,3000,195,65,0.2,13,6896,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=6896
Two Tracks,Sauvignon Blanc,Marlborough,New Zealand,2018,White wine,Wither Hills Wines,1500,195,130,0.1,13,6192,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=6192
JP Chenet,Colombard Sauvignon Blanc,NA,France,2017,White wine,Les Grands Chais de France,750,69,92,0.119565217,11,12103,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=12103
Delas Les Launes,Crozes-Hermitage,Rhonedalen,France,2017,Red wine,Delas,750,169,225.33,0.057693161,13,2800,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=2800
Castillo de Molina,Reserva Chardonnay,Valle Central,Chile,2013,White wine,Viña San Pedro,750,97,129.33,0.108250213,14,85437,NA,8,0,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=85437
Tapiz,Reserve Malbec,Cuyo,Argentina,2013,Red wine,Fincas Patagónicas,750,149,198.67,0.072985353,14.5,6591,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=6591
Santa Inés,Organic Cabernet Malbec Carmenère,Valle Central,Chile,2016,Red wine,De Martino,1500,159,106,0.122641509,13,6620,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=6620
Bellingham,The Old Orchards Chenin Blanc,Western Cape,South Africa,2015,White wine,Douglas Green Bellingham,750,119,158.67,0.08823344,14,2051,NA,8,7,7,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=2051
Robertson,SMV,Western Cape,South Africa,2014,Red wine,Robertson Winery,750,49,65.33,0.214296648,14,2062,NA,7,9,0,0,2,https://www.systembolaget.se/sok-dryck/?searchquery=2062
Robertson,SMV,Western Cape,South Africa,2016,Red wine,Robertson Winery,375,39,104,0.134615385,14,2062,NA,7,9,0,0,2,https://www.systembolaget.se/sok-dryck/?searchquery=2062
Kesseler,The Daily August,Rheingau,Germany,2016,White wine,August Kesseler,750,149,198.67,0.060401671,12,79037,NA,7,8,3,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=79037
L´Hospitalet de Gazin,NA,Bordeaux,France,2009,Red wine,Château Gazin,750,649,865.33,0.016756613,14.5,78471,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=78471
Saint Veran,Les Condemines,Bourgogne,France,2017,White wine,Domaine Trouillet,750,179,238.67,0.056563456,13.5,78848,NA,6,6,0,0,2,https://www.systembolaget.se/sok-dryck/?searchquery=78848
Pouilly Fuissé,Aux Chailloux,Bourgogne,France,2015,White wine,Domaine Trouillet,750,285,380,0.035526316,13.5,75705,NA,5,10,0,0,2,https://www.systembolaget.se/sok-dryck/?searchquery=75705
Rioja Bikaña,NA,Rioja,Spain,2013,Red wine,La Rioja Alta,750,99,132,0.102272727,13.5,70877,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=70877
Redoma,Tinto,Douro,Portugal,2015,Red wine,Niepoort Vinhos,750,329,438.67,0.027355415,12,79735,NA,11,0,9,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=79735
Niepoort,Vertente,Douro,Portugal,2016,Red wine,Niepoort Vinhos,750,195,260,0.048076923,12.5,78734,NA,8,8,7,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=78734
Hamilton Russell Vineyards,Chardonnay,Western Cape,South Africa,2015,White wine,Hamilton Russell Vineyards,750,377,502.67,0.026856586,13.5,75274,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75274
Reichsgraf von Kesselstatt,Riesling Trocken,Mosel,Germany,2017,White wine,Reichsgraf von Kesselstatt,750,149,198.67,0.060401671,12,75282,NA,6,6,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=75282
Il Nero di Casanova,Terre di Pisa Sangiovese,Toscana,Italy,2015,Red wine,La Spinetta,750,199,265.33,0.050880036,13.5,75299,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75299
Columbia Crest,Grand Estates Merlot,Washington State,US,2015,Red wine,Columbia Crest Winery,750,149,198.67,0.06795188,13.5,75306,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75306
Royal Tokaji,Late Harvest,Tokaj,Hungary,2014,White wine,Royal Tokaji Wine Company,500,159,318,0.029874214,9.5,75309,NA,10,6,0,0,10,https://www.systembolaget.se/sok-dryck/?searchquery=75309
Terra Sana,Sauvignon Blanc,NA,France,2016,White wine,François Lurton,750,115,153.33,0.081523511,12.5,75323,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75323
Terra Sana,Syrah,Languedoc-Roussillon,France,2016,Red wine,François Lurton,750,115,153.33,0.084784452,13,75324,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75324
Calcari,NA,Katalonien,Spain,2017,White wine,Parés Baltà,750,149,198.67,0.062918407,12.5,75348,NA,8,8,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=75348
Allegrini,Valpolicella Superiore,Venetien,Italy,2016,Red wine,Allegrini,750,119,158.67,0.085082246,13.5,6010,NA,8,7,7,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=6010
Cape Heights,Cabernet Merlot Shiraz,Western Cape,South Africa,2016,Red wine,Boutinot South Africa,1000,69,69,0.210144928,14.5,5333,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=5333
Menetou-Salon,Les Thureaux,Loiredalen,France,2017,White wine,Joseph Mellot,750,129,172,0.075581395,13,5334,NA,3,8,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=5334
Robert Mondavi,Fumé Blanc,Kalifornien,US,2014,White wine,Robert Mondavi,750,259,345.33,0.039093041,13.5,75369,NA,7,6,6,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=75369
CHILL OUT,Cabernet Sauvignon Australia,South Eastern Australia,Australia,2018,Red wine,Altia,3000,219,73,0.184931507,13.5,6873,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=6873
Il Bacialé,NA,Piemonte,Italy,2014,Red wine,Braida,750,199,265.33,0.04899559,13,85476,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=85476
Petit Guiraud,NA,Bordeaux,France,2013,White wine,Château Guiraud,375,209,557.33,0.023325498,13,4131,NA,9,6,0,0,8,https://www.systembolaget.se/sok-dryck/?searchquery=4131
Cape Heights,Chenin Blanc Chardonnay,Western Cape,South Africa,2017,White wine,Boutinot South Africa,1000,67,67,0.186567164,12.5,2021,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=2021
Beronia,Ecologico,Rioja,Spain,2017,Red wine,Bodegas Beronia,750,95,126.67,0.106576143,13.5,12126,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=12126
Vedré,NA,Murcia,Spain,2012,Red wine,Bodegas Carchelo,750,119,158.67,0.08823344,14,2126,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=2126
Ca' Rugate,L'Eremita,Venetien,Italy,2015,Red wine,Ca'Rugate,500,359,718,0.018802228,13.5,77047,NA,6,7,0,0,2,https://www.systembolaget.se/sok-dryck/?searchquery=77047
Cigarra,Shiraz Tinta Barroca,Lisboa,Portugal,2016,Red wine,Casa Santos Lima,750,69,92,0.141304348,13,2565,NA,7,9,6,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=2565
Bellavista,Alma Terra Curtefranca,Lombardiet,Italy,2014,White wine,Bellavista,750,269,358.67,0.034850977,12.5,75389,NA,8,7,0,0,2,https://www.systembolaget.se/sok-dryck/?searchquery=75389
Saint Clair,Vicar's Choice Sauvignon Blanc,Marlborough,New Zealand,2018,White wine,Saint Clair Family Estate,375,59,157.33,0.082628869,13,12000,NA,4,10,0,0,2,https://www.systembolaget.se/sok-dryck/?searchquery=12000
Leth,Duett Riesling Grüner Veltliner Trocken,Niederösterreich,Austria,2017,White wine,Weingut Leth,750,89,118.67,0.10533412,12.5,4587,NA,6,8,5,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=4587
Ecologica Berlina,NA,Rhein,Germany,2017,White wine,Ruppertsberger Weinkeller Hoheburg eG,750,69,92,0.092391304,8.5,6266,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=6266
Ecologica,Cabernet Sauvignon Shiraz,Valle Central,Chile,2017,Red wine,Ecologica - The Organic Wine Company,750,75,100,0.14,14,26554,NA,7,7,7,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=26554
Xavier,Châteauneuf-du-Pape,Rhonedalen,France,2015,Red wine,Xavier Vins,750,269,358.67,0.040427134,14.5,6267,NA,8,7,0,0,3,https://www.systembolaget.se/sok-dryck/?searchquery=6267
Belisario,Verdicchio di Matelica,Marche,Italy,2014,White wine,Cantina Sociale Belisario,750,200,266.67,0.046874414,12.5,75428,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75428
Cambrugiano,Riserva,Marche,Italy,2012,White wine,Cantina Sociale Belisario,750,274,365.33,0.036952892,13.5,75433,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75433
Les Remparts des Ceps Dorés,Rosé,Rhonedalen,France,2017,Rosé wine,Les Vignerons de Roaix Seguret,375,59,157.33,0.085806903,13.5,2239,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=2239
Les Remparts des Ceps Dorés,Rouge,Rhonedalen,France,2016,Red wine,Les Vignerons de Roaix Seguret,375,59,157.33,0.09216297,14.5,2825,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=2825
Musella,Amarone della Valpolicella Riserva,Venetien,Italy,2011,Red wine,Musella,750,499,665.33,0.024048217,16,75441,NA,5,7,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=75441
Jean León,Le Havre Cabernet Sauvignon,Katalonien,Spain,2007,Red wine,Jean Leon,750,229,305.33,0.044214456,13.5,85653,NA,9,3,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=85653
Viña Maipo,Cabernet Sauvignon,Valle Central,Chile,2018,Red wine,Viña Maipo SpA,375,38,101.33,0.123359321,12.5,16510,NA,6,8,0,0,2,https://www.systembolaget.se/sok-dryck/?searchquery=16510
Viña Maipo,Chardonnay,Valle Central,Chile,2018,White wine,Viña Maipo SpA,375,38,101.33,0.128293694,13,6671,NA,6,8,0,0,2,https://www.systembolaget.se/sok-dryck/?searchquery=6671
Binz & Bratt,Riesling Gewurztraminer,Rheinhessen,Germany,2016,White wine,Wineconsale,750,119,158.67,0.075628663,12,75474,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75474
Binz & Bratt,Pinot Noir Cabernet Sauvignon,Pfalz,Germany,2014,Red wine,Wineconsale,750,129,172,0.075581395,13,75475,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75475
Jacob's Creek,Merlot,South Eastern Australia,Australia,2017,Red wine,Orlando,750,80,106.67,0.130308428,13.9,85672,NA,8,8,7,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=85672
Estola,Reserva,Kastilien-La Mancha,Spain,2012,Red wine,Bodegas Ayuso,750,79,105.33,0.128168613,13.5,6619,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=6619
Libera,Barbera d'Asti,Piemonte,Italy,2015,Red wine,Bava,750,169,225.33,0.059912129,13.5,75574,NA,8,8,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=75574
Barricadiero,Rosso,Marche,Italy,2012,Red wine,Aurora,750,296,394.67,0.034205792,13.5,75580,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75580
Saronsberg,Shiraz,Western Cape,South Africa,2013,Red wine,Saronsberg,750,299,398.67,0.036370933,14.5,75584,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75584
Provenance,Seismic,Western Cape,South Africa,2015,Red wine,Saronsberg,750,149,198.67,0.072985353,14.5,75589,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75589
Sankt Anna,Riesling,Pfalz,Germany,2018,White wine,Weingut Sankt Annaberg,750,87,116,0.099137931,11.5,2120,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=2120
Sankt Anna,Riesling,Pfalz,Germany,2018,White wine,Weingut Sankt Annaberg,375,49,130.67,0.080355093,10.5,2120,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=2120
Pasqua,Chardonnay Grillo,Sicilien,Italy,2017,White wine,Pasqua,750,85,113.33,0.114709256,13,12438,NA,7,6,5,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=12438
Morrodoro,Vino Cotto,NA,Italy,NA,Red wine,Fattoria Giuseppe Savini,500,239,478,0.029288703,14,75648,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75648
Åkesson,Terra dell'Oro Rosso,NA,Italy,NA,Red wine,Åkesson Vin,250,25,100,0.13,13,22653,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=22653
Åkesson,Terra dell'Oro Bianco,NA,Italy,NA,White wine,Åkesson Vin,250,25,100,0.125,12.5,22654,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=22654
Lindemans,Chardonnay,South Eastern Australia,Australia,2018,White wine,Lindemans,3000,239,79.67,0.169448977,13.5,16457,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=16457
Masi Grandarella,Appassimento,Tre Venezie,Italy,2011,Red wine,Masi,750,209,278.67,0.05203287,14.5,32444,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=32444
Savini,Riserva,Abruzzerna,Italy,2007,Red wine,Fattoria Giuseppe Savini,3000,597,199,0.067839196,13.5,75641,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75641
Barbera d'Alba,Mervisano,Piemonte,Italy,2011,Red wine,Orlando Abrigo,750,251,334.67,0.041832253,14,85733,NA,7,8,4,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=85733
Santa Ana,El Clasico Shiraz Malbec,Cuyo,Argentina,2016,Red wine,Bodegas Santa Ana,750,64,85.33,0.140630493,12,75713,NA,7,0,6,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=75713
Olmaia,Cabernet,Toscana,Italy,2013,Red wine,Col d'Orcia,750,476,634.67,0.022846519,14.5,85749,NA,9,9,9,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=85749
Moselland,Riesling Spätlese,Mosel,Germany,2016,White wine,Moselland,750,69,92,0.092391304,8.5,6657,NA,4,8,0,0,4,https://www.systembolaget.se/sok-dryck/?searchquery=6657
Santa Ana Classic,El Clasico Chardonnay Chenin Blanc,Cuyo,Argentina,2016,White wine,Bodegas Santa Ana,750,64,85.33,0.140630493,12,75717,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75717
Delas La Pastourelle,Muscat de Beaumes de Venise,Rhonedalen,France,2015,White wine,Delas,375,89,237.33,0.063203135,15,75719,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75719
Delas Viognier,Vin de Pays D'oc,Languedoc-Roussillon,France,2016,White wine,Delas,750,99,132,0.098484848,13,75720,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75720
Trimbach,Gewurztraminer Vendange Tardive,Alsace,France,2014,White wine,Trimbach,375,245,653.33,0.020663371,13.5,75724,NA,8,9,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=75724
Le Coq Rouge,NA,Languedoc-Roussillon,France,2010,Red wine,Sacha Lichine et Associés,750,129,172,0.075581395,13,85777,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=85777
La Poule Blanche,NA,Languedoc-Roussillon,France,2010,White wine,Sacha Lichine et Associés,750,129,172,0.075581395,13,85785,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=85785
Le Volte,dell'Ornellaia,Toscana,Italy,2016,Red wine,Ornellaia,1500,449,299.33,0.045100725,13.5,75751,NA,7,7,6,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=75751
Lindemans,Shiraz Cabernet,South Eastern Australia,Australia,2017,Red wine,Lindemans,3000,239,79.67,0.169448977,13.5,16460,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=16460
Montecillo,Crianza,Rioja,Spain,2011,Red wine,Bodegas Montecillo,1500,229,152.67,0.088426017,13.5,75775,NA,7,8,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=75775
Giné Giné,NA,Katalonien,Spain,2016,Red wine,Buil & Giné,750,179,238.67,0.062848284,15,75781,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75781
Laurent Miquel,Syrah Grenache,Languedoc-Roussillon,France,2017,Red wine,Laurent Miquel,750,105,140,0.1,14,75789,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75789
Chablis 1er Cru Montmains,J M Brocard,Bourgogne,France,2017,White wine,J M Brocard,750,279,372,0.034946237,13,75790,NA,8,9,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=75790
Bronzone Belguardo,NA,Toscana,Italy,2015,Red wine,Marchesi Mazzei,750,185,246.67,0.05472899,13.5,75791,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75791
Ken Creek,NA,NA,Australia,NA,Red wine,Arcus Sweden AB,750,99,132,0.090909091,12,6351,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=6351
Tommasi Poggio al Tufo,Vermentino,Toscana,Italy,2015,White wine,Tommasi Viticoltori,750,179,238.67,0.05237357,12.5,75793,NA,9,7,5,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=75793
Periquita,NA,Península de Setúbal,Portugal,2013,Red wine,José Maria da Fonseca,9000,2219,246.56,0.052725503,13,85923,NA,7,7,7,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=85923
Château Bonnet,Réserve,Bordeaux,France,2014,Red wine,Bordeauxslott,750,125,166.67,0.07799844,13,85925,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=85925
Montesodi,Del Castello Di Nipozzano,Toscana,Italy,2015,Red wine,Marchesi Frescobaldi,750,369,492,0.027439024,13.5,72989,NA,10,10,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=72989
Castelgiocondo,Brunello di Montalcino,Toscana,Italy,2012,Red wine,Marchesi Frescobaldi,750,399,532,0.027255639,14.5,79595,NA,9,3,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=79595
La Voile,by Roubine,Provence,France,2017,Rosé wine,Ch. Roubine,750,99,132,0.098484848,13,79963,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=79963
La Vie en Rose,NA,Provence,France,2017,Rosé wine,Ch. Roubine,1500,259,172.67,0.075288122,13,75731,NA,7,7,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=75731
Rainbow's End,Shiraz,Western Cape,South Africa,2015,Red wine,Rainbow's End,750,172,229.33,0.063227663,14.5,76762,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=76762
Mystical Corner,NA,Western Cape,South Africa,2016,Red wine,Rainbow's End,750,119,158.67,0.08823344,14,70735,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=70735
Rainbow's End,Cabarnet Franc,Western Cape,South Africa,2016,Red wine,Rainbow's End,750,175,233.33,0.060000857,14,79743,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=79743
Fox Creek,Red Baron Shiraz,South Australia,Australia,2017,Red wine,Fox Creek Wines,750,120,160,0.090625,14.5,2194,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=2194
Sancerre,Les Baronnes Rouge,Loiredalen,France,2015,Red wine,Henri Bourgeois,750,209,278.67,0.04665016,13,75842,NA,7,9,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=75842
Gustave Lorentz,Riesling Réserve,Alsace,France,2018,White wine,Gustave Lorentz,750,99,132,0.09469697,12.5,22257,NA,7,9,0,0,2,https://www.systembolaget.se/sok-dryck/?searchquery=22257
Gnarly Head,Chardonnay,Kalifornien,US,2016,White wine,Gnarly Head Wines,750,119,158.67,0.085082246,13.5,75850,NA,9,7,6,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=75850
Tommasi Poggio al Tufo,Alicante,Toscana,Italy,2015,Red wine,Tommasi Viticoltori,750,189,252,0.051587302,13,75851,NA,9,7,5,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=75851
Pouilly Fuissé,NA,Bourgogne,France,2014,White wine,Louis Jadot,750,259,345.33,0.037645151,13,75860,NA,5,10,0,0,2,https://www.systembolaget.se/sok-dryck/?searchquery=75860
La Motte,Sauvignon Blanc,Western Cape,South Africa,2018,White wine,La Motte Estate,750,120,160,0.08125,13,75882,NA,7,8,0,0,2,https://www.systembolaget.se/sok-dryck/?searchquery=75882
Parducci,Chardonnay,Kalifornien,US,2016,White wine,Parducci,750,149,198.67,0.06795188,13.5,75884,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75884
Parducci,Pinot Noir,Kalifornien,US,2015,Red wine,Parducci,750,159,212,0.063679245,13.5,75885,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75885
Paul Dolan,Chardonnay,Kalifornien,US,2015,White wine,Paul Dolan Vineyards,750,179,238.67,0.060753341,14.5,75886,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75886
Noi,NA,Emilia-Romagna,Italy,2015,Red wine,San Patrignano,750,185,246.67,0.058782989,14.5,75887,NA,10,7,7,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=75887
Paul Dolan,Zinfandel,Kalifornien,US,2015,Red wine,Paul Dolan Vineyards,750,209,278.67,0.053827107,15,75888,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75888
Torres Manso de Velasco,Viejas Viñas,Valle Central,Chile,2013,Red wine,Miguel Torres,750,319,425.33,0.031740061,13.5,85967,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=85967
Vida Orgánica,Chardonnay,Cuyo,Argentina,2015,White wine,Familia Zuccardi,750,99,132,0.098484848,13,75900,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75900
Vie,NA,Emilia-Romagna,Italy,2016,White wine,San Patrignano,750,170,226.67,0.057352098,13,75904,NA,6,7,7,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=75904
Musar Jeune,NA,Bekaa,Lebanon,2016,Red wine,Chateau Musar,750,159,212,0.066037736,14,75905,NA,7,7,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=75905
Musar Jeune,White,Bekaa,Lebanon,2017,White wine,Chateau Musar,750,159,212,0.058962264,12.5,75906,NA,7,7,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=75906
JP Chenet,Colombard Sauvignon blanc,NA,France,2017,White wine,Les Grands Chais de France,250,30,120,0.095833333,11.5,12103,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=12103
Jean León,Vinya Gigi Chardonnay,Katalonien,Spain,2013,White wine,Jean Leon,750,209,278.67,0.048444397,13.5,86023,NA,9,3,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=86023
Rocca di Montemassi,Sassabruna,Toscana,Italy,2016,Red wine,Rocca di Montemassi,750,154,205.33,0.068182925,14,75954,NA,7,0,4,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=75954
Cline,Zinfandel,Kalifornien,US,2016,Red wine,Cline Cellars,750,99,132,0.106060606,14,22283,NA,7,7,6,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=22283
Campolieti,Ripasso,Venetien,Italy,2015,Red wine,Luigi Righetti,750,115,153.33,0.088045392,13.5,6792,NA,8,8,8,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=6792
Camlet,Frizzante,Emilia-Romagna,Italy,NA,White wine,Valle delle Lepri,750,106,141.33,0.081369844,11.5,75537,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75537
Carravalseca,Reserva,Rioja,Spain,2009,Red wine,Bodegas Primicia,750,414,552,0.026268116,14.5,75807,NA,NA,NA,NA,NA,NA,https://www.systembolaget.se/sok-dryck/?searchquery=75807
Castello del Poggio,Barbera d'Asti,Piemonte,Italy,2016,Red wine,Castello del Poggio,750,117,156,0.08974359,14,73004,NA,7,0,5,0,0,https://www.systembolaget.se/sok-dryck/?searchquery=73004
Moscato d'Asti,Tenuta del Fant,Piemonte,Italy,2018,White wine,Tenuta il Falchetto,375,89,237.33,0.023174483,5.5,86036,NA,3,7,0,0,7,https://www.systembolaget.se/sok-dryck/?searchquery=86036
Guru,NA,Douro,Portugal,2016,White wine,Wine & Soul,750,295,393.33,0.03177993,12.5,73013,NA,6,8,0,0,1,https://www.systembolaget.se/sok-dryck/?searchquery=73013
