nr;Artikelid;Varnummer;Namn;Namn2;Prisinklmoms;Pant;Volymiml;PrisPerLiter;Saljstart;Utgått;Varugrupp;Typ;Stil;Forpackning;Forslutning;Ursprung;Ursprunglandnamn;Producent;Leverantor;Argang;Provadargang;Alkoholhalt;Sortiment;SortimentText;Ekologisk;Etiskt;EtisktEtikett;Koscher;RavarorBeskrivning
8239801;20128852;82398;Croftengea;Cask No HL15540;1049.00;;700.00;1498.57;2019-02-04;0;Whisky;Maltwhisky;;Flaska;;Skottland;Storbritannien;Edition Spirits;Clydesdale AB;2006;;53.90%;BS;Övrigt sortiment;0;0;;0;
8238601;20128853;82386;John McCrae;Cask No HL15542 23 Years;1369.00;;700.00;1955.71;2019-02-04;0;Whisky;Maltwhisky;;Flaska;;Skottland;Storbritannien;Edition Spirits;Clydesdale AB;1995;;42.30%;BS;Övrigt sortiment;0;0;;0;
8286201;20128854;82862;Macduff;Cask No HL15606 21 Years;1378.00;;700.00;1968.57;2019-02-04;0;Whisky;Maltwhisky;;Flaska;;Skottland;Storbritannien;Edition Spirits;Clydesdale AB;1997;;51.50%;BS;Övrigt sortiment;0;0;;0;
8299601;20128855;82996;Speyburn;Sherry Cask No HL15539 12 Years;1028.00;;700.00;1468.57;2019-02-04;0;Whisky;Maltwhisky;;Flaska;;Skottland;Storbritannien;Edition Spirits;Clydesdale AB;2006;;56.30%;BS;Övrigt sortiment;0;0;;0;
7651208;20128857;76512;Il Barone;Ecologico;169.00;;3000.00;56.33;2019-01-29;0;Vitt vin;;;Box;Tappkran vinge;;Spanien;ViniMundi;The Wine Team Global AB;2018;;12.00%;BS;Övrigt sortiment;1;0;;0;
8055901;20128858;80559;Dailuaine;Wine Finish 9 Years;758.00;;700.00;1082.86;2019-02-04;0;Whisky;Maltwhisky;;Flaska;;Skottland;Storbritannien;Langside Distillers;Clydesdale AB;2009;;46.00%;BS;Övrigt sortiment;0;0;;0;
8630101;20128859;86301;Fettercairn;Wine Finish 10 Years;769.00;;700.00;1098.57;2019-02-04;0;Whisky;Maltwhisky;;Flaska;;Skottland;Storbritannien;Langside Distillers;Clydesdale AB;2008;;46.00%;BS;Övrigt sortiment;0;0;;0;
8186601;20128860;81866;Glencadam;6 Years;638.00;;700.00;911.43;2019-02-04;0;Whisky;Maltwhisky;;Flaska;;Skottland;Storbritannien;Langside Distillers;Clydesdale AB;2012;;46.00%;BS;Övrigt sortiment;0;0;;0;
8272201;20128861;82722;Inchfad;13 Years;789.00;;700.00;1127.14;2019-02-04;0;Whisky;Maltwhisky;;Flaska;;Skottland;Storbritannien;Langside Distillers;Clydesdale AB;2005;;46.00%;BS;Övrigt sortiment;0;0;;0;
8227601;20128862;82276;Inchgower;Sherry Finish 10 Years;769.00;;700.00;1098.57;2019-02-04;0;Whisky;Maltwhisky;;Flaska;;Skottland;Storbritannien;Langside Distillers;Clydesdale AB;2008;;46.00%;BS;Övrigt sortiment;0;0;;0;
8610401;20128863;86104;Miltonduff;Sherry Finish 9 Years;758.00;;700.00;1082.86;2019-02-04;0;Whisky;Maltwhisky;;Flaska;;Skottland;Storbritannien;Langside Distillers;Clydesdale AB;2009;;46.00%;BS;Övrigt sortiment;0;0;;0;
8266801;20128864;82668;Speyburn;Sherry Cask 12 Years;809.00;;700.00;1155.71;2019-02-04;0;Whisky;Maltwhisky;;Flaska;;Skottland;Storbritannien;Langside Distillers;Clydesdale AB;2006;;46.00%;BS;Övrigt sortiment;0;0;;0;
8012601;20129030;80126;Caroni;Kill Devil;2369.00;;700.00;3384.29;2019-02-04;0;Rom;Mörk rom;;Flaska;;;Trinidad;Edition Spirits;Clydesdale AB;1998;;46.00%;BS;Övrigt sortiment;0;0;;0;
8188601;20129031;81886;Trinidad;Fernandes 9 Years;849.00;;700.00;1212.86;2019-02-04;0;Rom;Mörk rom;;Flaska;;;Trinidad;Edition Spirits;Clydesdale AB;2009;;46.00%;BS;Övrigt sortiment;0;0;;0;
8030201;20129032;80302;Guatemala;Darsa;898.00;;700.00;1282.86;2019-02-04;0;Rom;Mörk rom;;Flaska;;;Guatemala;Edition Spirits;Clydesdale AB;2008;;46.00%;BS;Övrigt sortiment;0;0;;0;
8151001;20129033;81510;Venezuela;Casca 14 Years;1029.00;;700.00;1470.00;2019-02-04;0;Rom;Mörk rom;;Flaska;;;Venezuela;Edition Spirits;Clydesdale AB;2004;;46.00%;BS;Övrigt sortiment;0;0;;0;
8239301;20129034;82393;Jamaica;Hampden Pot Still;1045.00;;700.00;1492.86;2019-02-04;0;Rom;Mörk rom;;Flaska;;;Jamaica;Edition Spirits;Clydesdale AB;2007;;46.00%;BS;Övrigt sortiment;0;0;;0;
7277601;20129035;72776;Da Luca;Primitivo;89.00;;750.00;118.67;2019-01-28;0;Rött vin;;;Flaska;;Apulien;Italien;Accolade Wines;Mondo Wine Sweden AB;2016;;14.00%;BS;Övrigt sortiment;0;0;;0;
7202201;20129036;72022;William Hardy;Limestone Coast Chardonnay;129.00;;750.00;172.00;2019-01-28;0;Vitt vin;;;Flaska;;South Australia;Australien;Thomas Hardys & Sons;Mondo Wine Sweden AB;2015;;13.50%;BS;Övrigt sortiment;0;0;;0;
7277001;20129037;72770;William Hardy;Langhorne Creek Shiraz;129.00;;750.00;172.00;2019-01-28;0;Rött vin;;;Flaska;;South Australia;Australien;Thomas Hardys & Sons;Mondo Wine Sweden AB;2015;;14.00%;BS;Övrigt sortiment;0;0;;0;
7238001;20129039;72380;Denis Frézier;Terroir Blanc Brut;362.00;;750.00;482.67;2019-02-04;0;Mousserande vin;Torrt vitt;;Flaska;;Champagne;Frankrike;Champagne Denis Frézier;Råda Bubbel AB;;;12.00%;BS;Övrigt sortiment;0;0;;0;
7664201;20129040;76642;Denis Frézier;Millésime Brut;380.00;;750.00;506.67;2019-02-04;0;Mousserande vin;Torrt vitt;;Flaska;;Champagne;Frankrike;Champagne Denis Frézier;Råda Bubbel AB;2012;;12.00%;BS;Övrigt sortiment;0;0;;0;
7346301;20129041;73463;Lamiable;Grand Cru Brut;360.00;;750.00;480.00;2019-02-04;0;Mousserande vin;Torrt vitt;;Flaska;;Cognac;Frankrike;Lamiable;Råda Bubbel AB;;;12.50%;BS;Övrigt sortiment;0;0;;0;
793801;20129387;7938;Darling Cellars;Brut Rosé;129.00;;750.00;172.00;2019-06-01;0;Mousserande vin;Rosé;;Flaska;Champagnekork-natur;Western Cape;Sydafrika;Darling Cellars;Amka Vinimport AB;2017;;12.50%;FSN;Ordinarie sortiment;0;0;;0;Grenache.
8177101;20129441;81771;Sour Fisk;Cryptonite;179.00;;700.00;255.71;2019-02-27;0;Likör;Annan likör;;Flaska;Skruvkapsyl;;Internationellt märke;United Drinks;Chris-Wine AB;;;15.00%;BS;Övrigt sortiment;0;0;;0;
8732709;20175;87327;Taittinger;Brut Réserve;3900.00;;6000.00;650.00;1999-08-02;0;Mousserande vin;Torrt vitt;;Flaska;;Champagne;Frankrike;Taittinger;We & Wine AB;;;12.50%;BS;Övrigt sortiment;0;0;;0;
8732712;20176;87327;Taittinger;Brut Réserve;15000.00;;15000.00;1000.00;1999-08-02;0;Mousserande vin;Torrt vitt;;Flaska;;Champagne;Frankrike;Taittinger;We & Wine AB;;;12.50%;BS;Övrigt sortiment;0;0;;0;
651901;20189;6519;Sunrise;Merlot;65.00;;750.00;86.67;1999-10-04;0;Rött vin;Fruktigt & Smakrikt;;Flaska;Skruvkapsyl;Valle Central;Chile;Concha y Toro;VCT Sweden AB;2018;;12.00%;FS;Ordinarie sortiment;0;0;;0;Merlot.
8165902;201919;81659;Maculan;Torcolato;254.00;;375.00;677.33;2006-05-02;0;Vitt vin;Sött;;Flaska;;Venetien;Italien;Maculan;Carovin AB;2012;;13.50%;BS;Övrigt sortiment;0;0;;0;
755502;201922;7555;Alexandre Bonnet;Grande Réserve Brut;179.00;;375.00;477.33;2006-04-01;0;Mousserande vin;Torrt vitt;;Flaska;;Champagne;Frankrike;Alexandre Bonnet;Mondo Wine Sweden AB;;;12.00%;FS;Ordinarie sortiment;0;0;;0;86% pinot noir och 14% chardonnay.
653201;20218;6532;Santa Helena;Varietal Cabernet Sauvignon;67.00;;750.00;89.33;1999-11-01;0;Rött vin;Fruktigt & Smakrikt;;Flaska;Skruvkapsyl;Valle Central;Chile;Viña Santa Helena;Arvid Nordquist Vin och Sprithandel;2018;;13.00%;FS;Ordinarie sortiment;0;0;;0;Cabernet sauvignon.
7239201;20243;72392;Morellino di Scansano;;159.00;;750.00;212.00;1999-09-01;0;Rött vin;;;Flaska;;Toscana;Italien;Moris Farms;Carovin AB;2014;;13.50%;BS;Övrigt sortiment;0;0;;0;
512306;20299;5123;Masi Campofiorin;;259.00;;1500.00;172.67;1999-10-04;0;Rött vin;Kryddigt & Mustigt;;Magnum;Natur;Venetien;Italien;Masi;Vinunic AB;2015;;13.00%;FS;Ordinarie sortiment;0;0;;0;70% corvina, 25% rondinella och 5% molinara.
7045701;20317689;70457;Andeluna;1300 Torrontés;119.00;;750.00;158.67;2019-02-06;0;Vitt vin;;;Flaska;Korkpropp;Cuyo;Argentina;Andeluna Cellars SRL;Smaksinnet AB;2018;;12.50%;BS;Övrigt sortiment;0;0;;0;
7344101;20317690;73441;Andeluna;1300 Malbec;119.00;;750.00;158.67;2019-02-06;0;Rött vin;;;Flaska;Korkpropp;Cuyo;Argentina;Andeluna Cellars SRL;Smaksinnet AB;2017;;13.00%;BS;Övrigt sortiment;0;0;;0;
7346801;20317734;73468;Moselland Von Grossen Lagen;Riesling;135.00;;750.00;180.00;2019-02-04;0;Vitt vin;;;Flaska;;Mosel;Tyskland;Moselland Wine Company GmbH;Pernod Ricard Sweden AB;2017;;11.50%;BS;Övrigt sortiment;0;0;;0;
7331701;20317735;73317;Perelada;5 Finques Reserva;159.00;;750.00;212.00;2019-02-18;0;Rött vin;;;Flaska;Naturkork;Katalonien;Spanien;Perelada & Chivite;Vinunic AB;2015;;14.00%;BS;Övrigt sortiment;0;0;;0;
7340801;20317736;73408;Casa Gran del Siurana;Gran Cruor;429.00;;750.00;572.00;2019-02-13;0;Rött vin;;;Flaska;Naturkork;Katalonien;Spanien;Casa Gran del Siurana;Vinunic AB;2011;;15.50%;BS;Övrigt sortiment;0;0;;0;
8212601;20317795;82126;Ghost;Juniper Gin;429.00;;700.00;612.86;2019-02-18;0;Gin och Genever;Gin;;Flaska;Skruvkapsyl;;Sverige;Götene Vin & Spritfabrik AB;Brands For Fans Sweden AB;;;40.00%;BS;Övrigt sortiment;0;0;;0;
7297101;20317796;72971;Iuli;Umberta;149.00;;750.00;198.67;2019-03-18;0;Rött vin;;;Flaska;;;Italien;Fabrizio Iuli;Brix Wine Consultants AB;;;14.50%;BS;Övrigt sortiment;0;0;;0;
7340501;20317797;73405;Le Marie;Blanc de Lissart;178.00;;750.00;237.33;2019-03-18;0;Vitt vin;;;Flaska;;;Italien;Azienda Agricola Le Marie;Brix Wine Consultants AB;;;13.00%;BS;Övrigt sortiment;0;0;;0;
7294801;20317798;72948;Le Marie;Rouge de Lissart;178.00;;750.00;237.33;2019-04-03;0;Rött vin;;;Flaska;;Piemonte;Italien;Azienda Agricola Le Marie;Brix Wine Consultants AB;2017;;13.00%;BS;Övrigt sortiment;0;0;;0;
7346501;20317800;73465;Pascal Clément;Meursault;428.00;;750.00;570.67;2019-03-27;0;Vitt vin;;;Flaska;;Bourgogne;Frankrike;Pascal Clément;Brix Wine Consultants AB;2016;;13.00%;BS;Övrigt sortiment;0;0;;0;
7202901;20317829;72029;Hugel;Gewurztraminer Classic;189.00;;750.00;252.00;2019-02-13;0;Vitt vin;;;Flaska;;Alsace;Frankrike;Hugel;Lively Wines Sweden AB;2014;;13.00%;BS;Övrigt sortiment;0;0;;0;
7249801;20317831;72498;Gran Padrina;;265.00;;750.00;353.33;2019-03-27;0;Rött vin;;;Flaska;Naturkork;Balearerna;Spanien;Vinyes CA SA Padrina;Taste of Mallorca AB;2016;;13.50%;BS;Övrigt sortiment;0;0;;0;
9006001;20317875;90060;Monprivato;Barolo Giuseppe Mascarello E Figlio;1299.00;;750.00;1732.00;2019-03-21;0;Rött vin;;;Flaska;;Piemonte;Italien;Giuseppe Mascarello & Figlio;Carovin AB;2014;;14.00%;TSE;Små partier;0;0;;0;
7124701;20317886;71247;Barolo;Bricco San Biagio;436.00;;750.00;581.33;2019-02-20;0;Rött vin;;;Flaska;;Piemonte;Italien;San Biagio Azienda Agricola di Giovanni Roggero;Viniverdi Sweden AB;2011;;14.50%;BS;Övrigt sortiment;0;0;;0;
7652501;20317887;76525;Barbaresco;Montersino San Biagio;416.00;;750.00;554.67;2019-02-20;0;Rött vin;;;Flaska;;Piemonte;Italien;San Biagio Azienda Agricola di Giovanni Roggero;Viniverdi Sweden AB;2011;;14.50%;BS;Övrigt sortiment;0;0;;0;
7181701;20317895;71817;Mollet;Premsal Blanc Chardonnay;225.00;;750.00;300.00;2019-03-27;0;Vitt vin;;;Flaska;Naturkork;Balearerna;Spanien;Vinyes CA SA Padrina;Taste of Mallorca AB;2017;;12.50%;BS;Övrigt sortiment;0;0;;0;
8181501;20317902;81815;Bùrn Taobh;The Vatting;1395.00;;700.00;1992.86;2019-02-06;0;Whisky;Maltwhisky;;Flaska;;Skottland;Storbritannien;Murray McDavid;Svenska Eldvatten AB;1991;;44.10%;BS;Övrigt sortiment;0;0;;0;
7126501;20317905;71265;Langhe;Nebbiolo San Biagio;260.00;;750.00;346.67;2019-02-20;0;Rött vin;;;Flaska;;Piemonte;Italien;San Biagio Azienda Agricola di Giovanni Roggero;Viniverdi Sweden AB;2014;;14.50%;BS;Övrigt sortiment;0;0;;0;
7036301;20317907;70363;Chivite;Las Fincas Rosado;149.00;;750.00;198.67;2019-02-06;0;Rosévin;;;Flaska;;;Spanien;Chivite;The Wine and Spirits Collective Sweden AB;2018;;13.50%;BS;Övrigt sortiment;0;0;;0;
9009201;20317924;90092;Barbaresco Riserva Vecchie Vigne;Sori' Paitin;999.00;;750.00;1332.00;2019-03-21;0;Rött vin;;;Flaska;Naturkork;Piemonte;Italien;Paitin;Carl Vin & Wine AB;2010;;14.00%;TSE;Små partier;0;0;;0;
9017206;20317930;90172;Tenuta Belguardo;Mazzei;949.00;;1500.00;632.67;2019-04-25;0;Rött vin;;;Magnum;Naturkork;Toscana;Italien;Marchesi Mazzei;The WineAgency Sweden AB;2008;;14.00%;TSE;Små partier;0;0;;0;
9021101;20317940;90211;Rupestre;Sassella;199.00;;750.00;265.33;2019-05-03;0;Rött vin;Stramt & Nyanserat;;Flaska;Naturkork;Lombardiet;Italien;Menegola Walter;Panache Sweden AB;2012;;13.00%;TSE;Små partier;0;0;;0;Nebbiolo.
9513701;20317951;95137;Laurel;Clos I Terrasses;329.00;;750.00;438.67;2019-05-17;0;Rött vin;Stramt & Nyanserat;;Flaska;Naturkork;Katalonien;Spanien;Clos Erasmus;Vinunic AB;2016;;15.00%;TSE;Små partier;0;0;;0;Garnacha, cabernet sauvignon och syrah.
9034301;20317959;90343;Clos Ste Hune;Trimbach;1599.00;;750.00;2132.00;2019-03-21;0;Vitt vin;;;Flaska;Naturkork;Alsace;Frankrike;Trimbach;Ward Wines AB;2013;;13.00%;TSE;Små partier;0;0;;0;
9036401;20317965;90364;Deutz;Brut Vintage;569.00;;750.00;758.67;2019-04-05;0;Mousserande vin;Torrt vitt;;Flaska;;Champagne;Frankrike;Deutz;Swedish Brand AB;2014;;12.00%;TSE;Små partier;0;0;;0;Pinot noir, chardonnay och pinot meunier.
9051801;20317976;90518;Gigondas Domaine Brusset;Tradition Le Grand Montmirail;179.00;;750.00;238.67;2019-04-05;0;Rött vin;Kryddigt & Mustigt;;Flaska;Naturkork;Rhonedalen;Frankrike;Domaine Brusset;Bristly Wine Agents AB;2017;;13.50%;TSE;Små partier;0;0;;0;Grenache, syrah, mourvèdre och cinsault.
9055301;20317985;90553;Gigondas Domaine Brusset;Les Hauts de Montmirail;299.00;;750.00;398.67;2019-04-05;0;Rött vin;Kryddigt & Mustigt;;Flaska;Naturkork;Rhonedalen;Frankrike;Domaine Brusset;Bristly Wine Agents AB;2017;;13.50%;TSE;Små partier;0;0;;0;Grenache, mourvèdre och syrah.
9057201;20317990;90572;Amour de Deutz;;1599.00;;750.00;2132.00;2019-04-11;0;Mousserande vin;Torrt vitt;;Flaska;;Champagne;Frankrike;Deutz;Swedish Brand AB;2009;;12.00%;TSE;Små partier;0;0;;0;
9058901;20318003;90589;Volnay 1er Cru Les Chevrets;Henri Boillot;899.00;;750.00;1198.67;2019-04-11;0;Rött vin;;;Flaska;;Bourgogne;Frankrike;Domaine Henri Boillot;Carovin AB;2015;;13.00%;TSE;Små partier;0;0;;0;
9059301;20319213;90593;Erba Salata;Colle Florido;249.00;;750.00;332.00;2019-04-26;0;Rött vin;Fruktigt & Smakrikt;;Flaska;Naturkork;;Italien;Colle Florido;Panache Sweden AB;2017;;13.00%;TSE;Små partier;0;0;;0;Montepulciano.
9515201;20320979;95152;Le Clos d'Un Jour;;175.00;;750.00;233.33;2019-04-26;0;Rött vin;Stramt & Nyanserat;;Flaska;Naturkork;Frankrike sydväst;Frankrike;Le Clos d'un Jour;Tryffelsvinet AB;2016;;14.00%;TSE;Små partier;1;0;;0;90% malbec och 10% merlot.
9516101;20321082;95161;Château Batailley;;599.00;;750.00;798.67;2019-04-26;0;Rött vin;Stramt & Nyanserat;;Flaska;Naturkork;Bordeaux;Frankrike;Borie-Manoux;Scanwine of Sweden AB;2015;;13.50%;TSE;Små partier;0;0;;0;
9059701;20321113;90597;il Postino;;269.00;;750.00;358.67;2019-04-26;0;Vitt vin;;;Flaska;Naturkork;;Italien;Colle Florido;Panache Sweden AB;;;11.50%;TSE;Små partier;0;0;;0;
9608101;20321114;96081;Weingut Bründlmayer;Zweigelt Rosé;129.00;;750.00;172.00;2019-05-03;0;Rosévin;Friskt & Bärigt;;Flaska;Skruvkapsyl;Niederösterreich;Österrike;Weingut Bründlmayer;Vinunic AB;2018;;11.50%;TSE;Små partier;0;0;;0;Zweigelt.
9059801;20321115;90598;Chénas;Les Blémonts;279.00;;750.00;372.00;2019-04-26;0;Rött vin;Fruktigt & Smakrikt;;Flaska;Naturkork;Bourgogne;Frankrike;EARL Domaine Thillardon;Panache Sweden AB;2017;;13.00%;TSE;Små partier;0;0;;0;Gamay.
8731001;20321117;87310;Godet;Cognac No 1;389.00;;700.00;555.71;2019-02-11;0;Cognac;;;Flaska;Naturkork;Cognac;Frankrike;Distillerie Godet;Galatea AB;;;42.50%;BS;Övrigt sortiment;0;0;;0;
8206101;20321118;82061;Godet;VSOP Original;499.00;;700.00;712.86;2019-02-11;0;Cognac;;;Flaska;Naturkork;Cognac;Frankrike;Distillerie Godet;Galatea AB;;;40.00%;BS;Övrigt sortiment;0;0;;0;
8322201;20321119;83222;Godet;Gatronome XO Organic;895.00;;700.00;1278.57;2019-02-11;0;Cognac;;;Flaska;Naturkork;Cognac;Frankrike;Distillerie Godet;Galatea AB;;;40.00%;BS;Övrigt sortiment;1;0;;0;
7348106;20321120;73481;Baglietti;Prosecco No.10;249.00;;1500.00;166.00;2019-02-13;0;Mousserande vin;Torrt vitt;;Magnum;;Venetien;Italien;47 Anno Domini;Core Wine AB;;;11.00%;BS;Övrigt sortiment;0;0;;0;
7253501;20321121;72535;Bersi Serlini;Franciacorta Satén;299.00;;750.00;398.67;2019-02-11;0;Mousserande vin;Torrt vitt;;Flaska;;Lombardiet;Italien;Bersi Serlini;Smaksinnet AB;;;12.50%;BS;Övrigt sortiment;0;0;;0;
9066701;20321130;90667;Terre de Maimbray;Sancerre;198.00;;750.00;264.00;2019-05-17;0;Vitt vin;Friskt & Fruktigt;;Flaska;Naturkork;Loiredalen;Frankrike;Pascal & Nicolas Reverdy;Triplus Vinhandel AB;2017;;13.50%;TSE;Små partier;0;0;;0;Sauvignon blanc.
9111401;20321136;91114;Hervieux-Dumez;Special Club Premier Cru;496.00;;750.00;661.33;2019-05-17;0;Mousserande vin;Torrt vitt;;Flaska;Champagnekork-natur;Champagne;Frankrike;Champagne Hervieux-Dumez;ChampagneHuset CH;2013;;12.00%;TSE;Små partier;0;0;;0;
9114601;20321144;91146;Château d'Agassac;;259.00;;750.00;345.33;2019-05-03;0;Rött vin;Stramt & Nyanserat;;Flaska;Naturkork;Bordeaux;Frankrike;Château d'Agassac;Picky Drinks AB;2015;;13.00%;TSE;Små partier;0;0;;0;Merlot och cabernet sauvignon.
9115501;20321150;91155;Ferrer Bobet;Vinyes Velles;375.00;;750.00;500.00;2019-05-17;0;Rött vin;Fruktigt & Smakrikt;;Flaska;Naturkork;Katalonien;Spanien;Ferrer Bobet;Viña Española AB;2016;;14.00%;TSE;Små partier;0;0;;0;Carignane och grenache.
9517301;20321170;95173;Gavarini Langhe Nebbiolo;Elio Grasso;219.00;;750.00;292.00;2019-05-17;0;Rött vin;Stramt & Nyanserat;;Flaska;Naturkork;Piemonte;Italien;Elio Grasso;Johan Lidby Vinhandel AB;2017;;14.50%;TSE;Små partier;0;0;;0;Nebbiolo.
9608601;20321179;96086;Saint-Véran Prélude;Domaine Frantz Chagnoleau;269.00;;750.00;358.67;2019-05-17;0;Vitt vin;Fylligt & Smakrikt;;Flaska;Naturkork;Bourgogne;Frankrike;Domaine Frantz Chagnoleau;Johan Lidby Vinhandel AB;2017;;13.00%;TSE;Små partier;1;0;;0;Chardonnay.
9609001;20321229;96090;Condrieu Les Grandes Chaillées;Stéphane Montez;399.00;;750.00;532.00;2019-05-17;0;Vitt vin;Fylligt & Smakrikt;;Flaska;;Rhonedalen;Frankrike;Domaine du Monteillet;ClosProbus KB;2017;;14.50%;TSE;Små partier;0;0;;0;Viognier.
8268801;20321275;82688;Godet;Single Cru 15 Years Old;995.00;;700.00;1421.43;2019-02-11;0;Cognac;;;Flaska;Naturkork;Cognac;Frankrike;Distillerie Godet;Galatea AB;;;40.00%;BS;Övrigt sortiment;0;0;;0;
9701601;20321293;97016;Llopart Rosé;Brut Reserva;199.00;;750.00;265.33;2019-05-03;0;Mousserande vin;Rosé;;Flaska;Naturkork;;Spanien;Llopart Cava;Happy Dog Dryckeshandel AB;2016;;12.00%;TSE;Små partier;1;0;;0;60% monastrell, 20% garnacha och 20% pinot noir.
9122701;20321326;91227;Rålund;Exclusive Torrt Vin Av Blåbär;235.00;;750.00;313.33;2019-03-08;0;Aperitif och dessert;Smaksatta viner & fruktviner;Andra smaksatta viner & fruktviner;Flaska;;Västerbottens län;Sverige;IDUNN Norsjö Wine & Co AB;Idunn Norsjö Wine & Co AB;;;12.50%;TSE;Små partier;0;0;;0;Blåbär.
7141401;20321348;71414;Per Se;Volare de Camino;679.00;;750.00;905.33;2019-02-08;0;Rött vin;;;Flaska;Naturkork;Cuyo;Argentina;Per Se;JPC Wines AB;2014;;15.00%;BS;Övrigt sortiment;0;0;;0;
8921703;20321349;89217;Rirum TIllt;Pale Ale;19.60;;330.00;59.39;2019-02-20;0;Öl;Ale brittisk-amerikansk stil;Amerikansk pale ale (APA);Flaska;;;Sverige;Stripabryggeriet AB;Stripabryggeriet AB;;;4.30%;BS;Övrigt sortiment;0;0;;0;
7490501;20321350;74905;Holden Manz;Vernissage;179.00;;750.00;238.67;2019-02-11;0;Rött vin;;;Flaska;Skruvkapsyl;Western Cape;Sydafrika;Holden Manz;Gardshol Wines AB;2015;;14.00%;BS;Övrigt sortiment;0;0;;0;
7185801;20321351;71858;Ses Marjades;;410.00;;750.00;546.67;2019-02-12;0;Rött vin;;;Flaska;;Balearerna;Spanien;Es Verger;Engsdalens Vin AB;2010;;15.50%;BS;Övrigt sortiment;1;0;;0;
7019201;20321352;70192;Holden Manz;Visionaire;228.00;;750.00;304.00;2019-02-11;0;Rött vin;;;Flaska;Naturkork;Western Cape;Sydafrika;Holden Manz;Gardshol Wines AB;2013;;14.50%;BS;Övrigt sortiment;0;0;;0;
7341901;20321353;73419;Holden Manz;Chenin Blanc;209.00;;750.00;278.67;2019-02-11;0;Vitt vin;;;Flaska;Naturkork;Western Cape;Sydafrika;Holden Manz;Gardshol Wines AB;2017;;14.50%;BS;Övrigt sortiment;0;0;;0;
9124501;20321497;91245;Château de la Dauphine;;279.00;;750.00;372.00;2019-06-07;0;Rött vin;Stramt & Nyanserat;;Flaska;;Bordeaux;Frankrike;Château de la Dauphine;Robert Rask Vinhandel;2016;;14.50%;TSE;Små partier;0;0;;0;90% merlot och 10% cabernet franc.
9127701;20321537;91277;Mâcon Aux Bois d’Allier;Domaine Cordier;159.00;;750.00;212.00;2019-06-07;0;Vitt vin;Fylligt & Smakrikt;;Flaska;;Bourgogne;Frankrike;Domaine Cordier;Tryffelsvinet AB;2017;;13.50%;TSE;Små partier;0;0;;0;Chardonnay.
9128601;20321542;91286;Pouilly Fuissé Vieilles Vignes;Domaine Cordier;225.00;;750.00;300.00;2019-06-07;0;Vitt vin;Fylligt & Smakrikt;;Flaska;Naturkork;Bourgogne;Frankrike;Domaine Cordier;Tryffelsvinet AB;2017;;13.50%;TSE;Små partier;0;0;;0;Chardonnay.
9132801;20321547;91328;Mâcon Milly Lamartine Clos du Four;Domaine Cordier;189.00;;750.00;252.00;2019-06-07;0;Vitt vin;Fylligt & Smakrikt;;Flaska;;Bourgogne;Frankrike;Domaine Cordier;Tryffelsvinet AB;2017;;13.50%;TSE;Små partier;0;0;;0;Chardonnay.
8908103;20324569;89081;Wetter Lacus;;24.90;;330.00;75.46;2019-05-02;0;Öl;Ale brittisk-amerikansk stil;Engelsk pale ale och bitter;Flaska;;Jönköpings län;Sverige;Smaland Brewing AB;Smaland Brewing AB;;;5.30%;TSLS;Lokalt och småskaligt;0;0;;0;Korn- och vetemalt samt humle av sorten amarillo.
7002201;20324570;70022;Clos de la Perrière;Fixin Premier Cru;479.00;;750.00;638.67;2019-02-11;0;Rött vin;;;Flaska;;Bourgogne;Frankrike;Albert Bichot;Nigab;2016;;13.50%;BS;Övrigt sortiment;0;0;;0;
7152601;20324571;71526;Beaune Clos de l'Ermitage;Albert Bichot;299.00;;750.00;398.67;2019-02-11;0;Rött vin;;;Flaska;;Bourgogne;Frankrike;Albert Bichot;Nigab;2016;;13.00%;BS;Övrigt sortiment;0;0;;0;
7028601;20324572;70286;Saint Romain;Blanc;319.00;;750.00;425.33;2019-02-11;0;Vitt vin;;;Flaska;;Bourgogne;Frankrike;Albert Bichot;Nigab;2016;;13.00%;BS;Övrigt sortiment;0;0;;0;
7057701;20324573;70577;Vosne-Romanée;Premier Cru Malconsorts;1449.00;;750.00;1932.00;2019-02-11;0;Rött vin;;;Flaska;;Bourgogne;Frankrike;Albert Bichot;Nigab;2016;;13.00%;BS;Övrigt sortiment;0;0;;0;
8121401;20324574;81214;Modern Times;Monster's Park Bourbon Barrel Aged;399.00;;650.00;613.85;2019-02-11;0;Öl;Porter och stout;Imperial porter och stout;Flaska;;;USA;Modern Times Beer;Cask Sweden AB;;;14.60%;BS;Övrigt sortiment;0;0;;0;
8910901;20324575;89109;Ballast Point;Sea Monster;119.00;;650.00;183.08;2019-02-11;0;Öl;Porter och stout;Imperial porter och stout;Flaska;;;USA;Ballast Point Brewing;Cask Sweden AB;;;10.00%;BS;Övrigt sortiment;0;0;;0;
8302901;20324576;83029;Ben Nevis;TKS No9;879.00;;700.00;1255.71;2019-02-11;0;Whisky;Maltwhisky;;Flaska;;Skottland;Storbritannien;Ben Nevis Distillery;Clydesdale AB;2002;;46.00%;BS;Övrigt sortiment;0;0;;0;
7027101;20324577;70271;E Guigal;Saintes Pierres de Nalys;395.00;;750.00;526.67;2019-04-01;0;Rött vin;;;Flaska;Naturkork;Rhonedalen;Frankrike;E Guigal;Vinunic AB;2016;;14.50%;BS;Övrigt sortiment;0;0;;0;
