"","Artikelid","Namn","Namn2","Prisinklmoms","Volymiml","PrisPerLiter","Varugrupp","Typ","Forpackning","Forslutning","Ursprung","Ursprunglandnamn","Producent","Argang","Alkoholhalt","Ekologisk","Etiskt","EtisktEtikett","Koscher","RavarorBeskrivning","APK"
"6029",28521,"Stoneleigh","Chardonnay",119,750,158.67,"Vitt vin","Fylligt & Smakrikt","Flaska","Skruvkapsyl","Marlborough","Nya Zeeland","Stoneleigh Vineyards",2018,"13.50%",0,0,"",0,"Chardonnay.",0.0850822461712989
"6030",285376,"Ruffino Greppone Mazzi","",399,750,532,"Rött vin","","Flaska","","Toscana","Italien","Ruffino",2013,"14.50%",0,0,"",0,"",0.0272556390977444
"6031",285394,"Château de Parenchère","Cuvée Raphael",169,750,225.33,"Rött vin","Fruktigt & Smakrikt","Flaska","","Bordeaux","Frankrike","Bordeauxslott",2016,"14.50%",0,0,"",0,"70% merlot, 15% cabernet sauvignon och 15% cabernet franc.",0.0643500643500644
"6032",285464,"Primicia","Reserva",184,750,245.33,"Rött vin","","Flaska","","Rioja","Spanien","Bodegas Primicia",2010,"14.00%",0,0,"",0,"",0.0570659927444666
"6033",285520,"KWV","Reserve Sauvignon Blanc",109,750,145.33,"Vitt vin","","Flaska","","Western Cape","Sydafrika","KWV",2014,"14.00%",0,0,"",0,"",0.0963324846900158
"6034",285626,"Tyrrell's","Old Winery Verdelho",134,750,178.67,"Vitt vin","","Flaska","","New South Wales","Australien","Tyrrell's Wines",2014,"12.00%",0,0,"",0,"",0.0671629260648122
"6035",286281,"Herdade dos Grous","Tinto",139,750,185.33,"Rött vin","","Flaska","","Alentejo","Portugal","Monte do Trevo",2016,"14.00%",0,0,"",0,"",0.0755409269950898
"6036",286314,"Pouilly Fumé","Les Chailloux",179,750,238.67,"Vitt vin","","Flaska","","Loiredalen","Frankrike","Jean-Claude Chatelin",2016,"12.50%",0,0,"",0,"",0.0523735702015335
"6037",286320,"Sancerre","Les Caillottes",219,750,292,"Vitt vin","","Flaska","","Loiredalen","Frankrike","Jean-Max Roger",2017,"12.50%",0,0,"",0,"",0.0428082191780822
"6038",286476,"Condrieu","Les Grandes Chaillées",402,750,536,"Vitt vin","","Flaska","Natur","Rhonedalen","Frankrike","Domaine du Monteillet",2017,"14.50%",0,0,"",0,"",0.0270522388059701
"6039",287422,"Luccarelli","Rosso Puglia",79,750,105.33,"Rött vin","","Flaska","Natur","Apulien","Italien","Farnese",2016,"12.50%",0,0,"",0,"",0.118674641602582
"6040",2878738,"Taverna Boas Vindas","",199,3000,66.33,"Rött vin","Fruktigt & Smakrikt","Box","Vingtapp","Dão","Portugal","PrimeWine Sweden AB",2017,"12.50%",0,0,"",0,"Touriga nacional, alfrocheiro, jaen och tinta roriz.",0.188451680988994
"6041",2878748,"Margan","Semillon",99,750,132,"Vitt vin","Friskt & Fruktigt","Flaska","Skruvkapsyl","New South Wales","Australien","Margan Family Winegrowers",2016,"12.50%",0,0,"",0,"Sémillon.",0.0946969696969697
"6042",2878750,"Altos d'Oliva","Gran Reserva",79,750,105.33,"Rött vin","Kryddigt & Mustigt","Flaska","Natur","Katalonien","Spanien","La Vinicola de Gandesa",2009,"14.00%",0,0,"",0,"40% cabernet sauvignon, 30% tempranillo och 30% garnacha.",0.132915598594892
"6043",2878781,"Vacqueyras","Domaine Saint Roch Vieilles Vignes",149,750,198.67,"Rött vin","Kryddigt & Mustigt","Flaska","Natur","Rhonedalen","Frankrike","Domaine Saint Roch",2016,"14.50%",0,0,"",0,"70% grenache och 30% syrah.",0.0729853525947551
"6044",2878812,"Borgogno Barolo","Riserva",399,750,532,"Rött vin","Stramt & Nyanserat","Flaska","Natur","Piemonte","Italien","Giacomo Borgogno",2011,"15.00%",0,0,"",0,"Nebbiolo.",0.0281954887218045
"6045",2878821,"Tsantali Naoussa","Reserve",104,750,138.67,"Rött vin","Kryddigt & Mustigt","Flaska","","Makedonien","Grekland","Tsantalis",2013,"13.00%",0,0,"",0,"Xinomavro",0.0937477464484027
"6046",2878822,"Goldeck Grüner Veltliner","Dry Sparkling",98,750,130.67,"Mousserande vin","Torrt vitt","Flaska","","","Österrike","Schlumberger Wein- und Sektkellerei",NA,"12.00%",0,0,"",0,"",0.0918343919797964
"6047",2878837,"Leth","Grüner Veltliner Terrassen",55,375,146.67,"Vitt vin","Friskt & Fruktigt","Flaska","Skruvkapsyl","Niederösterreich","Österrike","Weingut Leth",2017,"12.50%",0,0,"",0,"Grüner veltliner.",0.085225335787823
"6048",2878850,"Carodorum","Issos",99,750,132,"Rött vin","Fruktigt & Smakrikt","Flaska","Natur","Kastilien-León","Spanien","Carmen Rodríguez Méndez",2016,"14.50%",0,0,"",0,"Tinta de toro (tempranillo).",0.109848484848485
"6049",28811,"Tommasi","Amarone della Valpolicella Classico",159,375,424,"Rött vin","Kryddigt & Mustigt","Flaska","Natur","Venetien","Italien","Tommasi Viticoltori",2013,"15.00%",0,0,"",0,"Corvina veronese, rondinella, corvinone och oseleta.",0.035377358490566
"6050",28834,"Canto Perlic","Gaillac Blanc Sec",106,750,141.33,"Vitt vin","","Flaska","","Frankrike sydväst","Frankrike","Canto Perlic",2016,"12.50%",0,0,"",0,"",0.088445482204769
"6051",29110,"Inycon","Chardonnay",79,750,105.33,"Vitt vin","Friskt & Fruktigt","Flaska","Skruvkapsyl","Sicilien","Italien","Inycon Estate",2018,"13.50%",1,0,"",0,"Chardonnay.",0.128168612930789
"6052",29151,"Castillo de Benizar","Tempranillo",79,750,105.33,"Rött vin","","Flaska","","Kastilien-La Mancha","Spanien","Bodegas Ayuso",2016,"13.00%",0,0,"",0,"",0.123421627266686
"6053",291939,"La Vieille Ferme","Blanc",99,750,132,"Vitt vin","","Flaska","Skruvkapsyl","Rhonedalen","Frankrike","La Vieille Ferme",2018,"13.00%",0,0,"",0,"",0.0984848484848485
"6054",292034,"Bollinger","La Grande Année",2029,1500,1352.67,"Mousserande vin","Torrt vitt","Magnum","","Champagne","Frankrike","Bollinger",2007,"12.00%",0,0,"",0,"",0.00887134334316574
"6055",292183,"Terreno","Riserva",219,750,292,"Rött vin","","Flaska","","Toscana","Italien","Terreno",2012,"14.00%",0,0,"",0,"",0.0479452054794521
"6056",2922,"Deidesheimer Herrgottsacker","Riesling Spätlese",100,750,133.33,"Vitt vin","Druvigt & Blommigt","Flaska","Skruvkapsyl","Pfalz","Tyskland","Winzerverein Deidesheim",2017,"10.50%",0,0,"",0,"Riesling.",0.07875196879922
"6057",29242,"Primicia","",96,750,128,"Rött vin","Kryddigt & Mustigt","Flaska","Plast","Rioja","Spanien","Bodegas Primicia",2016,"13.50%",0,0,"",0,"85% tempranillo samt 15% övriga druvsorter.",0.10546875
"6058",29244,"Allegro","Primitivo",89,750,118.67,"Rött vin","Fruktigt & Smakrikt","Flaska","Natur","Apulien","Italien","Nordic Sea Winery",2017,"14.00%",1,0,"",0,"Primitivo.",0.117974214207466
"6059",293197,"Snälleröds","Mäskdrängens Akvavit",219,500,438,"Akvavit och Kryddat brännvin","Akvavit","Flaska","","Skåne län","Sverige","Snälleröds Ångbränneri",NA,"40.00%",1,0,"",0,"",0.091324200913242
"6060",294378,"De Loach","Russian River Valley Chardonnay",189,750,252,"Vitt vin","","Flaska","","Kalifornien","USA","De Loach Vineyards",2014,"14.50%",0,0,"",0,"",0.0575396825396825
"6061",294779,"The Hermit Crab","",119,750,158.67,"Vitt vin","","Flaska","Skruvkapsyl","South Australia","Australien","d'Arenberg",2017,"13.50%",0,0,"",0,"",0.0850822461712989
"6062",295777,"Robert Mondavi Private Selection","Pinot Noir",129,750,172,"Rött vin","","Flaska","","Kalifornien","USA","Robert Mondavi",2017,"13.50%",0,0,"",0,"",0.0784883720930233
"6063",296150,"1865","Cabernet Sauvignon",124,750,165.33,"Rött vin","","Flaska","Natur","Valle Central","Chile","Viña San Pedro",2013,"14.50%",0,0,"",0,"Cabernet sauvignon.",0.0877033811165548
"6064",2962,"Morgon","",109,750,145.33,"Rött vin","Mjukt & Bärigt","Flaska","Skruvkapsyl","Bourgogne","Frankrike","Georges Duboeuf",2017,"13.00%",0,0,"",0,"Gamay.",0.0894515929264433
"6065",29692,"Domaine du Vieux Lazaret","Châteauneuf-du-Pape",224,750,298.67,"Vitt vin","","Flaska","","Rhonedalen","Frankrike","Vignobles Jerome Quiot",2016,"14.00%",0,0,"",0,"",0.0468744768473566
"6066",29719,"Castellane","Brut",299,750,398.67,"Mousserande vin","Torrt vitt","Flaska","","Champagne","Frankrike","De Castellane",NA,"12.00%",0,0,"",0,"40% pinot noir, 30% chardonnay och 30% pinot meunier.",0.0301000827752276
"6067",2974,"Masi Campofiorin","",129,750,172,"Rött vin","Kryddigt & Mustigt","Flaska","Naturkork","Venetien","Italien","Masi",2015,"13.00%",0,0,"",0,"70% corvina, 25% rondinella och 5% molinara.",0.0755813953488372
"6068",298638,"Taittinger","Nocturne",449,750,598.67,"Mousserande vin","Halvtorrt vitt","Flaska","","Champagne","Frankrike","Taittinger",NA,"12.50%",0,0,"",0,"",0.0208796164832044
"6069",299029,"7 Deadly Zins","",149,750,198.67,"Rött vin","Fruktigt & Smakrikt","Flaska","Natur","Kalifornien","USA","Michael David Winery",2016,"15.00%",0,0,"",0,"Zinfandel.",0.075502088891126
"6070",299055,"Irony","Pinot Noir",149,750,198.67,"Rött vin","Kryddigt & Mustigt","Flaska","Skruvkapsyl","Kalifornien","USA","Irony Wine Cellars",2017,"13.50%",0,0,"",0,"96% pinot noir och 4% petite sirah.",0.0679518800020134
"6071",299065,"Periquita","Reserva",99,750,132,"Rött vin","Kryddigt & Mustigt","Flaska","Naturkork","Península de Setúbal","Portugal","José Maria da Fonseca",2017,"13.00%",0,0,"",0,"56% castelão, 32% touriga naçional och 12% touriga francesa.",0.0984848484848485
"6072",299122,"Rioja Bordón","Reserva",119,750,158.67,"Rött vin","Kryddigt & Mustigt","Flaska","Natur","Rioja","Spanien","Bodegas Franco-Españolas",2012,"13.50%",0,0,"",0,"",0.0850822461712989
"6073",299436,"Saint Clair","Pioneer Block 3",129,750,172,"Vitt vin","Friskt & Fruktigt","Flaska","Skruvkapsyl","Marlborough","Nya Zeeland","Saint Clair Family Estate",2018,"12.50%",0,0,"",0,"Sauvignon blanc.",0.0726744186046512
"6074",300131,"Musella","Valpolicella Superiore",129,750,172,"Rött vin","Mjukt & Bärigt","Flaska","Skruvkapsyl","Venetien","Italien","Musella",2016,"13.00%",1,0,"",0,"70% corvina och corvinone, 20% rondinella och 10% barbera.",0.0755813953488372
"6075",30055,"Valentin Fleur","Merlot ofiltrerad",108,750,144,"Rött vin","","Flaska","","Languedoc-Roussillon","Frankrike","Valentin Fleur",2000,"13.00%",0,0,"",0,"",0.0902777777777778
"6076",300808,"Castelnau de Suduiraut","",169,375,450.67,"Vitt vin","Sött","Flaska","Natur","Bordeaux","Frankrike","Bordeauxslott",2012,"13.50%",0,0,"",0,"90% sémillon och 10% sauvignon blanc.",0.0299553997381676
"6077",300824,"Nederburg","Manor House Cabernet Sauvignon",119,750,158.67,"Rött vin","Fruktigt & Smakrikt","Flaska","Natur","Western Cape","Sydafrika","Nederburg Wines",2016,"14.00%",0,0,"",0,"Cabernet sauvignon.",0.0882334404739396
"6078",300827,"Biecher","Riesling Réserve",89,750,118.67,"Vitt vin","Friskt & Fruktigt","Flaska","Skruvkapsyl","Alsace","Frankrike","Jean Biecher",2017,"12.00%",0,0,"",0,"Riesling.",0.101120755034971
"6079",300846,"Troppo","Merlot Cabernet",49,375,130.67,"Rött vin","Kryddigt & Mustigt","Flaska","Skruvkapsyl","Sicilien","Italien","Enjoy Wine & Spirits",2014,"13.50%",1,0,"",0,"Merlot och cabernet sauvignon.",0.103313690977271
"6080",300858,"Inycon","Chardonnay Pinot Grigio",209,3000,69.67,"Vitt vin","Friskt & Fruktigt","Box","Vingtapp","Sicilien","Italien","Cantine Settesoli",2018,"13.50%",0,0,"",0,"Chardonnay och pinot grigio.",0.193770632984068
"6081",300870,"Pannier","Brut Tradition",279,750,372,"Mousserande vin","Torrt vitt","Flaska","Natur","Champagne","Frankrike","Pannier",NA,"12.00%",0,0,"",0,"",0.032258064516129
"6082",30144,"Villa Puccini","",89,750,118.67,"Rött vin","Kryddigt & Mustigt","Flaska","Natur","Toscana","Italien","Castellani",2014,"12.50%",0,0,"",0,"90% sangiovese och 10% merlot.",0.105334119828095
"6083",30148,"Bolla Le Poiane","Ripasso",119,750,158.67,"Rött vin","Kryddigt & Mustigt","Flaska","Naturkork","Venetien","Italien","Bolla",2016,"13.50%",0,0,"",0,"Corvina, rondinella och molinara.",0.0850822461712989
"6084",302093,"Coto Vintage","Crianza",99,750,132,"Rött vin","","Flaska","","Rioja","Spanien","El Coto de Rioja",2015,"13.50%",0,0,"",0,"",0.102272727272727
"6085",30212,"Jacob's Creek","Reserve Chardonnay",119,750,158.67,"Vitt vin","","Flaska","","South Eastern Australia","Australien","Orlando",2016,"13.20%",0,0,"",0,"",0.0831915295897145
"6086",302175,"Mulderbosch","Rosé",89,750,118.67,"Rosévin","Friskt & Bärigt","Flaska","Skruvkapsyl","Western Cape","Sydafrika","Mulderbosch Vineyards",2018,"12.50%",0,0,"",0,"Cabernet sauvignon.",0.105334119828095
"6087",3033,"Beaujolais Royal","",79,750,105.33,"Rött vin","Mjukt & Bärigt","Flaska","Skruvkapsyl","Bourgogne","Frankrike","Dufouleur Frères",NA,"12.50%",0,0,"",0,"Gamay.",0.118674641602582
"6088",3034,"Beaujolais Royal","",49,375,130.67,"Rött vin","Mjukt & Bärigt","Flaska","Skruvkapsyl","Bourgogne","Frankrike","Dufouleur Frères",NA,"12.50%",0,0,"",0,"Gamay.",0.0956608249789546
"6089",3037,"La Vignée","Pinot Noir",139,750,185.33,"Rött vin","Mjukt & Bärigt","Flaska","Natur","Bourgogne","Frankrike","Bouchard Père & Fils",2017,"12.50%",0,0,"",0,"Pinot noir.",0.0674472562456159
"6090",3042,"Bourgogne Rouge","Pinot Noir Labouré-Roi",119,750,158.67,"Rött vin","Mjukt & Bärigt","Flaska","Skruvkapsyl","Bourgogne","Frankrike","Labouré-Roi",2017,"12.50%",0,0,"",0,"Pinot noir.",0.0787798575660175
"6091",3042155,"Le Faîte","Rouge",259,750,345.33,"Rött vin","","Flaska","","Frankrike sydväst","Frankrike","Plaimont Producteurs",2013,"14.00%",0,0,"",0,"",0.0405409318622767
"6092",3042385,"Château Latour-Martillac","Blanc",199,375,530.67,"Vitt vin","","Flaska","Natur","Bordeaux","Frankrike","Château Latour-Martillac",2011,"13.50%",0,0,"",0,"",0.025439538696365
"6093",3043,"Bourgogne Rouge","Pinot Noir",69,375,184,"Rött vin","Mjukt & Bärigt","Flaska","Skruvkapsyl","Bourgogne","Frankrike","Labouré-Roi",2017,"12.50%",0,0,"",0,"Pinot noir.",0.0679347826086956
"6094",304845,"Woodhenge","Shiraz",264,750,352,"Rött vin","","Flaska","","South Australia","Australien","Wirra Wirra Vineyards",2014,"14.50%",0,0,"",0,"",0.0411931818181818
"6095",304877,"Aalborg Nordguld","Aquavit",319,700,455.71,"Akvavit och Kryddat brännvin","Akvavit","Flaska","","","Internationellt märke","De Danske Spritfabrikker",NA,"40.00%",0,0,"",0,"",0.0877751201421957
"6096",304883,"Chablis","Château de Viviers",169,750,225.33,"Vitt vin","","Flaska","","Bourgogne","Frankrike","Lupé Cholet",2013,"12.50%",0,0,"",0,"",0.0554741934052279
"6097",304900,"Bourgogne","Clos de Lupé Domaine de Château Gris",169,750,225.33,"Rött vin","","Flaska","","Bourgogne","Frankrike","Lupé Cholet",2013,"12.50%",0,0,"",0,"",0.0554741934052279
"6098",30584,"Bourgogne Blanc Kimmeridgien","J M Brocard",119,750,158.67,"Vitt vin","Friskt & Fruktigt","Flaska","Skruvkapsyl","Bourgogne","Frankrike","J M Brocard",2016,"12.50%",0,0,"",0,"Chardonnay.",0.0787798575660175
"6099",306237,"C'est La Vie!","Colombard Sauvignon",26,250,104,"Vitt vin","Friskt & Fruktigt","Papp","Kapsyl","Frankrike sydväst","Frankrike","Les Grands Chais de France",2017,"11.50%",0,0,"",0,"Colombard och sauvignon blanc.",0.110576923076923
"6100",3066203,"Fond de l'air est rouge","",208,750,277.33,"Rött vin","","Flaska","","","Frankrike","Les Foulards Rouges",2017,"11.00%",0,0,"",0,"",0.0396639382684888
"6101",3066205,"Campo Tordi","Corvina",88,750,117.33,"Rött vin","","Flaska","","Venetien","Italien","Luigi Righetti",2016,"12.50%",0,0,"",0,"",0.106537117531748
"6102",3066206,"Campo Tordi","Soave",88,750,117.33,"Vitt vin","","Flaska","","Venetien","Italien","Luigi Righetti",2016,"12.50%",0,0,"",0,"",0.106537117531748
"6103",3066207,"Le Cigare Volant","",399,750,532,"Rött vin","","Flaska","","Kalifornien","USA","Bonny Doon",2012,"13.50%",0,0,"",0,"",0.0253759398496241
"6104",3066209,"Appel des Sereines","Syrah",189,750,252,"Rött vin","","Flaska","","Rhonedalen","Frankrike","Francois Villard",2015,"13.00%",0,0,"",0,"",0.0515873015873016
"6105",3066210,"St Joseph","Fruit d'Avilleran",299,750,398.67,"Vitt vin","","Flaska","","Rhonedalen","Frankrike","Francois Villard",2015,"13.50%",0,0,"",0,"",0.0338625931221311
"6106",3066212,"Nostos","Assyrtiko",189,750,252,"Vitt vin","","Flaska","","Kreta","Grekland","Manousakis Winery",2016,"14.00%",0,0,"",0,"",0.0555555555555556
"6107",3066213,"Nostos","Vidiano",189,750,252,"Vitt vin","","Flaska","","Kreta","Grekland","Manousakis Winery",2016,"14.00%",0,0,"",0,"",0.0555555555555556
"6108",3066214,"Nostos","Muscat of Spina",189,750,252,"Vitt vin","","Flaska","","Kreta","Grekland","Manousakis Winery",2016,"13.00%",0,0,"",0,"",0.0515873015873016
"6109",3066217,"Château Barrail du Blanc","",349,750,465.33,"Rött vin","","Flaska","","Bordeaux","Frankrike","Ch. Grand Barrail Lamarzelle Figerac",2010,"14.50%",0,0,"",0,"",0.0311606816667741
"6110",3066218,"Civitas Naturvin","Pecorino",231,750,308,"Vitt vin","","Flaska","","Abruzzerna","Italien","Vinicola Orsogna Soc.Coop. Agricola",2016,"13.00%",1,0,"",0,"",0.0422077922077922
"6111",3066267,"Selvabianca","Fiano",75,750,100,"Vitt vin","Fylligt & Smakrikt","Flaska","","Apulien","Italien","Cantine Due Palme",2016,"13.00%",0,0,"",0,"Fiano.",0.13
"6112",307145,"Guardian Peak","Merlot",135,750,180,"Rött vin","","Flaska","","Western Cape","Sydafrika","Guardian Peak",2017,"14.50%",0,0,"",0,"",0.0805555555555556
"6113",3091,"Chablis","Le Beaunois Labouré-Roi",149,750,198.67,"Vitt vin","Friskt & Fruktigt","Flaska","Skruvkapsyl","Bourgogne","Frankrike","Labouré-Roi",2018,"12.50%",0,0,"",0,"Chardonnay.",0.0629184074092717
"6114",3092,"Chablis","Le Beaunois",89,375,237.33,"Vitt vin","Friskt & Fruktigt","Flaska","Skruvkapsyl","Bourgogne","Frankrike","Labouré-Roi",2018,"12.50%",0,0,"",0,"Chardonnay.",0.0526692790629082
"6115",309356,"Las Moras","Malbec",89,750,118.67,"Rött vin","","Flaska","","Cuyo","Argentina","Finca Las Moras",2017,"12.50%",0,0,"",0,"",0.105334119828095
"6116",30956,"Crémant de Bourgogne","Chardonnay",159,750,212,"Mousserande vin","Torrt vitt","Flaska","","Bourgogne","Frankrike","Bailly Lapierre",NA,"12.00%",0,0,"",0,"",0.0566037735849057
"6117",309594,"Dr Loosen","Erdener Treppchen Riesling Kabinett",165,750,220,"Vitt vin","","Flaska","","Mosel","Tyskland","Dr Loosen",2015,"8.00%",0,0,"",0,"",0.0363636363636364
"6118",3104,"L","Chardonnay",95,750,126.67,"Vitt vin","Friskt & Fruktigt","Flaska","Skruvkapsyl","Languedoc-Roussillon","Frankrike","Laroche",2018,"13.00%",0,0,"",0,"Chardonnay.",0.102628878187416
"6119",31049,"Loredan Gasparini","Brut",179,750,238.67,"Mousserande vin","Torrt vitt","Flaska","","","Italien","Loredan Gasparini",NA,"12.00%",0,0,"",0,"",0.0502786273934722
"6120",312309,"Canto Perlic","Sélection",130,750,173.33,"Rött vin","","Flaska","","Frankrike sydväst","Frankrike","Canto Perlic",2015,"13.00%",0,0,"",0,"",0.0750014423354295
"6121",312327,"Château Julia","Chardonnay",175,750,233.33,"Vitt vin","","Flaska","","Makedonien","Grekland","Domaine Lazaridi",2013,"13.00%",0,0,"",0,"",0.0557150816440235
"6122",312420,"Lanson","Black Label",203,375,541.33,"Mousserande vin","Torrt vitt","Flaska","","Champagne","Frankrike","Lanson",NA,"12.50%",0,0,"",0,"",0.0230912751925812
"6123",312450,"Amethystos","Cava",324,750,432,"Rött vin","","Flaska","","Makedonien","Grekland","Domaine Lazaridi",2012,"15.00%",0,0,"",0,"",0.0347222222222222
"6124",312453,"Château d'Angludet","Margaux",719,750,958.67,"Rött vin","","Flaska","","Bordeaux","Frankrike","Maison Sichel",2012,"13.50%",0,0,"",0,"",0.014082009450593
"6125",312695,"André Clouet","Cuvée 1911",619,750,825.33,"Mousserande vin","Torrt vitt","Flaska","","Champagne","Frankrike","André Clouet",NA,"12.00%",0,0,"",0,"",0.0145396386899786
"6126",312725,"Simi","Cabernet Sauvignon",209,750,278.67,"Rött vin","","Flaska","","Kalifornien","USA","Simi",2014,"13.50%",0,0,"",0,"",0.0484443965981268
"6127",312839,"Viña Alberdi","Reserva",179,750,238.67,"Rött vin","","Flaska","","Rioja","Spanien","La Rioja Alta",2011,"13.50%",0,0,"",0,"",0.0565634558176562
"6128",313041,"Lanson","Gold Label Brut",489,750,652,"Mousserande vin","Torrt vitt","Flaska","","Champagne","Frankrike","Lanson",2008,"12.50%",0,0,"",0,"",0.0191717791411043
"6129",313101,"Vilosell","",139,750,185.33,"Rött vin","","Flaska","","Katalonien","Spanien","Tomàs Cusiné",2016,"14.50%",0,0,"",0,"",0.0782388172449145
"6130",313104,"Geol","",199,750,265.33,"Rött vin","","Flaska","","Katalonien","Spanien","Tomàs Cusiné",2015,"14.50%",0,0,"",0,"",0.0546489277503486
"6131",313148,"Sancerre","Jadis",379,750,505.33,"Vitt vin","","Flaska","","Loiredalen","Frankrike","Henri Bourgeois",2015,"13.50%",0,0,"",0,"",0.0267152157995765
"6132",313296,"Bründlmayer","Riesling Kamptaler Terrassen",169,750,225.33,"Vitt vin","","Flaska","","Niederösterreich","Österrike","Bründlmayer",2016,"12.50%",0,0,"",0,"",0.0554741934052279
"6133",313397,"Philipponnat","Royale Réserve Brut",399,750,532,"Mousserande vin","Torrt vitt","Flaska","","Champagne","Frankrike","Philipponnat",NA,"12.00%",0,0,"",0,"",0.0225563909774436
