product_name,taste_body,taste_freshness,taste_tanins,taste_bitternes,taste_sweetnes,alchohol
Ch. Moulin Haut Villars 2012,9,7,7,0,0,13.5
Tyler Santa Barbara County Pinot Noir 2017,8,8,7,0,0,13
Ch. Fougas Maldoror 2014,11,8,7,0,0,13
Ch. Fougas Forces de Vies Premium 2014,12,8,7,0,0,13
Serio et Battista Borgogno Barbaresco 2015,8,8,8,0,0,14.5
Serio et Battista Borgogno Barolo Cannubi 2012,8,8,7,0,0,14.5
Serio et Battista Borgogno Barolo 2011,8,8,7,0,0,14
Serio et Battista Borgogno Barolo Cannubi Riserva 2012,9,9,9,0,0,14.5
Serio et Battista Borgogno Barbera d'Alba Superiore,8,8,8,0,0,14.5
Chakana Estate Bonarda 2018,7,6,6,0,0,12.5
Torres Mas La Plana 2013,9,6,8,0,0,14.5
Torres Celeste 2016,9,8,8,0,0,14
Torres Salmos 2015,9,9,8,0,0,15
Torres Reserva de Pueblo 2016,6,6,5,0,0,12
Delorme Organic Crémant de Bourgogne Brut,8,9,0,0,2,12.5
Veuve du Vernay Ice Rosé,7,8,0,0,5,11
Clotilde Davenne Bourgogne Rouge 2014,8,8,6,0,0,12.5
Veuve Du Vernay Ice,6,8,0,0,5,11
Nøisom Granny`s porter,8,4,0,5,0,8.2
Ioppa Vespolina 2007,9,9,8,0,0,14
Castello di Monsanto Chardonnay 2017,7,7,0,0,1,13.5
Divinus de Ch. Bonnet 2012,9,7,8,0,0,13.5
Allesverloren 1704 Red,8,8,8,0,0,13.5
De Montille Beaune 1er Cru Les Perriéres 2014,6,8,7,0,0,12
De Montille Beaune 1er Cru Les Gréves 2013,7,8,7,0,0,12
De Montille Beaune 1er Cru Les Aigrots 2013,7,9,0,0,2,12
Arendal 1839 Jule¯l Ekstra Stærk,12,9,0,9,0,8
Brovia Barolo 2011,8,9,9,0,0,14.5
Brovia Barolo Villero 2011,8,9,8,0,0,14.5
Emrich-Schönleber Monzinger Frühlingsplätzchen Riesling Trocken 2013,8,9,0,0,2,12
Wittmann Westhofener Riesling Trocken 2016,8,9,0,0,1,13
Wittmann Vom Rotliegenden Riesling Trocken 2017,7,9,0,0,1,12.5
Chakana Estate Selection Malbec 2016,8,7,7,0,0,13.5
Victory Storm King Imperial Stout,9,7,0,9,0,9.1
Cordero di Montezemolo Barolo Monfalletto 2015,9,9,8,0,0,14.5
Cordero di Montezemolo Barolo Bricco Gattera 2011,9,9,8,0,0,15
Donkey & Goat Fenaughty Syrah 2012,8,9,8,0,0,14.1
Gramona Vin de Glass Gewürztraminer 2011,8,8,0,0,8,9.5
Begude Esprit Pinot Noir 2015,7,6,6,0,0,12.5
Ch. La Fleur Morange 2004,9,6,7,0,0,13
K.H. Schneider Sobernheimer Marbach Riesling Auslese 2015,8,10,0,0,9,8.5
Heidi Schröck Spätlese 2016,8,9,0,0,6,11.5
Pascal Clement Savigny-les-Beaune Dessus les Vermots 2016,8,7,0,0,1,13
Weiser-Künstler Enkircher Ellergrub Riesling Kabinett 2017,5,9,0,0,6,8
Pascal Clement Chassagne-Montrachet 1er Cru Les Boudriottes 2015,9,7,0,0,1,13
Weiser-Künstler Enkircher Ellergrub Riesling Spätlese 2016,7,9,0,0,8,7
Pascal Clement Meursault 1er Cru Les Charmes 2015,10,7,0,0,1,13
Pascal Clement Corton-Renardes Grand Cru 2013,9,8,8,0,0,13
Weiser-Künstler Riesling 2017,5,9,0,0,2,10.5
Heidi Schröck Beerenauslese 2015,9,9,0,0,9,11.5
Weiser-Künstler Enkircher Steffensberg 2016,7,9,0,0,3,12
Heidi Schröck Junge Löwen 2017,8,8,7,0,0,13.5
Poli Bomb,0,0,0,0,0,17
Poli Ciok,0,0,0,0,0,17
Kloster Eberbach Assmannshäuser Crescentia Höllenberg Spätburgunder 2015,5,6,5,0,0,13
Kloster Eberbach Crescentia Pinot Noir Trocken 2014,5,6,4,0,0,12.5
Rieslingfreak No.8 Polish Hill Scharzkommer 2014,7,10,0,0,6,8
Rieslingfreak No.2 Polish Hill 2014,6,9,0,0,1,12
Save Our Souls Sangiovese 2015,6,10,5,0,0,13.5
Ruggabellus Fluus 2016,8,7,7,0,0,13.4
OMA Barbaresco 2012,6,7,8,0,0,14
Små grønne,0,0,0,0,0,16.4
Små sure Sour Shot jordbær,0,0,0,0,0,16.4
Små søte jordbær,0,0,0,0,0,15
Små sure Sour Shot cola,0,0,0,0,0,16.4
Marc Colin Puligny-Montrachet Le Trézin 2016,9,8,0,0,1,13.5
Ch. Calon-Segur 1998,7,6,7,0,0,13
Coessens Largillier Brut Nature,6,8,0,0,1,12
Billecart-Salmon Cuvée Nicolas François Billecart 2002,5,7,0,0,1,12.5
Le Piane Boca 2012,8,7,7,0,0,13.5
Leroux Nuit-Saint-Georges 1er Cru Aux Thorey 2013,10,3,6,0,0,13
Thierry et Pascale Matrot Volnay-Santenots 2011,8,5,7,0,0,13
Billecart-Salmon Blanc de Blancs Brut 2004,3,7,0,0,1,12.5
Sperino Lessona 2010,8,7,7,0,0,14
Hubert Lamy Saint-Aubin 1er Cru Clos de la Chateniére 2014,7,7,0,0,1,13
Ch. Rauzan-Ségla 2006,8,6,7,0,0,13
Terra Costantino Etna Bianco 2017,8,9,0,0,1,13.5
Weingut Thörle Saulheimer Spätburgunder 2016,6,8,5,0,0,13
Yohan Lardy Fleurie Le Vivier 2018,6,9,5,0,0,13
Cono Sur Pinot Noir 2018,8,8,7,0,0,13.5
Viberti Giovanni Barbera d'Alba Bricco Airoli Superiore 2015,9,8,7,0,0,14.5
Fontanafredda Barolo Vigna la Rosa 2011,8,8,9,0,0,14
Altaland High Altitude Malbec 2016,8,8,8,0,0,13
Casa Valduga 1875 Tinto Doce 2000,8,5,0,0,7,18
Bad Santa Fjell¯l,7,7,0,7,0,5.5
Tezza Amarone della Valpolicella 2010,10,7,7,0,0,15.5
Tezza Valpolicella Ripasso Superiore 2012,8,7,8,0,0,14
Aquest Noruec Amphora Single Wine 2016,9,9,9,0,0,13.5
Tezza Amarone della Valpolicella 2012,10,7,7,0,0,15
Tezza Amarone della Valpolicella Riserva 2006,10,6,6,0,0,16.5
Casa Ferreirinha Callabriga 2016,9,7,9,0,0,13.5
Matua Marlborough Sauvignon Blanc 2017,7,9,0,0,1,13
Etike Ti Amo Spumante Brut,6,7,0,0,3,11.5
Etike Ti Amo Primitivo Puglia 2017,8,7,7,0,0,13.5
Torraccia del Piantavigna Gattinara 2015,9,9,8,0,0,14
Barranco Oscuro Varetúo 2016,8,7,7,0,0,14
Aurelio Settimo Barolo Riserva Rocche 2009,9,8,6,0,0,14.5
Dhondt-Grellet Brut Tradition,5,8,0,0,1,12
Hornbeer Russian Imperial Stout,10,6,0,7,0,8.1
Valentina Cubi arusnatico Valpolicella Classico Superiore Ripasso 2013,9,7,8,0,0,13.5
Valentina Cubi iltabarro Valpolicella Classico Superiore 2014,8,6,7,0,0,13
Monte Rossa Cabochon Franciacorta Brut 2012,8,8,0,0,1,12.5
Valentina Cubi iperico Valpolicella 2015,8,7,7,0,0,12
Mikkeller Winbic,6,7,0,5,0,6
Louis Jadot Mâcon-Villages Grange Magnien 2017,7,8,0,0,1,12.5
Louis Jadot Beaune 1er Cru Célèbration 2015,6,8,8,0,0,13.5
Munkebo Ulvrun Belgian Dark Strong Ale,9,7,0,7,0,9
Pedregosa Reserva Blanc de Millesime Brut Nature 2014,7,9,0,0,1,11.5
Pedregosa Reserva Clos De Blancs Brut Nature 2015,6,9,0,0,1,11.5
Ch. Ducru Beaucaillou 1986,7,7,7,0,0,12.5
Ch. Peyre-Labade 2014,8,7,7,0,0,13.5
Petit Guiraud 2013,9,6,0,0,7,13.5
Rings Saumagen Grosses Gewächs Riesling Trocken 2016,9,9,0,0,1,13
Ceste Sposabella Barbera d'Alba 2016,8,8,7,0,0,14
Cuatro Rayas Organic Verdejo 2018,7,8,0,0,2,13
Ceste Nebbiolo d'Alba 2014,8,8,8,0,0,14
Ch. Thivin Clos de Rochebonne Beaujolais Blanc 2017,3,6,0,0,1,13.5
Foreau Vouvray Brut 2011,4,7,0,0,1,13
Ch. Thivin Clos Bertrand Côte de Brouilly 2017,5,6,4,0,0,13
Saó del Coster X Albarino 2013,4,8,0,0,1,12.5
S de Sao del Coster 2014,7,9,8,0,0,15
Mas des Bressades Cuveée Excellence 2016,9,6,8,0,0,14.5
Sacchetto Fili Prosecco Extra Dry 2014,7,9,0,0,3,11.5
Cline Sonoma Coast Pinot Noir 2017,8,8,8,0,0,14.5
Eugenio Collavini Ribolla Gialla Brut 2011,8,8,0,0,2,12
A.D. Coutelas Grand Millesime Brut 2009,8,9,0,0,1,12
Borg Leifur Nr.32 Nordic Saison,5,8,0,3,0,6.8
Angelucci Leonate Montepulciano d'Abruzzo 2011,8,7,5,0,0,14
A.D. Coutelas Cuvée 1809 Extra Brut,9,10,0,0,2,12
A.D. Coutelas Cuvée 1809 Extra Brut,8,10,0,0,2,12
Chic Barcelona Brut,6,9,0,0,3,11.5
Borg Myrkvi Nr.13 Porter,8,6,0,4,0,6
Giacometto Bruno Erbaluce di Caluso Spumante 2009,7,10,0,0,1,13
Poggio Bonelli Poggiassai 2013,8,7,6,0,0,13.5
Poggio Bonelli Chianti Classico 2015,8,7,5,0,0,13.5
Molino Barbaresco Teorema 2014,8,7,7,0,0,14.5
Molino Barbaresco Teorema 2013,7,5,6,0,0,14.5
Dom. Dominique Piron Morgon La Chanaise 2016,7,6,4,0,0,12.5
Dom. Dominique Piron Beaujolais-Villages 2017,8,7,4,0,0,12.5
Bric Cenciurio Barolo 2013,10,8,8,0,0,14
Calles Côtes du Rhône 2017,9,9,9,0,0,14
Terres Secrètes Mâcon Verzé Croix-Jarrier 2016,9,7,0,0,1,13
Dominique Guyon Hautes Cotes de Nuits Les Dames de Vergy 2017,8,8,8,0,0,12.5
Dominique Guyon Bourgogne Hautes Cotes de Nuits 2014,9,8,0,0,1,13
San Marzano Il Pumo Primitivo Salento 2015,8,7,7,0,0,13.5
Giacomo Fenocchio Langhe Nebbiolo 2016,7,8,5,0,0,14.5
Finis Terrae 2011,9,0,6,0,0,14
Wettre SMaSH Single Malt Single Hop,7,10,0,7,0,6.5
Ca`Momi Chardonnay 2016,7,9,0,0,1,13.5
Ca`Momi Cabernet Sauvignon 2016,8,8,5,0,0,13.5
Brasserie Au Baron Saint Médard Cuvée de Noël,8,4,0,4,0,7
Ch. Haut-Goujon 1995,9,9,9,0,0,12.5
Ch. Haut-Goujon 1995,9,9,9,0,0,12.5
Aja Aurora Borealis,9,8,0,9,0,7.5
Cal Pla Mas d'en Compte 2012,8,5,0,0,1,13.5
Radikon Oslavje Bianco 2012,10,8,0,0,1,13.5
Le Vigne Di Eli Etna Rosso 2016,7,7,6,0,0,14
Le Vigne Di Eli Moganazzi Volta Sciara Etna Bianco 2014,8,7,0,0,1,12
Cant. Terlano Monticol Pinot Noir Riserva 2015,8,7,7,0,0,14
Masciarelli Montepulciano d'Abruzzo 2016,10,7,9,0,0,13
Antonin Guyon Pernand-Vergelesses 1cru Sous Frétille 2015,9,9,0,0,1,13
Geil Behctheimer -S- Pinot Noir 2016,8,8,6,0,0,13.5
Dei Martiena Toscana Bianco 2015,5,8,0,0,2,12.5
Didier Montchovet Coteaux Bourguignons 2017,8,9,5,0,0,12
Terravignata Verdicchio di Matelica 2018,7,8,0,0,2,12.5
Heredad Coll de Roses Old Vines Carignan 2015,8,8,8,0,0,13.5
Manuel Olivier Hautes Côtes de Nuits Vieilles Vignes 2017,8,8,7,0,0,12.5
Les Hauts de Croix de Labrie 2012,8,7,7,0,0,13.5
St. Stefanus Blonde,9,6,0,5,0,7
Il Canovino Soave Classico 2014,8,7,0,0,1,13
Il Canovino Valpolicella Classico Superiore Ripasso 2013,8,7,7,0,0,13.5
Il Canovino Valpolicella Classico Superiore 2013,7,7,5,0,0,12.5
Ch. Latour-Martillac Rouge 2011,7,8,8,0,0,13.5
Ch. Latour-Martillac Rouge 2012,6,8,7,0,0,13.5
Ch. La Gaffelière 2012,6,9,8,0,0,14
Lágrimas de Graciano 2015,10,6,7,0,0,13.5
A.A. Badenhorst Ramnasgras Cinsault 2017,7,8,7,0,0,13
Celtic Thundering Molly,0,0,0,0,0,5.2
Aubrade Le Prestige 2017,6,8,0,0,1,12
Friedrich-Wilhelm-Gymnasium Bernkasteler Riesling Kabinett feinherb 2014,8,10,0,0,4,10.5
Pfeffingen Ungstein Herrenberg Kalkstein Riesling Tr. 2016,7,10,0,0,1,13.5
Reyneke Reserve red 2014,7,6,6,0,0,13
Ruggabellus Archaeus 2014,10,8,9,0,0,13.9
Robertson Constitution Road Chardonnay 2013,7,7,0,0,1,14
Ganevat Le Jaja du Ben 2016,8,8,6,0,0,13
Ganevat J'en Veux Encore!!!,9,10,7,0,0,11
Allegrini Soave 2018,6,7,0,0,2,12.5
Santero Dilé Barbera d`Asti 2017,8,7,8,0,0,13.5
Osborne Pedro Ximenez 1827,11,3,0,0,11,17
Banfi Florus Moscadello di Montalcino 2014,8,5,0,0,9,13.5
Matassa Olla Blanc 2018,8,9,0,0,1,10.5
Barranco Oscuro Salvaje Blanco,8,9,0,0,1,13.5
Contino Viña del Olivo 2007,10,9,8,0,0,14
Alain Girard Sancerre Blanc 2014,6,7,0,0,1,13
Alain Girard Sancerre Rose 2014,5,7,0,0,1,13
Dom. Goisot Irancy les Mazelots 2013,8,6,5,0,0,13
Lars og Erik Ch. Garasj Riesling Kabinett 2014,5,8,0,0,6,8
Nahetal Rosengarten Riesling Feinherb 2018,6,9,0,0,3,10.5
Samuel Smith Chocolate Stout,7,5,0,2,0,5
Åkre Gard Edel Eplesider 2016,6,9,0,0,2,6.5
Små sure Sour Shot fersken,0,0,0,0,0,16.4
Små sure Sour Shot cola,0,0,0,0,0,16.4
Barranco Oscuro V de Valenzuela 2016,8,9,0,0,1,13
Ten. Santa Maria Valpolicella Superiore Ripasso 2015,9,8,8,0,0,14.5
Muses Estate 9 Red 2017,6,8,7,0,0,13
Muses Estate 9 White 2018,6,7,0,0,1,12
Antico Portico Primitivo del Salento,7,7,7,0,0,13
Corte Viola Chardonnay delle Venezia,7,6,0,0,1,11.5
To Øl Snowball Saison,7,5,0,7,0,8
Pignan Côtes du Rhône 2014,8,8,7,0,0,14
Schweiger Zöbinger Heiligenstein Grüner Veltliner Reserve 2014,9,9,0,0,1,13
Antico Portico Rosso Veneto,9,6,7,0,0,13.5
Lavradores de Feitoria Cheda 2016,7,8,8,0,0,13
Vallein-Tercinier Très Vieux Pineau des Charentes Reste des Anges 1997,6,6,0,0,8,17
Vallein-Tercinier Vieux Pineau des Charentes 10 ans,6,6,0,0,8,17
Windswept Bear Barrel Aged Russian Imperial Stout,12,7,0,9,0,10.5
Silenrieux Joseph,4,10,0,5,0,5.4
Ch. Salettes Bandol 2015,8,8,7,0,0,14
Emidio Pepe Montepulciano d'Abruzzo Selezione Vecchie Vigne 2014,7,8,5,0,0,13.5
Emidio Pepe Trebbiano d´Abruzzo 2015,8,8,0,0,1,12
Yuzu Sake 2017,0,0,0,0,0,7
Veronica Ortega ROC 2014,8,8,7,0,0,13.5
Bianco delle Regine 2014,7,7,0,0,1,12.5
Kubler Kintet 2016,7,8,0,0,1,13
Kubler Z La Petite Tête au Soleil 2014,9,9,0,0,1,13
Belstar Prosecco Brut,7,8,0,0,1,11
St. Verny Les Volcans Gamay Pinot Noir 2016,5,8,5,0,0,13
St. Verny Les Volcans Chardonnay 2018,7,9,0,0,1,14
Gerard Bertrand Reserve Speciale 2017,8,7,7,0,0,13.5
Red Car Sonoma Coast Chardonnay 2015,8,9,0,0,1,13.5
Ch. Capbern Gasqueton 2011,9,7,9,0,0,13
Desderi Spumante Amici per Sampre,5,7,0,0,3,11.5
L. Bénard-Pitois Brut Nature,8,11,0,0,1,12
L. Bénard-Pitois Brut Réserve,7,9,0,0,1,12
Fernand & Laurent Pillot Chassagne-Montrachet 1er Cru Vide Bourse 2016,7,7,0,0,1,13.5
Fernand & Laurent Pillot Meursault 1er Cru Les Caillerets 2016,7,7,0,0,1,13
Fernand & Laurent Pillot Saint-Aubin 1er Cru Sentier du Clou 2015,7,7,0,0,1,13.5
Antoniolo Gattinara 2013,9,9,8,0,0,13.5
Antoniolo Gattinara Osso San Grato 2011,10,9,8,0,0,14.5
Negro Lorenzo Barbera d'Alba 2014,7,8,6,0,0,14
Rocca di Frassinello Baffonero 2014,9,8,8,0,0,14.5
Perrin Cornas 2015,9,8,9,0,0,13.5
Maison les Alexandrins Cornas,9,8,9,0,0,13.5
Ch. Certan de May 2012,7,10,10,0,0,14
Ch. La Serre 2012,8,11,10,0,0,13.5
Ch. Lascombes 2012,7,8,8,0,0,13
Patrice Rion Chambolle-Musigny Vieilles Vignes 2013,7,8,6,0,0,13
Dom. Rion Nuits-Saint-Georges 1er Cru Clos St Marc 2013,7,7,6,0,0,13
Dom. Rion Nuits-Saint-Georges 1er Cru Clos des Argillières 2013,8,8,7,0,0,13
Thr3 Monkeys Fresh & Fruity White Wine,5,7,0,0,4,8.5
Escada Touriga Nacional Reserva 2016,10,6,7,0,0,13
Chamonix Rouge 2014,8,8,8,0,0,14
Hubert Lamy Santenay 1er Cru Clos des Gravières Vieilles Vignes 2013,8,8,8,0,0,13
Massolino Barolo Margheria 2011,9,7,9,0,0,14.5
A Gros et JP Tollot La Ciaude Minervois 2013,7,7,7,0,0,14
A Gros et JP Tollot Les Fontanilles Minervois 2016,5,9,6,0,0,13.5
Matteo Correggia Marun Barbera d'Alba 2015,10,9,8,0,0,15
My Favorite Chardonnay Wine 2014,8,7,0,0,1,14.2
My Favorite Syrah Wine 2014,9,8,9,0,0,14.5
Villard Mairlant Saint-Joseph white,9,7,0,0,1,13
Tokaj-Hétsz?l? Dry Furmint Selection 2012,6,7,0,0,2,13.5
Moestue Cornas Coteau de Reynard 2016,6,6,8,0,0,14
Moestue Cornas Coteau de Reynard 2014,6,7,7,0,0,14
Arlaud Morey St Denis 1er Cru Aux Cheseaux 2013,8,7,7,0,0,13
Arlaud Morey Saint Denis 1er Cru Les Ruchots 2013,7,8,6,0,0,13
Schäfer-Fröhlich Felsenberg Riesling GG 2014,8,8,0,0,2,13
Tissot Sursis Côtes du Jura Chardonnay 2017,9,8,0,0,1,13.5
Bret Brothers Mâcon-Villages Cuvée Terroirs du Mâconnais 2017,8,9,0,0,1,13
Bret Brothers Mâcon-Villages Cuvée Terroirs du Mâconnais 2017,8,9,0,0,1,13
Ninki-Ichi Red Ninki,4,5,0,1,0,14.5
Ninki-Ichi Black Ninki Junmai Ginjo,0,0,0,0,0,15
Ninki-Ichi Sparkling Junmai Ginjo,0,0,0,0,0,7
Ninki-Ichi Umeshu,0,0,0,0,0,18
Jyokigen Yamahai Junmaishu,0,0,0,0,0,16.5
Kiss of Fire Junmai Daiginjo,0,0,0,0,0,15
KG Moon Full Moon Junmai Ginjo,0,0,0,0,0,15.5
Toyokuni Junmai-shu,0,0,0,0,0,14.5
Marchesi di Gresy Camp Gros Barbaresco Riserva 2010,9,9,9,0,0,14
Marchesi di Gresy Gaiun Martinenga Barbaresco 2010,9,9,8,0,0,14
Leitz Rüdesheimer Berg Roseneck Katerloch Riesling trocken 2014,8,10,0,0,2,12.5
Leitz Rüdesheimer Berg Rottland Hinterhaus Riesling trocken 2014,7,9,0,0,2,12.5
Leitz Rüdesheimer Berg Schlossberg Ehrenfels Riesling trocken 2014,8,10,0,0,2,13.5
Leitz Rüdesheimer Berg Kaisersteinfels Terrassen Riesling 2014,7,10,0,0,2,12
Tandem Inmácula 2016,8,8,0,0,2,13.5
Confuron-Gindre Bourgogne Rouge 2014,7,8,6,0,0,12.5
Castello dell Regine Princeps 2006,10,7,8,0,0,14
Riffault Sancerre Saulétas 2012,6,6,0,0,1,13
Riffault Sancerre Raudonas 2014,6,6,5,0,0,13
Riffault Sancerre Akmèniné 2013,6,5,0,0,1,13
Riffault Sancerre Les Quarterons 2015,6,5,0,0,1,13
Pierre Frick Crémant d'Alsace 2016,5,6,0,0,1,12
Altura Ansonaco dell'Isola del Giglio 2015,7,7,0,0,1,13
Altura Saverio dell'Isola del Giglio Rosso 2012,6,5,5,0,0,14.4
Castellare di Castellina 33 Vendemmie 2010,10,10,9,0,0,13.5
Castellare Di Castellina 33 Vendemmie 2010,10,10,9,0,0,13.5
Castellare di Castellina Poggio Ai Merli,9,9,9,0,0,13.5
Maley Cidre Jorasses Classicum Methode Traditionnelle 2014,0,0,0,0,0,7.5
Maley Cidre du Mont Blanc Classicum Methode Traditionnelle 2015,0,0,0,0,0,7.5
Sperino Lessona 2007,7,5,6,0,0,13.5
Sperino Uvaggio 2013,8,6,8,0,0,13
Feudi del Pisciotto Carolina Marengo Frappato,9,9,8,0,0,13.5
Feudi del Pisciotto Versace Nero d'Avola,9,8,8,0,0,14
Feudi del Pisciotto Versace Nero d'Avola,9,8,8,0,0,14
Feudi del Pisciotto Merlot IGT Terre Siciliane,9,9,8,0,0,13
Guigal Côte Rôtie Brune et Blonde 2014,9,8,7,0,0,13.5
J-L Chave Selection Hermitage Farconnet 2013,8,8,7,0,0,14
Robert Weil Kiedrich Gräfenberg Riesling Trocken Grosses Gewächs 2014,6,10,0,0,2,13
Brasserie de Silenrieux La Charlemagne,7,8,0,6,0,7.5
Rossignol-Trapet Gevrey Chambertin Vieilles Vignes 2014,8,8,7,0,0,13
Dom. des Lises Crozes-Hermitage 2017,7,8,7,0,0,13
Matrot Blagny La Pièce Sous le Bois 2013,6,8,6,0,0,13
Ch. Giscours 2001,7,7,7,0,0,13
Ch. Giscours 2002,8,7,7,0,0,13
Ch. d'Issan 2011,8,7,8,0,0,13
Ch. Talbot 2010,8,8,8,0,0,13.5
Dom. de Chevalier Blanc 2013,8,8,0,0,1,13
Ch. Grand-Puy-Lacoste 2011,9,8,8,0,0,13.5
Le Cinciole Chianti Classico 2013,6,6,6,0,0,13
Le Cinciole Cinciorosso 2017,5,8,5,0,0,13
Rocket Brewing First Contact,8,7,0,7,0,6.3
Anne Sophie Dubois Fleurie l'Alchimiste 2016,5,7,7,0,0,12.5
Dom. Arlaud Charmes Chambertin Grand Cru 2013,8,8,7,0,0,13
Vajra N.S. Della Neve Spumante Rosato Extra Brut,5,8,0,0,2,11.5
Wettre Baltic Porter,9,4,0,7,0,8
Wettre India Pale Ale,6,7,0,8,0,7.5
Malvirà Roero Reserva Mombeltramo 2006,8,7,7,0,0,14
Ioppa Colline Novaresi Nebbiolo 2016,8,9,8,0,0,13
Ioppa Colline Novaresi Vespolina Coda Rossa 2018,8,8,9,0,0,13.5
Rabl Langenlois Kamptal Grüner Veltliner 2018,7,8,0,0,1,11.5
Stellenrust Peppergrinder Shiraz 2015,8,4,6,0,0,14.5
Oltretorrente Colli Tortonesi Rosso 2015,8,8,8,0,0,14
Oltretorrente Colli Tortonesi Timorasso 2017,8,8,0,0,2,14
Oltretorrente Colli Tortonesi Barbera Superiore 2016,10,8,9,0,0,15
Tommasi Baciorosa Appassionato Rosé 2017,6,8,0,0,2,12.5
Guerrini Campaldoni Bianco,9,9,0,0,3,14
Molino Sofia Langhe Chardonnay 2016,6,4,0,0,1,14
Vacheron Sancerre Chambrates 2014,8,9,0,0,1,13
Duemani Cabernet Franc 2012,9,5,5,0,0,14.5
Duemani Suisassi 2011,9,6,6,0,0,14
Ch. Trotte Vieille 2006,9,8,8,0,0,13.5
Ch. Trotte Vieille 2007,9,8,7,0,0,13
Vacheron Sancerre Les Paradis 2017,9,9,0,0,1,13
Duemani Altrovino 2012,8,5,5,0,0,13.5
Conterno Barolo Cerretta 2012,8,8,7,0,0,14.5
Casa Vital Golden Oro 2011,9,7,6,0,0,14
Santa Digna Sauvignon Blanc 2016,7,8,0,0,1,13
Conterno Barolo Cerretta 2014,8,8,7,0,0,14.5
Ninki Yuzushu,0,0,0,0,0,8
Amalia Dolcetto d'Alba 2013,6,7,6,0,0,13.5
Amalia Barbera d'Alba Superiore 2015,7,8,7,0,0,15
Amalia Barolo 2012,7,9,8,0,0,15
Amalia Langhe Rossese Bianco 2014,7,8,0,0,1,12
Amalia Barbera d'Alba 2016,7,8,6,0,0,14.5
Amalia Barolo Le Coste di Monforte 2012,8,9,9,0,0,14.5
Momento Grenache 2016,5,9,7,0,0,13.5
Momento Chenin Blanc Verdelho 2016,8,10,0,0,1,13
Momento Tinta Barocca,9,10,7,0,0,13
Mother Rock White 2017,7,8,0,0,1,12.5
Mother Rock Force Majeure Chenin Blanc 2018,7,10,0,0,1,12
JH Meyer Elgin Chardonnay 2017,8,9,0,0,1,13.5
Goru Organic 2016,9,7,6,0,0,14
Ch. Batailley 2012,9,9,9,0,0,13
Ch. Trotte Vieille 2008,10,8,8,0,0,13
Weing. Winter Kloppberg Riesling Grosses Gewachs 2016,7,11,0,0,2,12.5
The Bernard Series Organic Syrah 2014,10,10,10,0,0,14
Frigo Massè Veneto Pinot Grigio 2014,4,8,0,0,3,12.5
Frigo Grèle Veneto Passito Bianco 2013,7,7,0,0,9,12.5
Le Rive Moscato Giallo Spumante 2016,5,8,0,0,4,7.5
Le Rive Manzoni Bianco delle Venezie 2017,5,7,0,0,3,12.5
Geil Frühburgunder Bechtheimer -S- Trocken 2016,7,8,7,0,0,13.5
Chivite Las Fincas Rosado 2017,4,10,0,0,1,13.5
Patrice Rion Chambolle-Musigny 1er Cru Les Gruenchers 2012,4,6,6,0,0,13
Mosbacher Riesling Sekt Brut 2016,5,8,0,0,1,12.5
Dom. la Robiniere Vouvray Cuvee Vincent Raimbault Brut Methode Traditionelle,8,9,0,0,2,12.5
Ch. Malescasse 2014,9,8,8,0,0,13.5
Cuilleron Saint-Péray Les Potiers 2014,8,7,0,0,1,13.5
San Vincente Rioja 2012,8,8,7,0,0,14.5
Patriarche Cuvée des Visitandines Bourgogne Chardonnay 2017,8,8,0,0,2,12.5
Primoris Aurora Borealis Merlot Superiore 2014,10,4,8,0,0,13
Mortet Gevrey-Chambertin Mes Cinq Terroirs 2015,9,9,8,0,0,13
Mortet Gevrey-Chambertin 1er Cru Lavaux St. Jacques 2015,9,9,7,0,0,13.5
Albino Armani Rosé Extra Dry,5,8,0,0,3,11
Primoris Lofoten Veneto Cabernet 2017,8,4,8,0,0,12
Primoris Lofoten Veneto Tai Pinot Grigio 2017,8,10,0,0,1,12
American Wings Chardonnay 2015,8,7,0,0,2,13
American Wings Zinfandel 2016,9,4,8,0,0,13.5
Umani Ronchi Tajano Rosso Piceno 2017,7,8,7,0,0,13
Champalou Vouvray Brut,7,9,0,0,1,12.5
Saladini Pilastri Rosso Piceno Superiore 2015,8,8,8,0,0,13
Crasto Superior 2016,5,9,0,0,1,13
Sour Fisk Sour Strawberry,0,0,0,0,0,15
Ch. Smith Haut Lafitte 2012,8,9,8,0,0,14
Ch. Léoville Barton 2002,9,8,7,0,0,12.5
Ch. Beychevelle 2009,9,7,8,0,0,13.5
Les Allées de Cantemerle 2012,7,7,7,0,0,13
La Dame de Montrose 2011,8,8,7,0,0,13
Croix de Beaucaillou 2011,7,8,7,0,0,13
Ch. Léoville Barton 2008,9,8,8,0,0,13
Ca`Momi Zinfandel 2013,9,7,6,0,0,13.9
Frat. Ponte Romano Levi Roero Arneis 2015,8,11,0,0,1,13.5
Frat. Ponte Romano Levi Barbera d`Asti Superiore 2016,10,10,9,0,0,14.5
Lanzerac Pinotage 2015,9,8,7,0,0,14
Yvon Mau Bordeaux Merlot Cabernet Sauvignon 2015,8,7,7,0,0,12
Yvon Mau Bordeaux Semillon Sauvignon 2016,6,7,0,0,1,12
Eiker Mjød,6,8,0,0,0,7
Ch. Citran 2011,9,8,9,0,0,13.5
Van Zeller Rufo 2015,9,8,7,0,0,13.5
Ch. de Montfaucon Baron Louis 2013,7,4,7,0,0,14
