product_name,taste_body,taste_freshness,taste_tanins,taste_bitternes,taste_sweetnes,alchohol
Gran Passione 2017,9,8,8,0,0,14
Hardys Brave New World,9,8,4,0,0,14.5
Dom. du Dragon Rosé Grande Cuvée 2016,3,7,0,0,2,12.5
Cristian Senez Carte Verte Brut,7,8,0,0,3,12
Sunday Drive Pinot Noir 2018,6,6,6,0,0,13.5
Happy Christmas Governo 2017,8,6,4,0,0,13
Sassy eplesider,0,0,0,0,0,5.2
Fidora Valdobbiadene Prosecco Superiore 2016,6,7,0,0,3,11
Selezione Hedoni Piemonte Barbera,7,8,7,0,0,13
Montecillo Edición Limitada 2011,9,7,6,0,0,13.5
Fidora Prosecco Brut,6,8,0,0,3,11
Løkka Julebokk 2018,7,5,0,3,0,6.5
Riecine Chianti Classico 2017,8,8,8,0,0,13.5
Dom. du Dernier Bastion Côtes du Roussillon Villages Prestige 2014,8,7,8,0,0,13.5
Dom. du Dernier Bastion Côtes du Roussillon Villages Tradition,7,7,7,0,0,13.5
Alta Alella Capsigrany Cava Brut Nature 2015,6,6,0,0,1,12
Dom. du Dernier Bastion Maury Sec Perles Noires,8,7,8,0,0,14.5
Dom. du Dernier Bastion Muscat de Rivesaltes Parure d?Opale,8,6,0,0,9,15.5
Masso Antico Primitivo Appassito 2015,9,6,8,0,0,14
Amicone Edizione Nero 2014,10,7,8,0,0,13.5
Muscadet Sèvre et Maine sur lie Vieilles Vignes 2017,8,8,0,0,2,12
Borgogno Langhe Rosso Pinin 2016,7,9,7,0,0,13.5
Trenz Blanc de Noirs 2017,7,9,0,0,2,11
Nøgne Ø God Jul,8,6,0,4,0,8.5
Nøgne Ø Julequad,8,4,0,3,0,10
Nøgne Ø Rød Jul,8,4,0,6,0,8
Bouchard Monthélie 2014,6,7,4,0,0,12.5
Bolla Prosecco,6,6,0,0,4,11
Ostorosbor Egri Kekfrankos 2016,6,7,5,0,0,12.5
Fusser Forster Musenhang Riesling Kabinett 2017,7,10,0,0,5,8.5
Lacheteau Cremant de Loire Brut,7,11,0,0,2,12
Lacheteau Cremant de Loire Brut,7,11,0,0,2,12
Fusser Blanc de Pinot Noir 2018,5,9,0,0,2,11.5
Louis de Vernier Organic Brut,9,10,0,0,2,11.5
Storm San Sebastiano Pinot Noir 2017,8,11,8,0,0,13.1
Masia Salat Organic Brut Nature,10,11,0,0,1,11.5
Karthäuserhofberg Riesling Spätlese 2018,8,7,0,0,8,8
Ringnes Jule¯l,7,7,0,7,0,6.3
Ringnes Julebokk 2017,9,9,0,5,0,9
To Øl Sur Sorachi Ace,3,6,0,8,0,6
Dom. Alain Voge St. Peray Ongrie,8,6,0,0,1,13.5
Dom. Alain Voge Les Bulles d'Alain 2012,6,7,0,0,1,12
Dom. Alain Voge St. Joseph Les Côtes 2016,9,7,10,0,0,13
Pablo Höcht Sablet 2015,8,6,5,0,0,14.5
Roagna Langhe Bianco,8,9,0,0,1,13
Étienne Calsac L?échappée Belle Brut,6,9,0,0,2,12
Cristian Senez Carte Verte Brut,7,8,0,0,3,12
Silver Oak Alexander Valley Cabernet Sauvignon 2013,10,8,7,0,0,13.5
Egon Schmitt Spätburgunder Rotwein Trocken 2017,7,6,7,0,0,13
Egon Schmitt Weisser Burgunder Trocken 2017,6,8,0,0,1,12.5
Egon Schmitt Drei Steine Riesling Tr. 2018,6,8,0,0,1,12
Xavier Schneider Muscat 2012,7,8,0,0,2,12
Conde Valdemar Reserva 2005,8,8,8,0,0,13.5
Conde Valdemar Gran Reserva 2001,8,6,6,0,0,13.5
Xavier Schneider Crémant d'Alsace Brut,7,7,0,0,3,12
Xavier Schneider Sylvaner 2012,7,7,0,0,1,12.5
Xavier Schneider Pinot Blanc 2013,7,8,0,0,3,12.5
Dom. du Dernier Bastion Maury Premier Printemps 2013,9,5,0,0,9,15.5
Valiano Poggio Teo Chianti Classico Vendemmia 2013,9,6,3,0,0,13.5
Platino Blue Moscato,1,8,0,0,7,7
Santero Dilé Supreme,9,7,8,0,0,14
Pablo Claro Tempranillo 2017,8,7,8,0,0,14
Pablo Claro Cabernet Sauvignon Graciano Special Selection 2016,9,6,7,0,0,13.5
Tissot Macvin Blanc,10,8,0,0,8,17
Valpantena Amarone,8,8,7,0,0,15
Ximénes-Spínola Fermentacion Lenta 2015,10,7,0,0,2,14
Duval-Leroy Femme de Champagne Brut Grand Cru,7,8,0,0,1,12
Aune Lohmann Tinto 2016,7,8,7,0,0,13
Berton Vineyard Reserve Coonawarra 2016,10,7,8,0,0,14.5
Assoluto Montepulciano d'Abruzzo 2017,7,8,7,0,0,13
De Ranke Hop Harvest 2018,8,5,0,6,0,5.5
De Ranke XXX Bitter,8,5,0,5,0,5.5
Ricci Terre di Timorasso 2016,10,8,0,0,1,14.5
Rivetto Barolo Serralunga,8,7,8,0,0,14
Ch. Bel-Air 2016,9,9,8,0,0,14.5
Fratelli Alessandria Barolo Monvigliero 2014,9,8,9,0,0,14.5
Grillo Iole Schioppettino di Prepotto 2015,8,8,8,0,0,14
Sanger Terroir Natal Blanc de Blancs Grand Cru,7,9,0,0,1,12
Rebelse Strop Fier Gents Bier,7,7,0,5,0,6.9
Colom Aut ntico Malbec 2017,8,7,6,0,0,14.5
Walldorf Spätburgunder Saulheim 2015,6,7,4,0,0,13
Walldorf Weissburgunder Trocken 2016,8,8,0,0,1,12.5
Walldorf Weissburgunder Trocken 2017,7,8,0,0,1,12.5
Bottega Vermouth Bianco,9,7,0,0,10,16
Bolla Le Poiane Amarone della Valpolicella 2013,9,7,4,0,0,15
Matsu El Viejo 2015,10,8,9,0,0,15
Marti Serda El Xitxarel-lo 2016,8,8,0,0,2,12
Walldorf Hannes Brut Nature 2014,6,8,0,0,1,12
Walldorf Riesling Trocken 2017,7,8,0,0,1,12
Walldorf Riesling Trocken 2017,7,8,0,0,1,11.5
Walldorf Saulheimer Riesling Trocken 2015,8,9,0,0,1,13.5
Ch. Dudon Reserve de la Cave 2004,8,8,8,0,0,13
Marco Pontarelli Governo Toscana 2016,8,7,5,0,0,13.5
Weingut Payr Spitzerberg Reserve Carnuntum 2008,10,7,8,0,0,13.5
Weingut Payr Spitzerberg Reserve Carnuntum 2007,8,7,8,0,0,13.5
Trapiche Terroir Series Ambrosia 2013,8,8,9,0,0,15
Green Soul Riesling,6,11,0,0,4,11
Weingut Payr Spitzerberg Reserve Carnuntum 2009,10,8,8,0,0,14
Weingut Payr Spitzerberg Reserve Carnuntum 2011,11,9,9,0,0,13.5
Valle Reale Vigneto Sant?Eusanio Montepulciano d'Abruzzo 2015,6,9,6,0,0,12.5
Maria Rigol Ordi Gran Reserva 2011,7,9,0,0,1,11.5
Galena Priorat 2014,9,7,8,0,0,14.5
Viña Elena Paraje Las Chozas 2016,9,6,7,0,0,14.5
Galena Crossos Priorat 2015,9,7,8,0,0,14.5
Altos de San Esteban La Perra Gorda 2016,8,8,8,0,0,13.5
Maria Rigol Ordi Reserva Brut Nature 2012,7,9,0,0,1,11.5
Viña Elena Familia Pacheco 2016,8,6,7,0,0,14.5
Riecine di Riecine 2013,9,9,8,0,0,13.5
True North Riesling Trocken,6,9,0,0,2,12
Ine Mankai,11,9,0,5,0,14
Furosen Nakagumi,9,8,0,2,0,17
Kizan,7,9,0,1,0,15
Foradori Teroldego Morei 2016,6,5,6,0,0,12.5
Leiner Monolith Riesling Trocken 2017,8,8,0,0,1,12
Foradori Teroldego Sgarzon 2015,9,9,10,0,0,12.5
Hanatomoe,7,8,0,1,0,16
Shizenmei Sparkling,7,8,0,1,0,14
Nabeshima Ginjo,7,8,0,1,0,16
Kizan,7,9,0,1,0,15
Kokoro,11,9,0,5,0,17
Nigori Umeshu,11,9,0,1,0,10
Yanwari,7,9,0,1,0,12
Tamagawa Kimoto,9,9,0,3,0,15
Suppai Umeshu,11,9,0,1,0,11
Soma no Tengu,9,9,0,1,0,17
Bottega Vermouth Rosso,9,7,0,0,9,16
Louis Cotes du Rhone Villages 2015,8,7,4,0,0,14
Navalón Anciano Crianza Tempranillo,8,7,8,0,0,13
Dom. Alain Voge Les Chailles 2016,10,8,9,0,0,14
Mannen fra havet 2016,8,7,6,0,0,13
Black Tower Ice Sparkling Rosé,6,8,0,0,5,11
Bosio Leda the Truffle Hunter Barolo,9,8,9,0,0,14
Bosio Leda the Truffle Hunter Barbaresco,8,8,9,0,0,14
Giovanni Rosso Barbera Piemonte 2017,8,10,7,0,0,13.5
Liefmans Glühkriek,9,3,0,4,0,6
Fratelli Giacosa Basarin Barbaresco 2015,9,7,8,0,0,14
Allendorf Sakrileg Riesling Trocken 2014,8,8,0,0,1,13
Ch. Caronne Ste Gemme 2014,9,7,8,0,0,12.5
Gato Negro 9 Lives Reserve,6,6,5,0,0,13.5
Bod. Barahonda Monastrell-Merlot 2017,6,8,3,0,0,14.5
Von Buhl Reserve Brut,5,7,0,0,1,12.5
Aune Lohmann Branco 2016,6,7,0,0,1,13
Slogen Porter,8,5,0,3,0,6.8
Grande Alberone La Forza 2016,10,7,7,0,0,13.5
Marchesi di Barolo Langhe Rosso 2015,8,7,6,0,0,13
Wettre BDSM,9,2,0,5,0,12
Wettre & Bådin Infarmer,5,7,0,5,0,7.5
Fidora Moscato Spumante,5,7,0,0,5,10
Fontanafredda Contessa Rosa Alta Langa 2012,8,9,0,0,2,12
Fontanafredda Up Asti Secco 2016,5,7,0,0,3,11.5
Dom. de la Mordorée Lirac La Dame Rousse 2016,10,7,8,0,0,14.5
Sparkling Tea Vinter,0,0,0,0,0,5
Stay Espresso Martini Shot,0,0,0,0,0,16.4
Dom. Clos de la Chapelle Corton Rognet Grand Cru 2015,9,11,9,0,0,13.5
Canevel Valdobbiadene Prosecco Superiore il Millesimato Extra Dry 2016,7,7,0,0,3,11
Nervi Erbaluce Passito Riserva 2008,9,10,0,0,8,14
Clos St. Antonin Chateauneuf-du-Pape 2015,10,7,6,0,0,15
Clos St. Antonin Principauté d'Orange 2015,7,6,0,0,1,13.5
Conti Bossi Fedrigotti Fojaneghe 2013,8,7,6,0,0,13.5
Canevel Valdobbiadene Prosecco Superiore Brut,6,7,0,0,2,11
Dom. Clos del la Chapelle Beaune 1er Cru Les Reversées 2015,7,10,0,0,1,13.5
Dom. Clos de la Chapelle Corton Charlemagne Grand Cru 2015,9,11,0,0,1,13.5
Kesseler Pinot Noir N Rheingau 2014,7,8,3,0,0,13.5
Hexamer Sobernheimer Domberg Riesling Eiswein 2016,10,10,0,0,8,8
Hexamer Meddersheimer Altenberg Riesling Eiswein 2016,10,12,0,0,11,6
Karthäuserhofberg Riesling Auslese no. 40 1994,9,8,0,0,8,8
Karthäuserhofberg Riesling Auslese no. 38 1995,9,8,0,0,9,7.5
Les Grands Carmes de Simone 2015,7,9,7,0,0,13.5
Coppi Vanitoso Gioia Del Colle Riserva Primitivo 2009,9,7,6,0,0,14
Coppi Pellirosso Negroamaro,9,8,5,0,0,13
Villadoria Barbaresco 2014,10,8,7,0,0,14
Villadoria Barolo del comune di Serralunga d'Alba 2014,9,8,7,0,0,13.5
Villadoria Barbaresco Riserva 2012,11,9,7,0,0,14
Villadoria Tardòc Barbera d?Alba 2016,7,9,6,0,0,13
M. Chapoutier Le Méal Blanc 2016,6,4,0,0,1,14.5
Kloster Eberbach Rheingau Riesling Trocken 2016,3,6,0,0,1,11.5
Biondi Santi Brunello di Montalcino Riserva 2011,8,7,5,0,0,13.5
M. Chapoutier De L'Orée Blanc 2016,5,5,0,0,1,14
L'Archiviste Maury 1978,8,9,0,0,8,16
L'Archiviste Rivesaltes 1967,9,8,0,0,9,16.5
L'Archiviste Rivesaltes 1959,9,8,0,0,9,16
Folonari Torcalvano Vino Nobile di Montepulciano 2015,9,10,9,0,0,13.5
Tenuta de Nozzole La Forra Chianti Classico Riserva 2013,9,10,8,0,0,14
Tenuta del Cabreo Black 2012,8,10,7,0,0,14
Brekeriet Purple Rain,4,7,0,1,0,5.3
Norumbryggeriet Belgisk Brun,9,4,0,3,0,7.5
Norumbryggeriet Søgarn Porter Sterk,8,3,0,3,0,6.4
Punset Barbera d'Alba 2016,8,8,6,0,0,14.5
Punset Langhe Nebbiolo 2014,8,7,7,0,0,13.5
Dr. Loosen Blue Slate Riesling,7,8,0,0,1,12
Dr. Loosen Erdener Prälat Riesling GG Reserve 2013,9,9,0,0,1,12.5
Ch. Petit-Village 2012,8,7,7,0,0,13.5
Manoncourt Petit-Figeac 2013,8,8,7,0,0,13
Quinta do Noval Maria Mansa 2015,7,7,6,0,0,13
Quinta do Noval Tinto 2014,9,8,8,0,0,13.5
Ch. Haute-Bages Libéral 2010,9,8,8,0,0,13.5
Le Jardin de Petit-Village 2013,7,8,7,0,0,13.5
Ch. Pibran 2010,8,8,8,0,0,13.5
Villa Wolf Pinot Noir 2016,7,7,6,0,0,13
Luis Seabra Indie Xisto 2016,8,7,7,0,0,13
Dom. Huet Vouvray Le Mont Sec 2016,8,9,0,0,1,13
Dom. Huet Vouvray Le Mont Demi-Sec 2015,8,9,0,0,3,13
Coppi Siniscalco Primitivo 2015,10,9,5,0,0,13.5
Dom. Huet Vouvray Clos du Bourg Demi-Sec 2015,8,9,0,0,3,13
Dom. Huet Vouvray Le Haut-Lieu Demi-Sec 2016,8,9,0,0,4,13
Pasqua Mai dire Mai Valpolicella Superiore 2013,9,9,8,0,0,15
Pasqua Mai dire Mai Amarone della Valpolicella 2011,10,10,9,0,0,16.5
BrewDog Electric India,7,7,0,6,0,5.2
Máté Brunello di Montalcino 2012,12,10,10,0,0,14.5
San Salvatore Gillo Dorfles 2013,12,8,10,0,0,15.5
Caparzo Brunello di Montalcino Riserva 2011,8,8,7,0,0,14
Dom. Rion Chambolle-Musigny 1er Cru Les Charmes 2015,9,8,8,0,0,13.5
Dom. Rion Chambolle-Musigny Vieilles Vignes 2015,9,8,7,0,0,13
Dom. Rion Nuits-St-Georges 1er Cru Clos St-Marc 2015,9,8,8,0,0,13.5
Patrice Rion Côte de Nuits-Villages Vieilles Vignes 2016,8,8,8,0,0,13
Dom. Rion Nuits Saint Georges 1er Cru Clos des Argillières 2015,9,8,8,0,0,13.5
Rion Nuits-Saint-Georges Vieilles Vignes 2016,8,8,8,0,0,13
Dom. Rion Nuits-St-Georges 1er Cru Clos St-Marc 2015,9,8,8,0,0,13.5
Guigal Côte Rôtie Brune et Blonde 2013,8,7,7,0,0,13.5
Guigal Côte Rôtie Brune et Blonde 2013,8,7,7,0,0,13.5
Guigal Ch. d'Ampuis 2013,9,8,8,0,0,13.5
Massolino Barolo Margheria 2013,9,8,10,0,0,14
Massolino Barolo Parafada 2013,9,8,10,0,0,14
Massolino Barolo Vigna Rionda Riserva 2011,10,8,9,0,0,14.5
Brovia Barolo Garblèt Sué 2012,9,8,8,0,0,14.5
Brovia Barolo Rocche del Castiglione Falletto 2012,8,7,8,0,0,14.5
Brovia Barolo Bréa Vigna Ca'Mia 2012,9,8,8,0,0,14.5
Brovia Barolo 2012,8,8,9,0,0,14.5
Brovia Barbera d'Alba Sorì del Drago 2014,8,8,7,0,0,13.5
Louis Boillot Gevrey-Chambertin Les Evocelles 2013,8,7,6,0,0,13
Louis Boillot Nuits Saint Georges 1er Cru Pruliers 2009,8,7,6,0,0,13
Louis Boillot Gevrey-Chambertin Les Evocelles 2014,8,8,8,0,0,13
Louis Boillot Nuits Saint Georges 1er Cru Pruliers 2010,8,8,7,0,0,13
Louis Boillot Gevrey Chambertin 2013,8,8,6,0,0,13
Garde-Lasserre Clos René,9,8,9,0,0,13.5
Garde-Lasserre Clos René 2014,9,8,9,0,0,13.5
Selvapiana Chianti Rufina Riserva Bucerchiale 2013,8,7,7,0,0,14.5
Selvapiana Chianti Rufina Riserva Bucerchiale 2013,8,7,7,0,0,14.5
Leroux Gevrey Chambertin 1er Cru Les Goulots 2015,9,8,8,0,0,13
Leroux Volnay 1er Cru Clos de la Cave des Ducs 2015,8,7,7,0,0,13
Leroux Nuits Saint Georges 1er Cru Aux Thorey 2015,9,8,8,0,0,13
Chasselay Beaujolais Villages Les Grands Eparcieux 2018,8,8,7,0,0,13
Ch. Haut-Beychevelle Gloria 2014,9,8,8,0,0,13.5
Chasselay Côte de Brouilly L'Héronde 2016,8,8,7,0,0,13
Ch. Simard 2004,7,7,6,0,0,13
Girardin Puligny Montrachet Enseignières 2017,8,8,0,0,1,13
Boillot Moulin à Vent Les Brussellions 2014,7,8,6,0,0,12.5
Guímaro Ribeira Sacra Mencía 2016,8,7,6,0,0,13
Ch. Haut-Beychevelle Gloria 2014,9,8,8,0,0,13.5
Wittmann Westhofen Morstein Riesling GG 2017,9,10,0,0,1,12.5
Wittmann Westhofen Kirchspiel Riesling GG 2017,9,10,0,0,1,12.5
Oud Beersel Geuze Vandervelden 135,8,9,0,7,0,6.5
Ch. Le Rey Les Argileuses 2016,8,8,7,0,0,14
Ch. Sénéjac 2014,8,8,8,0,0,13.5
Agrapart Mineral Blanc de Blancs Grand Cru Extra Brut 2011,7,8,0,0,1,12
Vajra Barolo Bricco delle Viole 2012,9,9,9,0,0,14
Sartarelli Brut,7,9,0,0,2,12
Guímaro Finca Meixeman 2017,8,7,8,0,0,13.5
Bonny Doon Proper Claret 2014,9,8,8,0,0,13
Poggio Antico Brunello di Montalcino 2012,8,8,8,0,0,14
Monkey Balls Gold,0,0,0,0,0,15
Dom. des Hauts Châssis Crozes Hermitage Les Chassis 2016,9,9,7,0,0,13
Marquis de Calon 2009,10,9,3,0,0,14
Dom. des Hauts Châssis Les Calcaires 2016,9,9,0,0,1,13
Dauphin de Grand-Puy Ducasse 2012,8,8,3,0,0,13
Parés Balta Hisenda Miret 2015,11,10,4,0,0,15
Knebel Riesling Alte Reben 2016,4,7,0,0,2,11.5
Knebel Riesling Röttgen Kabinett 2016,3,7,0,0,4,9.5
Knebel Riesling Von den Terrassen 2016,3,7,0,0,1,12
Gassier Garrigues 2017,9,7,8,0,0,13.5
Gunderloch Riesling Pettenthal GG 2016,2,8,0,0,1,12.5
Gunderloch Riesling GG Rothenberg 2016,2,8,0,0,1,12.5
Ch. Thivin Les Sept Vignes Côtes de Brouilly 2018,4,7,4,0,0,13.5
Gunderloch Riesling GG Hipping 2016,2,7,0,0,1,12.5
Lindemans Ginger Gueuze,4,7,0,4,0,6
Le Clot de l'Origine Soif de Plaisir 2015,5,6,5,0,0,13
Morten Abel Frøken Vil Ikke 2017,8,5,5,0,0,13
Morten Abel Barbera Nizza 2015,9,6,6,0,0,15
Morten Abel Barolo Ginestra 2013,11,6,8,0,0,15
Morten Abel Nebbiolo d'Alba 2015,10,6,8,0,0,14
Lotherus Ripasso Valpolicella Superiore 2015,9,5,6,0,0,13.5
Tre Monti Campo Di Mezzo Sangiovese 2016,8,9,6,0,0,13.5
Tre Monti Sono 2016,7,10,6,0,0,13.5
Spürnasen Riesling Brut 2015,7,11,0,0,4,12
Valle Reale Vigneto di Popoli 2011,9,10,7,0,0,13.5
Paxton AAA Shiraz Grenache 2016,9,7,8,0,0,14
Now by Paxton 2017,8,8,8,0,0,14
Paxton the Guesser White 2017,8,9,0,0,3,12.5
Bollinger Rosé 2006,9,8,0,0,1,12
Nøgne Ø #100,10,7,0,9,0,10
Charmes de Kirwan 2014,9,9,3,0,0,13.5
Ch. la Bridane 2014,9,9,4,0,0,12.5
Marquis de Calon 2011,9,8,3,0,0,13
Ch. Le Moulin 1997,9,7,3,0,0,13
La Dame de Montrose 2011,9,8,3,0,0,13
Ölgeroin Jólagull,4,4,0,2,0,5.4
Boulevard Tank 7 Farmhouse Ale Smokestack Series,0,0,0,0,0,8.5
Baladin Wayan Sour 2011,5,8,0,2,0,5.8
Baladin Mama Kriek,6,6,0,4,0,5.8
Baladin Metodo Classico 2015,10,4,0,1,0,10
Baladin Noel Licorice,9,5,0,3,0,9
Einstok Winter Ale,7,7,0,4,0,8
The Project Sauvignon Blanc 2018,7,9,0,0,1,12.5
Henri Bourgeois Sancerre La Bourgeoise 2011,10,10,0,0,1,13.5
Von Hövel Hütte Riesling Kabinett 2016,5,10,0,0,4,9
Von Hövel Scharzhofberg Riesling Kabinett 2016,6,10,0,0,4,9
Oslo Brewing Death Before Decaf Coffee Stout,8,2,0,2,0,8
Michel Mailliard Mont Vergon Premier Cru 2010,8,10,0,0,1,12
J.B. Becker Wallufer Oberberg Riesling Kabinett halbtrocken 1998,8,9,0,0,2,10.5
J.B. Becker Wallufer Walkenberg Riesling Auslese 1971,10,9,0,0,5,10
Michel Mailliard Cuvée Grégory Premier Cru 2012,8,10,0,0,1,12
J.B. Becker Rheingau Riesling Spätlese 1998,8,9,0,0,2,12
Étienne Calsac Clos Maladries Extra Brut 2013,8,7,0,0,2,12
Dom. des Miquettes Viognier 2016,8,7,0,0,1,11
Peyre Rose Syrah Léone 2005,11,9,11,0,0,14.5
Peyre Rose Clos des Cistes 2005,11,9,11,0,0,14.5
Dom. des Miquettes St. Joseph 2016,8,9,8,0,0,11.5
Berthelemot Beaune 1er Cru Clos des Mouches 2016,7,10,0,0,2,13.5
Berthelemot Monthelie 2015,6,8,6,0,0,13.5
Berthelemot Beaune 1er Cru Greves 2015,7,9,7,0,0,13.5
"24 Ice Pina Colada (5x6,5cl)",0,0,0,0,0,5
"24 Ice Strawberry Daiquiri (5x6,5cl)",0,0,0,0,0,5
"24 Ice Mojito (5x6,5cl)",0,0,0,0,0,5
Iliada Cabernet Sauvignon,7,6,7,0,0,13.5
Centovigne Rosso Della Motta 2015,8,7,6,0,0,13
Paul Jaboulet Dom. de Thalabert,10,7,9,0,0,13
Viúva Gomes Colares 2010,8,8,8,0,0,12.5
Viúva Gomes Reserva Tinto 1969,7,8,7,0,0,11
San Polino Brunello di Montalcino 2013,9,7,8,0,0,14.5
San Polino Rosso di Montalcino 2015,8,7,7,0,0,14.5
San Polino Brunello di Montalcino Helichrysum 2013,9,7,7,0,0,14.5
Hirschhof Westhofen Morstein Riesling Spätlese Trocken,8,9,0,0,2,13
Ismael Gozalo Respublica Verdejo,9,10,0,0,1,13.5
Ismael Gozalo Sin Nombre 2016,8,9,0,0,1,13.5
Marjan Simcic Chardonnay 2016,9,9,0,0,1,14
Road Runner Correcaminos 2018,7,9,0,0,1,13
Gantonnet Cuvée de Barbe 2016,8,6,7,0,0,14
Champy Beaune 1. Cru Aux Cras 2016,8,8,7,0,0,13
Champy St. Aubin 1. Cru Les Murgers des Dents de Chien 2015,9,9,0,0,1,13
Champy Nuits-Saint-Georges 2016,8,8,6,0,0,13.5
Champy Bourgogne Pinot Noir Signature 2015,7,6,5,0,0,13
Champy Bourgogne Chardonnay Signature 2018,7,7,0,0,1,13
Zinck Pinot Blanc Terroir 2015,6,6,0,0,3,13.5
Zinck Gewurztraminer Grand Cru Goldert 2011,7,6,0,0,4,14
Zinck Riesling Terroir 2015,6,8,0,0,1,13.5
Haandbryggeriet Dark Force,8,6,0,4,0,8.5
Haandbryggeriet/Stone/Brewdog Inferno Triple IPA,7,6,0,8,0,10
Blossom Cava Brut,6,8,0,0,2,11.5
Fiorissimo Rosé Spumante,6,8,0,0,3,11.5
Ch. Mongravey 2014,10,9,4,0,0,13
J. Lohr Wildflower Monterey Valdiguié 2017,7,8,7,0,0,12.5
Ratte Grand Curoulet Chardonnay 2016,3,6,0,0,1,13
Ch. Gravettes Samonac 2017,8,7,7,0,0,13.5
Austmann Pine Shoot,7,8,0,6,0,6.5
Ego Brygghus Sour Delight,7,10,0,6,0,8
Soma no Tengu,0,0,0,0,0,17
Cascina Morassino Barbaresco Morassino,10,8,9,0,0,14.5
Cuvage de Cuvage Pas Dosé,3,9,0,0,2,12
Ch. Siaurac 2010,10,7,8,0,0,15
Ch. Bel-Air 2014,9,7,7,0,0,13.5
Ch. Bel-Air Lagrave 1997,7,6,6,0,0,12.5
Ch. Belle Coline 2014,8,7,7,0,0,13.5
Instant Becot 2015,10,7,9,0,0,13.5
Harpoon Camp Wannamango Pale Ale,7,9,0,3,0,5
Umberto Cesari Laurento Sangiovese Reserva,10,7,8,0,0,13.5
Umberto Cesari Liano 2014,10,8,9,0,0,13.5
Sieur D'Arques Grande Cuvée 1531,7,6,0,0,3,12.5
Pure Lakrids,0,0,0,0,0,16.4
Omnipollo Noa Pecan Mud Cake Stout,10,2,0,6,0,11
Omnipollo Leon,7,7,0,6,0,6.5
Omnipollo Zodiak,7,8,0,7,0,6.2
Birrificio del Ducato Beersel Morning,7,9,0,6,0,6.2
Schmitt d.b Riesling,3,9,0,0,1,12
Schmitt Erdreich,4,7,0,0,1,12
Phaunus Pet Nat 2016,7,10,0,0,1,11.5
Aphros Silenus 2015,8,9,7,0,0,12.5
La Setera Tinto Joven 2016,7,8,9,0,0,14
K.H. Schneider Marbach Riesling Spätlese 2015,8,10,0,0,7,9
Llopart Brut Nature Reserva 2015,8,7,0,0,3,11.5
Beaumont des Crayères Grande Réserve Brut,7,9,0,0,2,12
Madame de Rayne 2006,8,7,0,0,8,13.5
Villa Job Sauvignon 2016,7,10,0,0,2,13
Villa Job Mezzatesta 2017,8,8,0,0,2,13
Lamoresca Mascalisi 2017,8,9,9,0,0,13.5
Lamoresca Bianco 2017,8,10,0,0,2,13
Lamoresca Nerocapitano 2017,5,10,6,0,0,12.5
Lamoresca Rosso 2017,7,10,9,0,0,14
Köld Frozen Cosmopolitan,0,0,0,0,0,8
Köld Frozen Mojito,0,0,0,0,0,8
Blossa Vinglögg,0,0,0,0,0,10
Blossa 17 Starkvinsglögg Old Delhi 2017,0,0,0,0,0,15
EC Dahls Store Bjørn 2017,10,6,0,5,0,9
Nøisom Dobbelbock Jule¯l,7,6,0,5,0,7.8
Bryggerhuset Jule¯l Lussekatt Trippel,7,6,0,3,0,8
Ch. Couhins-Lurton 2004,7,9,0,0,1,12.5
Eiker God Jul,4,3,0,2,0,6.2
Birrificio Il Mastio Rock Noel,7,4,0,4,0,9
Oslo Brewing Red and Wheat Christmas,4,6,0,4,0,5.9
Palmina Nebbiolo Rocca 2009,9,9,9,0,0,14.9
De Ranke Père Noël,7,4,0,5,0,7
Winter Riesling Brut,7,9,0,0,1,11.5
Leroux Gevrey Chambertin Vieilles Vignes 2017,8,8,8,0,0,13
Von Buhl Kieselberg Deidesheim Riesling Grosses Gewächs 2016,8,9,0,0,1,13
Berentsens The Holy Bock Vanilla,8,4,0,4,0,7.5
Amundsen Rebel King,12,3,0,4,0,8.5
Nøisom Sjokoladestout,8,8,0,8,0,9
Dom. du Dragon Hautes Vignes 2016,7,5,7,0,0,14.5
Ch. Laribotte Cuvée La Gravière 2015,8,7,0,0,8,12.5
Collemassari Montecucco Rigoleto 2015,7,6,6,0,0,14
Collemassari Montecucco Vermentino Melacce 2016,7,7,0,0,1,13.5
Collemassari Montecucco Rosso Riserva 2014,8,7,7,0,0,14
Stephan Côte-Rôtie Coteaux de Tupin 2016,9,7,9,0,0,13
Livon RoncAlto Ribolla Gialla 2016,8,8,0,0,1,13
Sutherland Chardonnay 2017,8,8,0,0,1,13.5
Tedeschi Capitel Monte Olmi Amarone della Valpolicella Classico Riserva 2012,11,8,9,0,0,17
Arnaldorivera Barolo Monvigliero 2014,9,8,9,0,0,14
Zidarich Malvazija 2015,8,8,0,0,1,12.5
Gyéjacquot Anatom Champagne Blanc Vrai,8,9,0,0,1,12
Torbreck Old Vines 2015,8,8,8,0,0,15
Ch. Lamothe Vincent Intense 2016,10,7,8,0,0,14
Ch. Lamothe-Vincent 2017,9,8,7,0,0,13.5
Skerlj Terrano 2015,8,9,7,0,0,12.5
Nikolaihof Grüner Veltliner Terrassen 2016,8,10,0,0,2,12
Dom. du Dragon Les Restanques,4,7,0,0,1,14.5
Camillac Bordeaux 2016,7,8,7,0,0,12.5
Ch. du Glana 2010,9,9,9,0,0,14
Mack Mikrobryggeri Dobbel S¯libat,8,7,0,7,0,8.2
